LOAD_ZONE,TIMEPOINT,zone_demand_mw
AZ_APS_E,351808,350.629
AZ_APS_E,351812,302.37
AZ_APS_E,351816,260.607
AZ_APS_E,351820,346.341
AZ_APS_E,351824,366.391
AZ_APS_E,351828,318.717
AZ_APS_E,351832,338.4
AZ_APS_E,351836,292.893
AZ_APS_E,351840,256.381
AZ_APS_E,351844,351.616
AZ_APS_E,351848,363.06
AZ_APS_E,351852,339.65
AZ_APS_E,351856,369.592
AZ_APS_E,351860,303.363
AZ_APS_E,351864,265.258
AZ_APS_E,351868,371.641
AZ_APS_E,351872,370.946
AZ_APS_E,351876,361.86
AZ_APS_E,351880,378.95
AZ_APS_E,351884,301.631
AZ_APS_E,351888,265.701
AZ_APS_E,351892,368.658
AZ_APS_E,351896,371.98
AZ_APS_E,351900,358.332
AZ_APS_E,351904,372.492
AZ_APS_E,351908,297.428
AZ_APS_E,351912,262.337
AZ_APS_E,351916,361.262
AZ_APS_E,351920,362.295
AZ_APS_E,351924,348.305
AZ_APS_E,351928,374.197
AZ_APS_E,351932,307.903
AZ_APS_E,351936,276.508
AZ_APS_E,351940,374.271
AZ_APS_E,351944,352.147
AZ_APS_E,351948,334.528
AZ_APS_E,351952,353.48
AZ_APS_E,351956,300.454
AZ_APS_E,351960,267.01
AZ_APS_E,351964,340.121
AZ_APS_E,351968,347.144
AZ_APS_E,351972,329.035
AZ_APS_E,351976,331.35
AZ_APS_E,351980,284.232
AZ_APS_E,351984,246.92
AZ_APS_E,351988,329.529
AZ_APS_E,351992,336.782
AZ_APS_E,351996,271.997
AZ_APS_E,352000,289.718
AZ_APS_E,352004,277.674
AZ_APS_E,352008,251.754
AZ_APS_E,352012,342.781
AZ_APS_E,352016,329.347
AZ_APS_E,352020,277.85
AZ_APS_E,352024,316.351
AZ_APS_E,352028,294.286
AZ_APS_E,352032,270.915
AZ_APS_E,352036,353.348
AZ_APS_E,352040,331.497
AZ_APS_E,352044,279.81
AZ_APS_E,352048,304.93
AZ_APS_E,352052,304.078
AZ_APS_E,352056,280.498
AZ_APS_E,352060,357.591
AZ_APS_E,352064,334.962
AZ_APS_E,352068,273.16
AZ_APS_E,352072,306.019
AZ_APS_E,352076,302.316
AZ_APS_E,352080,277.451
AZ_APS_E,352084,369.542
AZ_APS_E,352088,348.493
AZ_APS_E,352092,315.648
AZ_APS_E,352096,319.463
AZ_APS_E,352100,304.934
AZ_APS_E,352104,284.42
AZ_APS_E,352108,360.508
AZ_APS_E,352112,343.164
AZ_APS_E,352116,302.111
AZ_APS_E,352120,320.609
AZ_APS_E,352124,302.468
AZ_APS_E,352128,271.638
AZ_APS_E,352132,344.63
AZ_APS_E,352136,349.284
AZ_APS_E,352140,295.784
AZ_APS_E,352144,298.818
AZ_APS_E,352148,284.17
AZ_APS_E,352152,246.593
AZ_APS_E,352156,333.716
AZ_APS_E,352160,341.269
AZ_APS_E,352164,299.444
AZ_APS_E,352168,285.967
AZ_APS_E,352172,275.632
AZ_APS_E,352176,251.867
AZ_APS_E,352180,341.588
AZ_APS_E,352184,331.97
AZ_APS_E,352188,289.682
AZ_APS_E,352192,317.293
AZ_APS_E,352196,298.63
AZ_APS_E,352200,271.252
AZ_APS_E,352204,352.71
AZ_APS_E,352208,335.616
AZ_APS_E,352212,278.858
AZ_APS_E,352216,312.265
AZ_APS_E,352220,299.263
AZ_APS_E,352224,274.439
AZ_APS_E,352228,358.74
AZ_APS_E,352232,342.876
AZ_APS_E,352236,284.814
AZ_APS_E,352240,317.258
AZ_APS_E,352244,300.002
AZ_APS_E,352248,271.362
AZ_APS_E,352252,360.983
AZ_APS_E,352256,350.135
AZ_APS_E,352260,299.078
AZ_APS_E,352264,330.14
AZ_APS_E,352268,300.806
AZ_APS_E,352272,274.151
AZ_APS_E,352276,360.177
AZ_APS_E,352280,343.436
AZ_APS_E,352284,295.911
AZ_APS_E,352288,321.454
AZ_APS_E,352292,307.891
AZ_APS_E,352296,274.96
AZ_APS_E,352300,360.58
AZ_APS_E,352304,357.884
AZ_APS_E,352308,295.824
AZ_APS_E,352312,334.087
AZ_APS_E,352316,335.513
AZ_APS_E,352320,308.638
AZ_APS_E,352324,384.916
AZ_APS_E,352328,385.628
AZ_APS_E,352332,312.933
AZ_APS_E,352336,323.81
AZ_APS_E,352340,298.172
AZ_APS_E,352344,255.562
AZ_APS_E,352348,368.963
AZ_APS_E,352352,366.626
AZ_APS_E,352356,326.272
AZ_APS_E,352360,348.715
AZ_APS_E,352364,302.731
AZ_APS_E,352368,263.613
AZ_APS_E,352372,367.182
AZ_APS_E,352376,362.701
AZ_APS_E,352380,328.789
AZ_APS_E,352384,336.278
AZ_APS_E,352388,294.018
AZ_APS_E,352392,260.8
AZ_APS_E,352396,353.538
AZ_APS_E,352400,338.894
AZ_APS_E,352404,291.326
AZ_APS_E,352408,307.505
AZ_APS_E,352412,293.951
AZ_APS_E,352416,266.661
AZ_APS_E,352420,350.666
AZ_APS_E,352424,339.421
AZ_APS_E,352428,295.671
AZ_APS_E,352432,324.618
AZ_APS_E,352436,303.439
AZ_APS_E,352440,271.52
AZ_APS_E,352444,356.424
AZ_APS_E,352448,344.844
AZ_APS_E,352452,295.423
AZ_APS_E,352456,316.031
AZ_APS_E,352460,303.264
AZ_APS_E,352464,270.083
AZ_APS_E,352468,342.566
AZ_APS_E,352472,341.894
AZ_APS_E,352476,298.021
AZ_APS_E,352480,292.421
AZ_APS_E,352484,286.103
AZ_APS_E,352488,246.864
AZ_APS_E,352492,335.416
AZ_APS_E,352496,344.308
AZ_APS_E,352500,298.345
AZ_APS_E,352504,301.202
AZ_APS_E,352508,296.701
AZ_APS_E,352512,271.158
AZ_APS_E,352516,369.049
AZ_APS_E,352520,355.905
AZ_APS_E,352524,302.222
AZ_APS_E,352528,323.6
AZ_APS_E,352532,298.168
AZ_APS_E,352536,263.021
AZ_APS_E,352540,359.155
AZ_APS_E,352544,347.863
AZ_APS_E,352548,308.013
AZ_APS_E,352552,314.626
AZ_APS_E,352556,297.433
AZ_APS_E,352560,278.2
AZ_APS_E,352564,370.059
AZ_APS_E,352568,368.354
AZ_APS_E,352572,318.542
AZ_APS_E,352576,333.343
AZ_APS_E,352580,295.872
AZ_APS_E,352584,262.745
AZ_APS_E,352588,352.788
AZ_APS_E,352592,347.356
AZ_APS_E,352596,295.753
AZ_APS_E,352600,314.347
AZ_APS_E,352604,299.061
AZ_APS_E,352608,275.24
AZ_APS_E,352612,349.893
AZ_APS_E,352616,336.641
AZ_APS_E,352620,282.03
AZ_APS_E,352624,303.363
AZ_APS_E,352628,301.27
AZ_APS_E,352632,275.026
AZ_APS_E,352636,340.359
AZ_APS_E,352640,335.233
AZ_APS_E,352644,267.085
AZ_APS_E,352648,277.505
AZ_APS_E,352652,288.052
AZ_APS_E,352656,264.88
AZ_APS_E,352660,336.975
AZ_APS_E,352664,330.918
AZ_APS_E,352668,258.422
AZ_APS_E,352672,255.113
AZ_APS_E,352676,276.872
AZ_APS_E,352680,257.843
AZ_APS_E,352684,344.279
AZ_APS_E,352688,328.613
AZ_APS_E,352692,264.248
AZ_APS_E,352696,298.589
AZ_APS_E,352700,303.612
AZ_APS_E,352704,280.229
AZ_APS_E,352708,356.272
AZ_APS_E,352712,333.916
AZ_APS_E,352716,265.467
AZ_APS_E,352720,302.8
AZ_APS_E,352724,304.191
AZ_APS_E,352728,276.968
AZ_APS_E,352732,355.403
AZ_APS_E,352736,335.155
AZ_APS_E,352740,274.803
AZ_APS_E,352744,303.996
AZ_APS_E,352748,303.238
AZ_APS_E,352752,271.383
AZ_APS_E,352756,352.291
AZ_APS_E,352760,333.244
AZ_APS_E,352764,270.992
AZ_APS_E,352768,296.027
AZ_APS_E,352772,297.273
AZ_APS_E,352776,269.689
AZ_APS_E,352780,350.112
AZ_APS_E,352784,333.046
AZ_APS_E,352788,270.878
AZ_APS_E,352792,291.428
AZ_APS_E,352796,300.285
AZ_APS_E,352800,267.842
AZ_APS_E,352804,338.289
AZ_APS_E,352808,335.273
AZ_APS_E,352812,261.867
AZ_APS_E,352816,266.184
AZ_APS_E,352820,274.799
AZ_APS_E,352824,243.59
AZ_APS_E,352828,327.834
AZ_APS_E,352832,330.215
AZ_APS_E,352836,263.076
AZ_APS_E,352840,252.154
AZ_APS_E,352844,269.444
AZ_APS_E,352848,253.797
AZ_APS_E,352852,344.93
AZ_APS_E,352856,328.154
AZ_APS_E,352860,264.426
AZ_APS_E,352864,288.962
AZ_APS_E,352868,310.657
AZ_APS_E,352872,298.89
AZ_APS_E,352876,371.906
AZ_APS_E,352880,342.825
AZ_APS_E,352884,276.884
AZ_APS_E,352888,288.221
AZ_APS_E,352892,309.715
AZ_APS_E,352896,285.941
AZ_APS_E,352900,363.713
AZ_APS_E,352904,343.906
AZ_APS_E,352908,270.226
AZ_APS_E,352912,293.863
AZ_APS_E,352916,292.464
AZ_APS_E,352920,271.611
AZ_APS_E,352924,352.932
AZ_APS_E,352928,335.674
AZ_APS_E,352932,278.498
AZ_APS_E,352936,290.847
AZ_APS_E,352940,292.421
AZ_APS_E,352944,269.509
AZ_APS_E,352948,350.413
AZ_APS_E,352952,334.181
AZ_APS_E,352956,275.2
AZ_APS_E,352960,288.795
AZ_APS_E,352964,298.632
AZ_APS_E,352968,281.272
AZ_APS_E,352972,345.291
AZ_APS_E,352976,334.617
AZ_APS_E,352980,259.79
AZ_APS_E,352984,259.579
AZ_APS_E,352988,286.745
AZ_APS_E,352992,278.536
AZ_APS_E,352996,347.27
AZ_APS_E,353000,335.257
AZ_APS_E,353004,260.569
AZ_APS_E,353008,249.038
AZ_APS_E,353012,287.819
AZ_APS_E,353016,283.904
AZ_APS_E,353020,360.549
AZ_APS_E,353024,334.594
AZ_APS_E,353028,267.515
AZ_APS_E,353032,284.203
AZ_APS_E,353036,297.959
AZ_APS_E,353040,279.276
AZ_APS_E,353044,356.238
AZ_APS_E,353048,333.18
AZ_APS_E,353052,273.845
AZ_APS_E,353056,280.76
AZ_APS_E,353060,300.781
AZ_APS_E,353064,295.329
AZ_APS_E,353068,364.268
AZ_APS_E,353072,334.917
AZ_APS_E,353076,265.826
AZ_APS_E,353080,281.286
AZ_APS_E,353084,317.383
AZ_APS_E,353088,326.165
AZ_APS_E,353092,380.688
AZ_APS_E,353096,342.203
AZ_APS_E,353100,268.049
AZ_APS_E,353104,287.247
AZ_APS_E,353108,347.311
AZ_APS_E,353112,356.772
AZ_APS_E,353116,397.745
AZ_APS_E,353120,359.0
AZ_APS_E,353124,277.745
AZ_APS_E,353128,298.773
AZ_APS_E,353132,344.098
AZ_APS_E,353136,329.512
AZ_APS_E,353140,364.007
AZ_APS_E,353144,344.019
AZ_APS_E,353148,257.124
AZ_APS_E,353152,264.659
AZ_APS_E,353156,299.285
AZ_APS_E,353160,286.339
AZ_APS_E,353164,353.427
AZ_APS_E,353168,342.489
AZ_APS_E,353172,255.427
AZ_APS_E,353176,250.318
AZ_APS_E,353180,291.399
AZ_APS_E,353184,289.076
AZ_APS_E,353188,362.742
AZ_APS_E,353192,335.219
AZ_APS_E,353196,265.361
AZ_APS_E,353200,288.501
AZ_APS_E,353204,319.477
AZ_APS_E,353208,313.938
AZ_APS_E,353212,377.034
AZ_APS_E,353216,342.826
AZ_APS_E,353220,271.847
AZ_APS_E,353224,290.394
AZ_APS_E,353228,313.636
AZ_APS_E,353232,313.955
AZ_APS_E,353236,375.368
AZ_APS_E,353240,341.455
AZ_APS_E,353244,272.255
AZ_APS_E,353248,284.922
AZ_APS_E,353252,318.321
AZ_APS_E,353256,326.93
AZ_APS_E,353260,381.362
AZ_APS_E,353264,343.941
AZ_APS_E,353268,273.176
AZ_APS_E,353272,292.651
AZ_APS_E,353276,332.657
AZ_APS_E,353280,350.293
AZ_APS_E,353284,396.432
AZ_APS_E,353288,352.671
AZ_APS_E,353292,280.886
AZ_APS_E,353296,293.926
AZ_APS_E,353300,345.914
AZ_APS_E,353304,336.771
AZ_APS_E,353308,380.444
AZ_APS_E,353312,355.929
AZ_APS_E,353316,274.132
AZ_APS_E,353320,272.79
AZ_APS_E,353324,322.591
AZ_APS_E,353328,324.383
AZ_APS_E,353332,363.192
AZ_APS_E,353336,346.942
AZ_APS_E,353340,257.183
AZ_APS_E,353344,248.039
AZ_APS_E,353348,282.391
AZ_APS_E,353352,270.785
AZ_APS_E,353356,349.368
AZ_APS_E,353360,333.482
AZ_APS_E,353364,275.415
AZ_APS_E,353368,282.585
AZ_APS_E,353372,305.914
AZ_APS_E,353376,301.224
AZ_APS_E,353380,368.861
AZ_APS_E,353384,340.094
AZ_APS_E,353388,274.319
AZ_APS_E,353392,281.99
AZ_APS_E,353396,313.481
AZ_APS_E,353400,321.315
AZ_APS_E,353404,380.504
AZ_APS_E,353408,346.395
AZ_APS_E,353412,273.533
AZ_APS_E,353416,291.468
AZ_APS_E,353420,328.253
AZ_APS_E,353424,340.218
AZ_APS_E,353428,385.608
AZ_APS_E,353432,350.123
AZ_APS_E,353436,274.462
AZ_APS_E,353440,291.038
AZ_APS_E,353444,315.836
AZ_APS_E,353448,288.47
AZ_APS_E,353452,354.85
AZ_APS_E,353456,339.446
AZ_APS_E,353460,271.887
AZ_APS_E,353464,281.449
AZ_APS_E,353468,297.54
AZ_APS_E,353472,279.188
AZ_APS_E,353476,345.825
AZ_APS_E,353480,341.199
AZ_APS_E,353484,261.341
AZ_APS_E,353488,259.65
AZ_APS_E,353492,308.952
AZ_APS_E,353496,315.336
AZ_APS_E,353500,373.599
AZ_APS_E,353504,355.125
AZ_APS_E,353508,263.18
AZ_APS_E,353512,260.871
AZ_APS_E,353516,344.645
AZ_APS_E,353520,374.807
AZ_APS_E,353524,417.617
AZ_APS_E,353528,368.708
AZ_APS_E,353532,281.222
AZ_APS_E,353536,314.872
AZ_APS_E,353540,401.271
AZ_APS_E,353544,428.011
AZ_APS_E,353548,450.786
AZ_APS_E,353552,381.322
AZ_APS_E,353556,287.699
AZ_APS_E,353560,316.037
AZ_APS_E,353564,395.961
AZ_APS_E,353568,417.248
AZ_APS_E,353572,444.908
AZ_APS_E,353576,381.909
AZ_APS_E,353580,289.329
AZ_APS_E,353584,307.143
AZ_APS_E,353588,375.611
AZ_APS_E,353592,386.928
AZ_APS_E,353596,426.357
AZ_APS_E,353600,368.104
AZ_APS_E,353604,282.791
AZ_APS_E,353608,305.749
AZ_APS_E,353612,364.142
AZ_APS_E,353616,385.38
AZ_APS_E,353620,415.752
AZ_APS_E,353624,367.472
AZ_APS_E,353628,284.025
AZ_APS_E,353632,308.132
AZ_APS_E,353636,356.175
AZ_APS_E,353640,359.241
AZ_APS_E,353644,398.934
AZ_APS_E,353648,366.189
AZ_APS_E,353652,274.977
AZ_APS_E,353656,279.618
AZ_APS_E,353660,356.889
AZ_APS_E,353664,369.368
AZ_APS_E,353668,402.562
AZ_APS_E,353672,367.206
AZ_APS_E,353676,272.121
AZ_APS_E,353680,264.852
AZ_APS_E,353684,353.278
AZ_APS_E,353688,383.821
AZ_APS_E,353692,427.218
AZ_APS_E,353696,372.047
AZ_APS_E,353700,285.423
AZ_APS_E,353704,316.259
AZ_APS_E,353708,391.19
AZ_APS_E,353712,417.236
AZ_APS_E,353716,442.24
AZ_APS_E,353720,382.456
AZ_APS_E,353724,287.703
AZ_APS_E,353728,310.663
AZ_APS_E,353732,386.092
AZ_APS_E,353736,420.643
AZ_APS_E,353740,450.026
AZ_APS_E,353744,386.262
AZ_APS_E,353748,295.249
AZ_APS_E,353752,318.23
AZ_APS_E,353756,403.143
AZ_APS_E,353760,444.057
AZ_APS_E,353764,460.751
AZ_APS_E,353768,390.699
AZ_APS_E,353772,298.59
AZ_APS_E,353776,330.194
AZ_APS_E,353780,435.519
AZ_APS_E,353784,469.048
AZ_APS_E,353788,473.05
AZ_APS_E,353792,393.178
AZ_APS_E,353796,296.749
AZ_APS_E,353800,333.374
AZ_APS_E,353804,436.838
AZ_APS_E,353808,467.904
AZ_APS_E,353812,465.413
AZ_APS_E,353816,406.544
AZ_APS_E,353820,293.878
AZ_APS_E,353824,309.493
AZ_APS_E,353828,429.236
AZ_APS_E,353832,460.822
AZ_APS_E,353836,468.498
AZ_APS_E,353840,406.184
AZ_APS_E,353844,288.296
AZ_APS_E,353848,299.162
AZ_APS_E,353852,427.553
AZ_APS_E,353856,471.99
AZ_APS_E,353860,478.715
AZ_APS_E,353864,400.546
AZ_APS_E,353868,305.026
AZ_APS_E,353872,339.988
AZ_APS_E,353876,450.069
AZ_APS_E,353880,465.808
AZ_APS_E,353884,478.791
AZ_APS_E,353888,404.048
AZ_APS_E,353892,309.44
AZ_APS_E,353896,338.032
AZ_APS_E,353900,452.375
AZ_APS_E,353904,479.489
AZ_APS_E,353908,473.087
AZ_APS_E,353912,414.857
AZ_APS_E,353916,318.714
AZ_APS_E,353920,367.534
AZ_APS_E,353924,481.965
AZ_APS_E,353928,518.829
AZ_APS_E,353932,522.287
AZ_APS_E,353936,429.689
AZ_APS_E,353940,324.253
AZ_APS_E,353944,371.495
AZ_APS_E,353948,481.484
AZ_APS_E,353952,525.806
AZ_APS_E,353956,522.624
AZ_APS_E,353960,431.794
AZ_APS_E,353964,327.051
AZ_APS_E,353968,372.449
AZ_APS_E,353972,485.991
AZ_APS_E,353976,523.099
AZ_APS_E,353980,509.96
AZ_APS_E,353984,435.327
AZ_APS_E,353988,315.265
AZ_APS_E,353992,342.968
AZ_APS_E,353996,474.643
AZ_APS_E,354000,505.348
AZ_APS_E,354004,500.376
AZ_APS_E,354008,426.982
AZ_APS_E,354012,311.24
AZ_APS_E,354016,327.448
AZ_APS_E,354020,463.846
AZ_APS_E,354024,496.758
AZ_APS_E,354028,497.045
AZ_APS_E,354032,413.875
AZ_APS_E,354036,314.775
AZ_APS_E,354040,337.359
AZ_APS_E,354044,357.272
AZ_APS_E,354048,360.573
AZ_APS_E,354052,409.696
AZ_APS_E,354056,368.166
AZ_APS_E,354060,286.808
AZ_APS_E,354064,306.329
AZ_APS_E,354068,377.809
AZ_APS_E,354072,422.092
AZ_APS_E,354076,455.239
AZ_APS_E,354080,385.3
AZ_APS_E,354084,293.122
AZ_APS_E,354088,329.052
AZ_APS_E,354092,441.382
AZ_APS_E,354096,508.938
AZ_APS_E,354100,503.366
AZ_APS_E,354104,420.85
AZ_APS_E,354108,312.338
AZ_APS_E,354112,357.858
AZ_APS_E,354116,480.69
AZ_APS_E,354120,520.635
AZ_APS_E,354124,508.438
AZ_APS_E,354128,425.776
AZ_APS_E,354132,319.044
AZ_APS_E,354136,361.879
