GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
155580,2006,0.0,0.0,.
155581,2006,0.0,0.0,.
155582,2006,0.0,0.0,.
155583,2007,0.0,0.0,.
155584,2005,0.0,0.0,.
155585,2007,0.0,0.0,.
155586,2007,0.0,0.0,.
155587,2006,0.0,0.0,.
155588,2009,0.0,0.0,.
155589,2011,0.0,0.0,.
155590,2011,0.0,0.0,.
155591,2011,0.0,0.0,.
155592,2011,0.0,0.0,.
155593,2011,0.0,0.0,.
155594,2011,0.0,0.0,.
155595,2011,0.0,0.0,.
155596,2011,0.0,0.0,.
155597,2007,0.0,0.0,.
155598,2006,0.0,0.0,.
155599,2007,0.0,0.0,.
155600,2007,0.0,0.0,.
155601,2007,0.0,0.0,.
155601,2008,0.0,0.0,.
155602,2013,0.0,0.0,.
155603,2007,0.0,0.0,.
155603,2008,0.0,0.0,.
155604,2010,0.0,0.0,.
155605,2012,0.0,0.0,.
155606,2016,0.0,0.0,0.0
155607,2007,0.0,0.0,.
155608,2007,0.0,0.0,.
155609,2007,0.0,0.0,.
155610,2016,0.0,0.0,0.0
155611,2007,0.0,0.0,.
155612,2009,0.0,0.0,.
155613,2007,0.0,0.0,.
155614,2008,0.0,0.0,.
155615,2007,0.0,0.0,.
155615,2009,0.0,0.0,.
155615,2010,0.0,0.0,.
155616,2007,0.0,0.0,.
155617,2007,0.0,0.0,.
155618,2006,0.0,0.0,.
155619,2004,0.0,0.0,.
155620,2005,0.0,0.0,.
155621,2007,0.0,0.0,.
155622,2004,0.0,0.0,.
155623,2008,0.0,0.0,.
155624,2008,0.0,0.0,.
155625,2010,0.0,0.0,.
155626,2007,0.0,0.0,.
155627,2008,0.0,0.0,.
155628,2006,0.0,0.0,.
155629,2007,0.0,0.0,.
155630,2007,0.0,0.0,.
155631,2008,0.0,0.0,.
155632,1984,0.0,0.0,.
155633,2006,0.0,0.0,.
155634,2010,0.0,0.0,.
155635,2011,0.0,0.0,.
155636,2007,0.0,0.0,.
155637,2007,0.0,0.0,.
155638,2008,0.0,0.0,.
155639,2007,0.0,0.0,.
155640,2008,0.0,0.0,.
155641,2008,0.0,0.0,.
155642,2009,0.0,0.0,.
155643,2010,0.0,0.0,.
155644,2008,0.0,0.0,.
155645,1982,0.0,0.0,.
155646,1985,0.0,0.0,.
155647,1983,0.0,0.0,.
155648,1985,0.0,0.0,.
155649,1987,0.0,0.0,.
155650,2009,0.0,0.0,.
155651,2008,0.0,0.0,.
155652,2008,0.0,0.0,.
155653,2008,0.0,0.0,.
155654,2008,0.0,0.0,.
155655,2008,0.0,0.0,.
155656,2010,0.0,0.0,.
155657,2007,0.0,0.0,.
155658,2009,0.0,0.0,.
155659,2009,0.0,0.0,.
155660,2008,0.0,0.0,.
155661,2009,0.0,0.0,.
155662,2013,0.0,0.0,.
155663,2007,0.0,0.0,.
155664,2008,0.0,0.0,.
155665,2008,0.0,0.0,.
155666,2009,0.0,0.0,.
155667,2008,0.0,0.0,.
155667,2009,0.0,0.0,.
155668,2009,0.0,0.0,.
155669,2008,0.0,0.0,.
155670,2009,0.0,0.0,.
155671,2009,0.0,0.0,.
155672,2008,0.0,0.0,.
155673,2010,0.0,0.0,.
155674,2008,0.0,0.0,.
155675,2009,0.0,0.0,.
155676,2008,0.0,0.0,.
155677,2014,0.0,0.0,.
155678,2008,0.0,0.0,.
155679,2009,0.0,0.0,.
155680,2010,0.0,0.0,.
155681,1986,0.0,0.0,.
155682,2011,0.0,0.0,.
155683,2008,0.0,0.0,.
155684,2010,0.0,0.0,.
155685,2013,0.0,0.0,.
155685,2014,0.0,0.0,.
155686,2009,0.0,0.0,.
155687,2009,0.0,0.0,.
155688,2009,0.0,0.0,.
155689,2009,0.0,0.0,.
155690,2009,0.0,0.0,.
155691,2009,0.0,0.0,.
155692,2008,0.0,0.0,.
155693,2009,0.0,0.0,.
155694,2011,0.0,0.0,.
155695,2009,0.0,0.0,.
155696,2008,0.0,0.0,.
155697,2009,0.0,0.0,.
155698,2009,0.0,0.0,.
155699,2009,0.0,0.0,.
155700,2009,0.0,0.0,.
155701,2009,0.0,0.0,.
155702,2009,0.0,0.0,.
155703,2009,0.0,0.0,.
155704,2009,0.0,0.0,.
155705,2009,0.0,0.0,.
155706,2009,0.0,0.0,.
155707,2009,0.0,0.0,.
155708,2010,0.0,0.0,.
155709,2012,0.0,0.0,.
155710,2012,0.0,0.0,.
155710,2016,0.0,0.0,.
155711,2010,0.0,0.0,.
155712,2007,0.0,0.0,.
155713,2008,0.0,0.0,.
155714,2007,0.0,0.0,.
155715,2008,0.0,0.0,.
155716,2009,0.0,0.0,.
155717,2007,0.0,0.0,.
155718,2008,0.0,0.0,.
155719,2006,0.0,0.0,.
155720,2009,0.0,0.0,.
155721,2009,0.0,0.0,.
155721,2014,0.0,0.0,.
155722,2010,0.0,0.0,.
155723,2011,0.0,0.0,.
155724,2012,0.0,0.0,.
155725,2009,0.0,0.0,.
155726,2009,0.0,0.0,.
155727,2009,0.0,0.0,.
155730,2008,0.0,0.0,.
155731,2009,0.0,0.0,.
155732,2013,0.0,0.0,.
155733,2013,0.0,0.0,.
155734,2013,0.0,0.0,.
155735,2009,0.0,0.0,.
155736,2009,0.0,0.0,.
155737,2009,0.0,0.0,.
155738,2009,0.0,0.0,.
155739,2010,0.0,0.0,.
155740,2009,0.0,0.0,.
155741,2009,0.0,0.0,.
155742,2008,0.0,0.0,.
155743,2010,0.0,0.0,.
155744,2006,0.0,0.0,.
155744,2010,0.0,0.0,.
155745,2006,0.0,0.0,.
155745,2010,0.0,0.0,.
155746,2011,0.0,0.0,.
155747,2007,0.0,0.0,.
155748,2010,0.0,0.0,.
155749,2010,0.0,0.0,.
155750,2010,0.0,0.0,.
155751,2009,0.0,0.0,.
155751,2013,0.0,0.0,.
155752,2009,0.0,0.0,.
155753,2010,0.0,0.0,.
155754,2010,0.0,0.0,.
155755,2009,0.0,0.0,.
155756,2009,0.0,0.0,.
155757,2009,0.0,0.0,.
155758,2010,0.0,0.0,.
155759,2012,0.0,0.0,.
155760,2012,0.0,0.0,.
155760,2013,0.0,0.0,.
155761,2010,0.0,0.0,.
155762,2012,0.0,0.0,.
155763,2012,0.0,0.0,.
155764,2010,0.0,0.0,.
155765,2010,0.0,0.0,.
155766,2011,0.0,0.0,.
155767,2010,0.0,0.0,.
155768,2009,0.0,0.0,.
155769,2011,0.0,0.0,.
155770,2012,0.0,0.0,.
155771,2011,0.0,0.0,.
155772,2012,0.0,0.0,.
155773,2011,0.0,0.0,.
155774,2011,0.0,0.0,.
155775,2013,0.0,0.0,.
155776,2015,0.0,0.0,.
155777,2011,0.0,0.0,.
155778,2015,0.0,0.0,.
155779,2013,0.0,0.0,.
155780,2015,0.0,0.0,.
155781,2015,0.0,0.0,.
155782,2012,0.0,0.0,.
155783,2013,0.0,0.0,.
155784,2011,0.0,0.0,.
155785,2010,0.0,0.0,.
155786,2010,0.0,0.0,.
155787,2015,0.0,0.0,.
155788,2015,0.0,0.0,.
155789,2015,0.0,0.0,.
155790,2010,0.0,0.0,.
155791,1999,0.0,0.0,.
155791,2003,0.0,0.0,.
155792,2013,0.0,0.0,.
155793,2015,0.0,0.0,.
155794,2011,0.0,0.0,.
155795,2009,0.0,0.0,.
155796,2011,0.0,0.0,.
155797,2011,0.0,0.0,.
155798,2011,0.0,0.0,.
155799,2011,0.0,0.0,.
155800,2013,0.0,0.0,.
155801,2009,0.0,0.0,.
155802,2010,0.0,0.0,.
155803,1994,0.0,0.0,.
155804,2009,0.0,0.0,.
155805,2012,0.0,0.0,.
155806,2013,0.0,0.0,.
155807,2017,0.0,0.0,.
155808,2010,0.0,0.0,.
155809,2011,0.0,0.0,.
155810,2013,0.0,0.0,.
155811,2005,0.0,0.0,.
155812,2010,0.0,0.0,.
155813,2011,0.0,0.0,.
155814,2011,0.0,0.0,.
155815,2011,0.0,0.0,.
155816,2011,0.0,0.0,.
155817,2011,0.0,0.0,.
155818,2010,0.0,0.0,.
155819,2014,0.0,0.0,.
155820,2011,0.0,0.0,.
155821,2011,0.0,0.0,.
155822,2018,0.0,0.0,.
155823,2009,0.0,0.0,.
155824,2008,0.0,0.0,.
155825,2011,0.0,0.0,.
155826,2009,0.0,0.0,.
155827,2013,0.0,0.0,.
155828,2010,0.0,0.0,.
155829,2011,0.0,0.0,.
155830,2011,0.0,0.0,.
155831,2011,0.0,0.0,.
155832,1987,0.0,0.0,.
155833,2012,0.0,0.0,.
155834,2011,0.0,0.0,.
155835,2011,0.0,0.0,.
155836,2012,0.0,0.0,.
155836,2014,0.0,0.0,.
155837,2010,0.0,0.0,.
155838,2010,0.0,0.0,.
155839,2014,0.0,0.0,.
155840,2010,0.0,0.0,.
155841,2010,0.0,0.0,.
155842,2009,0.0,0.0,.
155843,2013,0.0,0.0,.
155843,2014,0.0,0.0,.
155844,2012,0.0,0.0,.
155845,2010,0.0,0.0,.
155847,2012,0.0,0.0,.
155848,2012,0.0,0.0,.
155849,2012,0.0,0.0,.
155850,2012,0.0,0.0,.
155851,2012,0.0,0.0,.
155852,2010,0.0,0.0,.
155853,2012,0.0,0.0,.
155853,2013,0.0,0.0,.
155854,2012,0.0,0.0,.
155855,2012,0.0,0.0,.
155856,2012,0.0,0.0,.
155857,2012,0.0,0.0,.
155857,2015,0.0,0.0,.
155858,2012,0.0,0.0,.
155859,2013,0.0,0.0,.
155860,2012,0.0,0.0,.
155861,2011,0.0,0.0,.
155862,2012,0.0,0.0,.
155864,2012,0.0,0.0,.
155865,2013,0.0,0.0,.
155866,2012,0.0,0.0,.
155867,2012,0.0,0.0,.
155868,2013,0.0,0.0,.
155869,2016,0.0,0.0,.
155870,2006,0.0,0.0,.
155871,2011,0.0,0.0,.
155872,2011,0.0,0.0,.
155873,2011,0.0,0.0,.
155874,2010,0.0,0.0,.
155875,2010,0.0,0.0,.
155876,2007,0.0,0.0,.
155877,2012,0.0,0.0,.
155878,2013,0.0,0.0,.
155879,2012,0.0,0.0,.
155880,2012,0.0,0.0,.
155881,2012,0.0,0.0,.
155882,2010,0.0,0.0,.
155883,2012,0.0,0.0,.
155884,2012,0.0,0.0,.
155885,2015,0.0,0.0,.
155886,2015,0.0,0.0,.
155888,2012,0.0,0.0,.
155889,2012,0.0,0.0,.
155890,1983,0.0,0.0,.
155891,2011,0.0,0.0,.
155892,2016,0.0,0.0,.
155893,2011,0.0,0.0,.
155894,1997,0.0,0.0,.
155895,2010,0.0,0.0,.
155896,2012,0.0,0.0,.
155897,2011,0.0,0.0,.
155898,2011,0.0,0.0,.
155899,2011,0.0,0.0,.
155899,2012,0.0,0.0,.
155900,2012,0.0,0.0,.
155901,2015,0.0,0.0,.
155901,2018,0.0,0.0,.
155902,2011,0.0,0.0,.
155903,2011,0.0,0.0,.
155903,2013,0.0,0.0,.
155904,1995,0.0,0.0,.
155905,2011,0.0,0.0,.
155905,2013,0.0,0.0,.
155906,2011,0.0,0.0,.
155907,2011,0.0,0.0,.
155908,2010,0.0,0.0,.
155909,2008,0.0,0.0,.
155909,2009,0.0,0.0,.
155910,2008,0.0,0.0,.
155911,2011,0.0,0.0,.
155912,2015,0.0,0.0,0.0
155913,2001,0.0,0.0,.
155914,1986,0.0,0.0,.
155915,2011,0.0,0.0,.
155916,2011,0.0,0.0,.
155917,2010,0.0,0.0,.
155918,2015,0.0,0.0,.
155919,2011,0.0,0.0,.
155920,2010,0.0,0.0,.
155921,2010,0.0,0.0,.
155922,2011,0.0,0.0,.
155923,2014,0.0,0.0,.
155924,2014,0.0,0.0,.
155925,2011,0.0,0.0,.
155926,2010,0.0,0.0,.
155927,2010,0.0,0.0,.
155928,2011,0.0,0.0,.
155929,2013,0.0,0.0,.
155930,2011,0.0,0.0,.
155931,2011,0.0,0.0,.
155932,2011,0.0,0.0,.
155933,2010,0.0,0.0,.
155935,2013,0.0,0.0,.
155936,2010,0.0,0.0,.
155937,2009,0.0,0.0,.
155938,2009,0.0,0.0,.
155939,2010,0.0,0.0,.
155940,2011,0.0,0.0,.
155941,2009,0.0,0.0,.
155942,2010,0.0,0.0,.
155942,2011,0.0,0.0,.
155943,2008,0.0,0.0,.
155943,2009,0.0,0.0,.
155943,2010,0.0,0.0,.
155943,2011,0.0,0.0,.
155943,2012,0.0,0.0,.
155943,2013,0.0,0.0,.
155944,2013,0.0,0.0,.
155944,2014,0.0,0.0,.
155945,2011,0.0,0.0,.
155946,2009,0.0,0.0,.
155947,2010,0.0,0.0,.
155948,2011,0.0,0.0,.
155949,2012,0.0,0.0,.
155950,2004,0.0,0.0,.
155951,2014,0.0,0.0,.
155952,2014,0.0,0.0,.
155953,2011,0.0,0.0,.
155953,2012,0.0,0.0,.
155954,2012,0.0,0.0,.
155955,2002,0.0,0.0,.
155956,2001,0.0,0.0,.
155957,2012,0.0,0.0,.
155958,2012,0.0,0.0,.
155959,2012,0.0,0.0,.
155961,2011,0.0,0.0,.
155962,2011,0.0,0.0,.
155963,2011,0.0,0.0,.
155964,2011,0.0,0.0,.
155965,2011,0.0,0.0,.
155966,2012,0.0,0.0,.
155967,2012,0.0,0.0,.
155968,2011,0.0,0.0,.
155969,2011,0.0,0.0,.
155970,2010,0.0,0.0,.
155971,2012,0.0,0.0,.
155972,2011,0.0,0.0,.
155973,2011,0.0,0.0,.
155974,2011,0.0,0.0,.
155975,2012,0.0,0.0,.
155976,2011,0.0,0.0,.
155976,2015,0.0,0.0,.
155977,2011,0.0,0.0,.
155979,2013,0.0,0.0,.
155980,2009,0.0,0.0,.
155981,2012,0.0,0.0,.
155982,2011,0.0,0.0,.
155983,2011,0.0,0.0,.
155984,2012,0.0,0.0,.
155985,2012,0.0,0.0,.
155986,2012,0.0,0.0,.
155987,2012,0.0,0.0,.
155988,2012,0.0,0.0,.
155989,2012,0.0,0.0,.
155990,2012,0.0,0.0,.
155991,2012,0.0,0.0,.
155992,2012,0.0,0.0,.
155993,2011,0.0,0.0,.
155994,2011,0.0,0.0,.
155995,2011,0.0,0.0,.
155997,2011,0.0,0.0,.
155998,2012,0.0,0.0,.
155999,2012,0.0,0.0,.
156000,2011,0.0,0.0,.
156001,2012,0.0,0.0,.
156006,2012,0.0,0.0,.
156007,2012,0.0,0.0,.
156008,2012,0.0,0.0,.
156009,2012,0.0,0.0,.
156010,2012,0.0,0.0,.
156011,2012,0.0,0.0,.
156012,2011,0.0,0.0,.
156013,2010,0.0,0.0,.
156014,2012,0.0,0.0,.
156015,2012,0.0,0.0,.
156016,2012,0.0,0.0,.
156017,2012,0.0,0.0,.
156018,2012,0.0,0.0,.
156019,2012,0.0,0.0,.
156020,2011,0.0,0.0,.
156021,2011,0.0,0.0,.
156022,2012,0.0,0.0,.
156023,2012,0.0,0.0,.
156024,1993,0.0,0.0,.
156025,2008,0.0,0.0,.
156026,2016,0.0,0.0,.
156027,2012,0.0,0.0,.
156028,2007,0.0,0.0,.
156029,2010,0.0,0.0,.
156030,2012,0.0,0.0,.
156031,2009,0.0,0.0,.
156032,2012,0.0,0.0,.
156033,2012,0.0,0.0,.
156034,2012,0.0,0.0,.
156035,2013,0.0,0.0,.
156036,2013,0.0,0.0,.
156037,2009,0.0,0.0,.
156038,1999,0.0,0.0,.
156038,2001,0.0,0.0,.
156039,2004,0.0,0.0,.
156039,2006,0.0,0.0,.
156039,2007,0.0,0.0,.
156040,2015,0.0,0.0,.
156041,2013,0.0,0.0,.
156042,2012,0.0,0.0,.
156043,2012,0.0,0.0,.
156044,2011,0.0,0.0,.
156045,2017,0.0,0.0,.
156046,1953,0.0,0.0,.
156046,1964,0.0,0.0,.
156046,1972,0.0,0.0,.
156046,1975,0.0,0.0,.
156047,1948,0.0,0.0,.
156048,2011,0.0,0.0,.
156049,2012,0.0,0.0,.
156050,2011,0.0,0.0,.
156051,2011,0.0,0.0,.
156052,2014,0.0,0.0,.
156053,2012,0.0,0.0,.
156054,2012,0.0,0.0,.
156055,2012,0.0,0.0,.
156056,2007,0.0,0.0,.
156057,2011,0.0,0.0,.
156058,2002,0.0,0.0,.
156059,2010,0.0,0.0,.
156060,2012,0.0,0.0,.
156061,2012,0.0,0.0,.
156062,2010,0.0,0.0,.
156063,2012,0.0,0.0,.
156064,2012,0.0,0.0,.
156065,2004,0.0,0.0,.
156065,2012,0.0,0.0,.
156066,2013,0.0,0.0,.
156066,2014,0.0,0.0,.
156067,2012,0.0,0.0,.
156068,2013,0.0,0.0,.
156069,2012,0.0,0.0,.
156070,2012,0.0,0.0,.
156071,2012,0.0,0.0,.
156072,2012,0.0,0.0,.
156073,2012,0.0,0.0,.
156074,2012,0.0,0.0,.
156074,2015,0.0,0.0,.
156075,2012,0.0,0.0,.
156076,2012,0.0,0.0,.
156077,2011,0.0,0.0,.
156078,2012,0.0,0.0,.
156079,2011,0.0,0.0,.
156080,2012,0.0,0.0,.
156081,2012,0.0,0.0,.
156082,1983,0.0,0.0,.
156082,1992,0.0,0.0,.
156082,2000,0.0,0.0,.
156083,2002,0.0,0.0,.
156084,2007,0.0,0.0,.
156085,2015,0.0,0.0,.
156086,2012,0.0,0.0,.
156087,2012,0.0,0.0,.
156088,2012,0.0,0.0,.
156089,2011,0.0,0.0,.
156090,1947,0.0,0.0,.
156091,1999,0.0,0.0,.
156091,2000,0.0,0.0,.
156092,2010,0.0,0.0,.
156093,2017,0.0,0.0,.
156094,2002,0.0,0.0,.
156095,2012,0.0,0.0,.
156096,2012,0.0,0.0,.
156097,2012,0.0,0.0,.
156098,2012,0.0,0.0,.
156099,2012,0.0,0.0,.
156100,2007,0.0,0.0,.
156101,2012,0.0,0.0,.
156102,2012,0.0,0.0,.
156103,2012,0.0,0.0,.
156103,2018,0.0,0.0,.
156104,2012,0.0,0.0,.
156105,2010,0.0,0.0,.
156106,2013,0.0,0.0,.
156107,2013,0.0,0.0,.
156108,2012,0.0,0.0,.
156109,2012,0.0,0.0,.
156111,2012,0.0,0.0,.
156112,2012,0.0,0.0,.
156114,2004,0.0,0.0,.
156115,2012,0.0,0.0,.
156116,2011,0.0,0.0,.
156117,2013,0.0,0.0,.
156118,2013,0.0,0.0,.
156119,2012,0.0,0.0,.
156120,2012,0.0,0.0,.
156121,2012,0.0,0.0,.
156122,2010,0.0,0.0,.
156123,2012,0.0,0.0,.
156123,2016,0.0,0.0,.
156124,2012,0.0,0.0,.
156125,2012,0.0,0.0,.
156126,1972,0.0,0.0,.
156127,1996,0.0,0.0,.
156128,2006,0.0,0.0,.
156129,2013,0.0,0.0,.
156130,2013,0.0,0.0,.
156131,2013,0.0,0.0,.
156132,2012,0.0,0.0,.
156133,1993,0.0,0.0,.
156134,2013,0.0,0.0,.
156135,2012,0.0,0.0,.
156136,2006,0.0,0.0,.
156137,2013,0.0,0.0,.
156138,2013,0.0,0.0,.
156139,2012,0.0,0.0,.
156140,2012,0.0,0.0,.
156141,2013,0.0,0.0,.
156142,2012,0.0,0.0,.
156143,2012,0.0,0.0,.
156144,2013,0.0,0.0,.
156145,2014,0.0,0.0,.
156146,2013,0.0,0.0,.
156147,2012,0.0,0.0,.
156148,2015,0.0,0.0,.
156149,2012,0.0,0.0,.
156150,2013,0.0,0.0,.
156151,2014,0.0,0.0,.
156151,2015,0.0,0.0,.
156152,2015,0.0,0.0,.
156153,2015,0.0,0.0,.
156154,2015,0.0,0.0,.
156155,2012,0.0,0.0,.
156156,2013,0.0,0.0,.
156165,2013,0.0,0.0,.
156166,2014,0.0,0.0,.
156167,2014,0.0,0.0,.
156168,2014,0.0,0.0,.
156169,2014,0.0,0.0,.
156170,2013,0.0,0.0,.
156171,2017,0.0,0.0,.
156172,2013,0.0,0.0,.
156173,2009,0.0,0.0,.
156174,2013,0.0,0.0,.
156175,2013,0.0,0.0,.
156176,2013,0.0,0.0,.
156177,2013,0.0,0.0,.
156178,2013,0.0,0.0,.
156179,2013,0.0,0.0,.
156180,2013,0.0,0.0,.
156181,2013,0.0,0.0,.
156182,2013,0.0,0.0,.
156183,2013,0.0,0.0,.
156184,2012,0.0,0.0,.
156185,2013,0.0,0.0,.
156186,2013,0.0,0.0,.
156187,2014,0.0,0.0,.
156187,2015,0.0,0.0,.
156188,2014,0.0,0.0,.
156188,2015,0.0,0.0,.
156189,2013,0.0,0.0,.
156190,2014,0.0,0.0,.
156191,2014,0.0,0.0,.
156192,2013,0.0,0.0,.
156193,2014,0.0,0.0,.
156194,2014,0.0,0.0,.
156195,2015,0.0,0.0,.
156196,2015,0.0,0.0,.
156197,2003,0.0,0.0,.
156197,2005,0.0,0.0,.
156198,2014,0.0,0.0,.
156199,2013,0.0,0.0,.
156199,2014,0.0,0.0,.
156200,2012,0.0,0.0,.
156200,2013,0.0,0.0,.
156201,2014,0.0,0.0,.
156202,2014,0.0,0.0,.
156203,2014,0.0,0.0,.
156205,2012,0.0,0.0,.
156206,2013,0.0,0.0,.
156207,2013,0.0,0.0,.
156208,2013,0.0,0.0,.
156209,2013,0.0,0.0,.
156210,2014,0.0,0.0,.
156211,2013,0.0,0.0,.
156212,2013,0.0,0.0,.
156213,2013,0.0,0.0,.
156214,2013,0.0,0.0,.
156215,2015,0.0,0.0,.
156216,2015,0.0,0.0,.
156216,2016,0.0,0.0,.
156217,2013,0.0,0.0,.
156218,2012,0.0,0.0,.
156219,2013,0.0,0.0,.
156220,2013,0.0,0.0,.
156221,2008,0.0,0.0,.
156222,2012,0.0,0.0,.
156223,2012,0.0,0.0,.
156224,2013,0.0,0.0,.
156225,2014,0.0,0.0,.
156226,2014,0.0,0.0,.
156227,2013,0.0,0.0,.
156228,2013,0.0,0.0,.
156229,2014,0.0,0.0,.
156230,2016,0.0,0.0,.
156231,2012,0.0,0.0,.
156232,2014,0.0,0.0,.
156233,2014,0.0,0.0,.
156234,2014,0.0,0.0,.
156235,2012,0.0,0.0,.
156236,2013,0.0,0.0,.
156237,2012,0.0,0.0,.
156238,2012,0.0,0.0,.
156239,2013,0.0,0.0,.
156240,2013,0.0,0.0,.
156241,2011,0.0,0.0,.
156242,2013,0.0,0.0,.
156243,2014,0.0,0.0,.
156244,2010,0.0,0.0,.
156245,2011,0.0,0.0,.
156246,2014,0.0,0.0,.
156247,2014,0.0,0.0,.
156248,2012,0.0,0.0,.
156249,2013,0.0,0.0,.
156250,2013,0.0,0.0,.
156250,2014,0.0,0.0,.
156251,2011,0.0,0.0,.
156252,2014,0.0,0.0,.
156253,2014,0.0,0.0,.
156254,2012,0.0,0.0,.
156255,2013,0.0,0.0,.
156256,2003,0.0,0.0,.
156257,2015,0.0,0.0,.
156257,2016,0.0,0.0,.
156258,2013,0.0,0.0,.
156259,2014,0.0,0.0,.
156260,2013,0.0,0.0,.
156261,2011,0.0,0.0,.
156262,2013,0.0,0.0,.
156263,2013,0.0,0.0,.
156264,2013,0.0,0.0,.
156265,2017,0.0,0.0,0.0
156266,2016,0.0,0.0,.
156267,2007,0.0,0.0,.
156268,2013,0.0,0.0,.
156269,2013,0.0,0.0,.
156270,2014,0.0,0.0,.
156271,2014,0.0,0.0,.
156272,2010,0.0,0.0,.
156273,2010,0.0,0.0,.
156274,2008,0.0,0.0,.
156275,2015,0.0,0.0,.
156276,2015,0.0,0.0,.
156277,2015,0.0,0.0,.
156278,2015,0.0,0.0,.
156279,2015,0.0,0.0,.
156280,2015,0.0,0.0,.
156281,2015,0.0,0.0,.
156282,2003,0.0,0.0,.
156283,2013,0.0,0.0,.
156284,2013,0.0,0.0,.
156285,2013,0.0,0.0,.
156286,2013,0.0,0.0,.
156287,2014,0.0,0.0,.
156288,2007,0.0,0.0,.
156289,2013,0.0,0.0,.
156290,2012,0.0,0.0,.
156292,2016,0.0,0.0,.
156292,2017,0.0,0.0,.
156293,2014,0.0,0.0,.
156294,2016,0.0,0.0,.
156295,2013,0.0,0.0,.
156295,2018,0.0,0.0,.
156296,2009,0.0,0.0,.
156297,2010,0.0,0.0,.
156298,2011,0.0,0.0,.
156299,2013,0.0,0.0,.
156300,2014,0.0,0.0,.
156301,2015,0.0,0.0,.
156301,2016,0.0,0.0,.
156302,2015,0.0,0.0,.
156302,2016,0.0,0.0,.
156303,2015,0.0,0.0,.
156304,2007,0.0,0.0,.
156305,2013,0.0,0.0,.
156306,2012,0.0,0.0,.
156307,1906,0.0,0.0,.
156308,2011,0.0,0.0,.
156309,2013,0.0,0.0,.
156310,2012,0.0,0.0,.
156311,2012,0.0,0.0,.
156312,2015,0.0,0.0,.
156313,2015,0.0,0.0,.
156314,2014,0.0,0.0,.
156315,2014,0.0,0.0,.
156316,2013,0.0,0.0,.
156317,2014,0.0,0.0,.
156318,2014,0.0,0.0,.
156319,2014,0.0,0.0,.
156320,2014,0.0,0.0,.
156321,2014,0.0,0.0,.
156322,2014,0.0,0.0,.
156323,2014,0.0,0.0,.
156324,2014,0.0,0.0,.
156325,2014,0.0,0.0,.
156326,2014,0.0,0.0,.
156327,2014,0.0,0.0,.
156328,2014,0.0,0.0,.
156329,2013,0.0,0.0,.
156330,2013,0.0,0.0,.
156331,2014,0.0,0.0,.
156332,2014,0.0,0.0,.
156333,2015,0.0,0.0,.
156334,2014,0.0,0.0,.
156335,2015,0.0,0.0,.
156336,2015,0.0,0.0,.
156337,2012,0.0,0.0,.
156338,2009,0.0,0.0,.
156339,2009,0.0,0.0,.
156340,2011,0.0,0.0,0.0
156341,2011,0.0,0.0,.
156342,2014,0.0,0.0,.
156343,2013,0.0,0.0,.
156344,2013,0.0,0.0,.
156345,2013,0.0,0.0,.
156346,2013,0.0,0.0,.
156347,2015,0.0,0.0,.
156348,2015,0.0,0.0,.
156349,2003,0.0,0.0,.
156349,2014,0.0,0.0,.
156350,2003,0.0,0.0,.
156350,2014,0.0,0.0,.
156351,2014,0.0,0.0,.
156351,2015,0.0,0.0,.
156352,2014,0.0,0.0,.
156353,2014,0.0,0.0,.
156354,2014,0.0,0.0,.
156355,2014,0.0,0.0,.
156356,2012,0.0,0.0,.
156357,2013,0.0,0.0,.
156358,2014,0.0,0.0,.
156359,2014,0.0,0.0,.
156360,2014,0.0,0.0,.
156361,2014,0.0,0.0,.
156361,2017,0.0,0.0,.
156362,2014,0.0,0.0,.
156363,2016,0.0,0.0,.
156364,2014,0.0,0.0,.
156365,2014,0.0,0.0,.
156366,2014,0.0,0.0,.
156367,2014,0.0,0.0,.
156368,2014,0.0,0.0,.
156369,2014,0.0,0.0,.
156370,2014,0.0,0.0,.
156371,2018,0.0,0.0,.
156372,2014,0.0,0.0,.
156373,2015,0.0,0.0,.
156374,2015,0.0,0.0,.
156375,2014,0.0,0.0,.
156376,2014,0.0,0.0,.
156377,2014,0.0,0.0,.
156378,2007,0.0,0.0,.
156379,2011,0.0,0.0,.
156379,2014,0.0,0.0,.
156379,2015,0.0,0.0,.
156379,2017,0.0,0.0,.
156380,2016,0.0,0.0,.
156381,2014,0.0,0.0,.
156382,2015,0.0,0.0,.
156383,2015,0.0,0.0,.
156384,2016,0.0,0.0,.
156385,2014,0.0,0.0,.
156386,2014,0.0,0.0,.
156387,2014,0.0,0.0,.
156388,2014,0.0,0.0,.
156389,2014,0.0,0.0,.
156390,2014,0.0,0.0,.
156391,2013,0.0,0.0,.
156392,2013,0.0,0.0,.
156394,2012,0.0,0.0,.
156395,2012,0.0,0.0,.
156396,2011,0.0,0.0,.
156397,2011,0.0,0.0,.
156398,2011,0.0,0.0,.
156399,2012,0.0,0.0,.
156400,2016,0.0,0.0,.
156401,2014,0.0,0.0,.
156402,2014,0.0,0.0,.
156403,2014,0.0,0.0,.
156404,2014,0.0,0.0,.
156405,2014,0.0,0.0,.
156406,2014,0.0,0.0,.
156407,2014,0.0,0.0,.
156408,2014,0.0,0.0,.
156409,2014,0.0,0.0,.
156410,2002,0.0,0.0,.
156411,2015,0.0,0.0,.
