GENERATION_PROJECT,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_baseload,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_dbid,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_store_to_release_ratio,gen_can_provide_cap_reserves,gen_self_discharge_rate,gen_discharge_efficiency,gen_land_use_rate,gen_storage_energy_to_power_ratio
agg_Central_PV_AZ_APS_SW,Central_PV,Solar,AZ_APS_SW,20,True,False,.,0.0,63158.875831461286,.,0.0,0.0,162237.13711488753,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_AZ_NM_N,Central_PV,Solar,AZ_NM_N,20,True,False,.,0.0,67157.03295601744,.,0.0,0.0,145519.42988749692,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_AZ_NW,Central_PV,Solar,AZ_NW,20,True,False,.,0.0,71600.11406433638,.,0.0,0.0,25034.964239887147,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_AZ_PHX,Central_PV,Solar,AZ_PHX,20,True,False,.,0.0,46016.83169962426,.,0.0,0.0,50953.721662610624,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_AZ_SE,Central_PV,Solar,AZ_SE,20,True,False,.,0.0,59680.6533576512,.,0.0,0.0,113211.0169633319,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CAN_ALB,Central_PV,Solar,CAN_ALB,20,True,False,.,0.0,88262.06883374664,.,0.0,0.0,102388.3909775186,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CAN_BC,Central_PV,Solar,CAN_BC,20,True,False,.,0.0,61517.949180348805,.,0.0,0.0,2391.7629004665805,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_IID,Central_PV,Solar,CA_IID,20,True,False,.,0.0,73866.89547047681,.,0.0,0.0,72329.05443285905,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_PGE_BAY,Central_PV,Solar,CA_PGE_BAY,20,True,False,.,0.0,55029.691384750935,.,0.0,0.0,5213.66079204006,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_PGE_CEN,Central_PV,Solar,CA_PGE_CEN,20,True,False,.,0.0,58301.43479624257,.,0.0,0.0,20132.4962122431,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_PGE_N,Central_PV,Solar,CA_PGE_N,20,True,False,.,0.0,64584.83744040915,.,0.0,0.0,29735.93218633755,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_PGE_S,Central_PV,Solar,CA_PGE_S,20,True,False,.,0.0,61060.75536690188,.,0.0,0.0,13374.652535603529,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_SCE_CEN,Central_PV,Solar,CA_SCE_CEN,20,True,False,.,0.0,64899.071742329106,.,0.0,0.0,69507.16937435995,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_SCE_S,Central_PV,Solar,CA_SCE_S,20,True,False,.,0.0,73357.43435918931,.,0.0,0.0,14542.4732752924,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_SCE_SE,Central_PV,Solar,CA_SCE_SE,20,True,False,.,0.0,70695.66552194083,.,0.0,0.0,36533.26940650619,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_SCE_VLY,Central_PV,Solar,CA_SCE_VLY,20,True,False,.,0.0,50046.55024281082,.,0.0,0.0,2900.5049569848,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CA_SDGE,Central_PV,Solar,CA_SDGE,20,True,False,.,0.0,93327.7618363064,.,0.0,0.0,857.3717995612201,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CO_E,Central_PV,Solar,CO_E,20,True,False,.,0.0,104669.97856076245,.,0.0,0.0,177213.96646276998,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CO_NW,Central_PV,Solar,CO_NW,20,True,False,.,0.0,62783.94384471313,.,0.0,0.0,7869.557211312251,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_CO_SW,Central_PV,Solar,CO_SW,20,True,False,.,0.0,65787.19802349273,.,0.0,0.0,92939.15830889289,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_ID_E,Central_PV,Solar,ID_E,20,True,False,.,0.0,81916.86998005756,.,0.0,0.0,10370.37585495647,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_ID_S_OR_E,Central_PV,Solar,ID_S_OR_E,20,True,False,.,0.0,53254.18947144018,.,0.0,0.0,20767.877559478973,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_MEX_BAJA,Central_PV,Solar,MEX_BAJA,20,True,False,.,0.0,68633.91994032818,.,0.0,0.0,60480.93194841457,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_MT_NW,Central_PV,Solar,MT_NW,20,True,False,.,0.0,49688.44721848562,.,0.0,0.0,4516.14199218777,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_MT_SE,Central_PV,Solar,MT_SE,20,True,False,.,0.0,140362.60305531824,.,0.0,0.0,100564.5906161611,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_MT_SW,Central_PV,Solar,MT_SW,20,True,False,.,0.0,59948.37729660401,.,0.0,0.0,5531.99520832537,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_NM_S_TX_EPE,Central_PV,Solar,NM_S_TX_EPE,20,True,False,.,0.0,70175.2541431257,.,0.0,0.0,427312.9814255144,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_NV_N,Central_PV,Solar,NV_N,20,True,False,.,0.0,122623.22420233974,.,0.0,0.0,150431.04886907217,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_NV_S,Central_PV,Solar,NV_S,20,True,False,.,0.0,92426.89744348094,.,0.0,0.0,61045.1148622358,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_OR_E,Central_PV,Solar,OR_E,20,True,False,.,0.0,126413.01502806177,.,0.0,0.0,4983.65952779743,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_OR_W,Central_PV,Solar,OR_W,20,True,False,.,0.0,50097.039860138895,.,0.0,0.0,27987.50485267136,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_OR_WA_BPA,Central_PV,Solar,OR_WA_BPA,20,True,False,.,0.0,58569.11481629672,.,0.0,0.0,15101.09378069744,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_UT_N,Central_PV,Solar,UT_N,20,True,False,.,0.0,71498.86503716922,.,0.0,0.0,40176.97534631676,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_UT_S,Central_PV,Solar,UT_S,20,True,False,.,0.0,96119.31770732126,.,0.0,0.0,54062.04257741078,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_WA_ID_AVA,Central_PV,Solar,WA_ID_AVA,20,True,False,.,0.0,51638.03919351045,.,0.0,0.0,21473.412336535253,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_WY_NE,Central_PV,Solar,WY_NE,20,True,False,.,0.0,64708.54879919389,.,0.0,0.0,8869.2664606286,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_WY_NW,Central_PV,Solar,WY_NW,20,True,False,.,0.0,122758.99590844523,.,0.0,0.0,8729.5925903721,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_WY_SE,Central_PV,Solar,WY_SE,20,True,False,.,0.0,73900.98696071547,.,0.0,0.0,6578.50448341984,0.0,False,.,.,1,.,.,.,.
agg_Central_PV_WY_SW,Central_PV,Solar,WY_SW,20,True,False,.,0.0,76181.1003686238,.,0.0,0.0,14510.155898648401,0.0,False,.,.,1,.,.,.,.
agg_Wind_CAN_ALB,Wind,Wind,CAN_ALB,20,True,False,.,0.0,48831.59678727925,.,0.0,0.0,74278.0949698,0.0,False,.,.,1,.,.,.,.
agg_Wind_CAN_BC,Wind,Wind,CAN_BC,20,True,False,.,0.0,146512.02164441493,.,0.0,0.0,10674.55580848,0.0,False,.,.,1,.,.,.,.
agg_Wind_CA_PGE_N,Wind,Wind,CA_PGE_N,20,True,False,.,0.0,71192.2639311449,.,0.0,0.0,2498.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_CO_DEN,Wind,Wind,CO_DEN,20,True,False,.,0.0,47466.72412966252,.,0.0,0.0,16890.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_CO_E,Wind,Wind,CO_E,20,True,False,.,0.0,54325.5957220637,.,0.0,0.0,21660.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_CO_NW,Wind,Wind,CO_NW,20,True,False,.,0.0,55558.8518998,.,0.0,0.0,6000.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_CO_SW,Wind,Wind,CO_SW,20,True,False,.,0.0,65845.775558125,.,0.0,0.0,6720.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_ID_E,Wind,Wind,ID_E,20,True,False,.,0.0,74191.4214539,.,0.0,0.0,3000.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_ID_S_OR_E,Wind,Wind,ID_S_OR_E,20,True,False,.,0.0,85490.19968483869,.,0.0,0.0,20460.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_MT_NE,Wind,Wind,MT_NE,20,True,False,.,0.0,73384.16985650793,.,0.0,0.0,1890.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_MT_NW,Wind,Wind,MT_NW,20,True,False,.,0.0,66344.57238195653,.,0.0,0.0,1380.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_MT_SE,Wind,Wind,MT_SE,20,True,False,.,0.0,59593.265956969706,.,0.0,0.0,2970.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_MT_SW,Wind,Wind,MT_SW,20,True,False,.,0.0,68881.93460159999,.,0.0,0.0,2250.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_NM_N,Wind,Wind,NM_N,20,True,False,.,0.0,40452.69293723784,.,0.0,0.0,35190.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_NV_N,Wind,Wind,NV_N,20,True,False,.,0.0,106659.8661994799,.,0.0,0.0,12690.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_OR_E,Wind,Wind,OR_E,20,True,False,.,0.0,78103.41561840492,.,0.0,0.0,2934.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_OR_PDX,Wind,Wind,OR_PDX,20,True,False,.,0.0,57942.96858933333,.,0.0,0.0,1350.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_OR_W,Wind,Wind,OR_W,20,True,False,.,0.0,56929.80657459016,.,0.0,0.0,9150.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_OR_WA_BPA,Wind,Wind,OR_WA_BPA,20,True,False,.,0.0,69728.39608922049,.,0.0,0.0,13470.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_UT_N,Wind,Wind,UT_N,20,True,False,.,0.0,72275.85746869158,.,0.0,0.0,3210.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_WA_ID_AVA,Wind,Wind,WA_ID_AVA,20,True,False,.,0.0,47180.40166766177,.,0.0,0.0,20400.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_WA_N_CEN,Wind,Wind,WA_N_CEN,20,True,False,.,0.0,49257.04072553846,.,0.0,0.0,9750.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_WA_W,Wind,Wind,WA_W,20,True,False,.,0.0,63231.06831541667,.,0.0,0.0,2880.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_WY_NW,Wind,Wind,WY_NW,20,True,False,.,0.0,98184.19317098765,.,0.0,0.0,2430.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_WY_SE,Wind,Wind,WY_SE,20,True,False,.,0.0,45205.83327771234,.,0.0,0.0,163530.0,0.0,False,.,.,1,.,.,.,.
agg_Wind_WY_SW,Wind,Wind,WY_SW,20,True,False,.,0.0,75243.73529641508,.,0.0,0.0,1590.0,0.0,False,.,.,1,.,.,.,.
77333,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87089.1,77333,0.0,0.0,43.0,0.0,False,.,.,1,.,.,.,.
77334,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87075.45,77334,0.0,0.0,50.0,0.0,False,.,.,1,.,.,.,.
77335,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87080.7,77335,0.0,0.0,49.0,0.0,False,.,.,1,.,.,.,.
77336,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87088.05,77336,0.0,0.0,92.0,0.0,False,.,.,1,.,.,.,.
77337,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87089.1,77337,0.0,0.0,66.0,0.0,False,.,.,1,.,.,.,.
77338,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87088.05,77338,0.0,0.0,72.0,0.0,False,.,.,1,.,.,.,.
77339,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,55266.75,77339,0.0,0.0,38.0,0.0,False,.,.,1,.,.,.,.
77340,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,55288.8,77340,0.0,0.0,44.0,0.0,False,.,.,1,.,.,.,.
77341,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,55288.8,77341,0.0,0.0,37.0,0.0,False,.,.,1,.,.,.,.
77342,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86989.35,77342,0.0,0.0,52.0,0.0,False,.,.,1,.,.,.,.
77343,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86779.35,77343,0.0,0.0,40.0,0.0,False,.,.,1,.,.,.,.
77344,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86801.4,77344,0.0,0.0,64.0,0.0,False,.,.,1,.,.,.,.
77345,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86816.1,77345,0.0,0.0,81.0,0.0,False,.,.,1,.,.,.,.
77346,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87034.5,77346,0.0,0.0,49.0,0.0,False,.,.,1,.,.,.,.
77347,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86790.9,77347,0.0,0.0,44.0,0.0,False,.,.,1,.,.,.,.
77348,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86827.65,77348,0.0,0.0,96.0,0.0,False,.,.,1,.,.,.,.
77349,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86827.65,77349,0.0,0.0,47.0,0.0,False,.,.,1,.,.,.,.
77350,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87046.05,77350,0.0,0.0,34.0,0.0,False,.,.,1,.,.,.,.
77351,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86836.05,77351,0.0,0.0,72.0,0.0,False,.,.,1,.,.,.,.
77352,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86836.05,77352,0.0,0.0,82.0,0.0,False,.,.,1,.,.,.,.
77353,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86899.05,77353,0.0,0.0,31.0,0.0,False,.,.,1,.,.,.,.
77354,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86862.3,77354,0.0,0.0,34.0,0.0,False,.,.,1,.,.,.,.
77355,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,52132.5,77355,0.0,0.0,69.0,0.0,False,.,.,1,.,.,.,.
77356,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,51054.15,77356,0.0,0.0,58.0,0.0,False,.,.,1,.,.,.,.
77357,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,56919.45,77357,0.0,0.0,63.0,0.0,False,.,.,1,.,.,.,.
77358,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,56812.35,77358,0.0,0.0,31.0,0.0,False,.,.,1,.,.,.,.
77359,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39037.95,77359,0.0,0.0,34.0,0.0,False,.,.,1,.,.,.,.
77360,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39040.05,77360,0.0,0.0,58.0,0.0,False,.,.,1,.,.,.,.
77361,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39036.9,77361,0.0,0.0,63.0,0.0,False,.,.,1,.,.,.,.
77362,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39039.0,77362,0.0,0.0,35.0,0.0,False,.,.,1,.,.,.,.
77363,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39036.9,77363,0.0,0.0,72.0,0.0,False,.,.,1,.,.,.,.
77364,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86799.3,77364,0.0,0.0,73.0,0.0,False,.,.,1,.,.,.,.
77365,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86894.85,77365,0.0,0.0,114.0,0.0,False,.,.,1,.,.,.,.
77366,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87088.05,77366,0.0,0.0,116.0,0.0,False,.,.,1,.,.,.,.
77367,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87089.1,77367,0.0,0.0,27.0,0.0,False,.,.,1,.,.,.,.
77368,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87089.1,77368,0.0,0.0,37.0,0.0,False,.,.,1,.,.,.,.
77369,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87075.45,77369,0.0,0.0,27.0,0.0,False,.,.,1,.,.,.,.
77370,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87020.85,77370,0.0,0.0,32.0,0.0,False,.,.,1,.,.,.,.
77371,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,87088.05,77371,0.0,0.0,17.0,0.0,False,.,.,1,.,.,.,.
77372,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86869.65,77372,0.0,0.0,21.0,0.0,False,.,.,1,.,.,.,.
77373,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39042.15,77373,0.0,0.0,61.0,0.0,False,.,.,1,.,.,.,.
77374,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,55248.9,77374,0.0,0.0,87.0,0.0,False,.,.,1,.,.,.,.
77375,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,55249.95,77375,0.0,0.0,31.0,0.0,False,.,.,1,.,.,.,.
77376,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39033.75,77376,0.0,0.0,23.0,0.0,False,.,.,1,.,.,.,.
77377,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,55249.95,77377,0.0,0.0,55.0,0.0,False,.,.,1,.,.,.,.
77378,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86953.65,77378,0.0,0.0,17.0,0.0,False,.,.,1,.,.,.,.
77379,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86974.65,77379,0.0,0.0,18.0,0.0,False,.,.,1,.,.,.,.
77380,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86862.3,77380,0.0,0.0,17.0,0.0,False,.,.,1,.,.,.,.
77381,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,57103.2,77381,0.0,0.0,14.0,0.0,False,.,.,1,.,.,.,.
77382,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86869.65,77382,0.0,0.0,20.0,0.0,False,.,.,1,.,.,.,.
77383,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,56919.45,77383,0.0,0.0,23.0,0.0,False,.,.,1,.,.,.,.
77384,Wind,Wind,CA_SCE_S,20,True,False,.,0.0,48884.85,77384,0.0,0.0,101.0,0.0,False,.,.,1,.,.,.,.
77385,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39033.75,77385,0.0,0.0,15.0,0.0,False,.,.,1,.,.,.,.
77386,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42265.65,77386,0.0,0.0,35.0,0.0,False,.,.,1,.,.,.,.
77387,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39037.95,77387,0.0,0.0,27.0,0.0,False,.,.,1,.,.,.,.
77388,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39026.4,77388,0.0,0.0,44.0,0.0,False,.,.,1,.,.,.,.
77389,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42080.85,77389,0.0,0.0,18.0,0.0,False,.,.,1,.,.,.,.
77390,Wind,Wind,CA_SDGE,20,True,False,.,0.0,74495.4,77390,0.0,0.0,96.0,0.0,False,.,.,1,.,.,.,.
77391,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86759.4,77391,0.0,0.0,82.0,0.0,False,.,.,1,.,.,.,.
77392,Wind,Wind,CA_SCE_S,20,True,False,.,0.0,48884.85,77392,0.0,0.0,50.0,0.0,False,.,.,1,.,.,.,.
77394,Wind,Wind,CA_SDGE,20,True,False,.,0.0,115299.45,77394,0.0,0.0,16.0,0.0,False,.,.,1,.,.,.,.
77398,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39027.45,77398,0.0,0.0,23.0,0.0,False,.,.,1,.,.,.,.
77399,Wind,Wind,CA_SDGE,20,True,False,.,0.0,115299.45,77399,0.0,0.0,24.0,0.0,False,.,.,1,.,.,.,.
77407,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86785.65,77407,0.0,0.0,46.0,0.0,False,.,.,1,.,.,.,.
77408,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86744.7,77408,0.0,0.0,67.0,0.0,False,.,.,1,.,.,.,.
77409,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86785.65,77409,0.0,0.0,50.0,0.0,False,.,.,1,.,.,.,.
77410,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86752.05,77410,0.0,0.0,44.0,0.0,False,.,.,1,.,.,.,.
77411,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86779.35,77411,0.0,0.0,35.0,0.0,False,.,.,1,.,.,.,.
77412,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86989.35,77412,0.0,0.0,34.0,0.0,False,.,.,1,.,.,.,.
77413,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86816.1,77413,0.0,0.0,31.0,0.0,False,.,.,1,.,.,.,.
77414,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86827.65,77414,0.0,0.0,34.0,0.0,False,.,.,1,.,.,.,.
77415,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42595.35,77415,0.0,0.0,63.0,0.0,False,.,.,1,.,.,.,.
77416,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42080.85,77416,0.0,0.0,44.0,0.0,False,.,.,1,.,.,.,.
77417,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42595.35,77417,0.0,0.0,34.0,0.0,False,.,.,1,.,.,.,.
77418,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42265.65,77418,0.0,0.0,64.0,0.0,False,.,.,1,.,.,.,.
77419,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42265.65,77419,0.0,0.0,43.0,0.0,False,.,.,1,.,.,.,.
77420,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39033.75,77420,0.0,0.0,49.0,0.0,False,.,.,1,.,.,.,.
77421,Wind,Wind,CA_SDGE,20,True,False,.,0.0,115299.45,77421,0.0,0.0,49.0,0.0,False,.,.,1,.,.,.,.
77422,Wind,Wind,CA_SDGE,20,True,False,.,0.0,115299.45,77422,0.0,0.0,70.0,0.0,False,.,.,1,.,.,.,.
77423,Wind,Wind,CA_SDGE,20,True,False,.,0.0,115299.45,77423,0.0,0.0,35.0,0.0,False,.,.,1,.,.,.,.
77424,Wind,Wind,CA_SDGE,20,True,False,.,0.0,115299.45,77424,0.0,0.0,50.0,0.0,False,.,.,1,.,.,.,.
77431,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86827.65,77431,0.0,0.0,27.0,0.0,False,.,.,1,.,.,.,.
77435,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86739.45,77435,0.0,0.0,69.0,0.0,False,.,.,1,.,.,.,.
77436,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86715.3,77436,0.0,0.0,21.0,0.0,False,.,.,1,.,.,.,.
77438,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42595.35,77438,0.0,0.0,20.0,0.0,False,.,.,1,.,.,.,.
77440,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86808.75,77440,0.0,0.0,18.0,0.0,False,.,.,1,.,.,.,.
77442,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86801.4,77442,0.0,0.0,24.0,0.0,False,.,.,1,.,.,.,.
77443,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86664.9,77443,0.0,0.0,24.0,0.0,False,.,.,1,.,.,.,.
77445,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,41534.85,77445,0.0,0.0,50.0,0.0,False,.,.,1,.,.,.,.
77446,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42911.4,77446,0.0,0.0,32.0,0.0,False,.,.,1,.,.,.,.
77447,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,50891.4,77447,0.0,0.0,98.0,0.0,False,.,.,1,.,.,.,.
77448,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,38446.8,77448,0.0,0.0,88.0,0.0,False,.,.,1,.,.,.,.
77449,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,41660.85,77449,0.0,0.0,35.0,0.0,False,.,.,1,.,.,.,.
77450,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39036.9,77450,0.0,0.0,47.0,0.0,False,.,.,1,.,.,.,.
77451,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39035.85,77451,0.0,0.0,96.0,0.0,False,.,.,1,.,.,.,.
77452,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,42265.65,77452,0.0,0.0,44.0,0.0,False,.,.,1,.,.,.,.
77453,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,55288.8,77453,0.0,0.0,73.0,0.0,False,.,.,1,.,.,.,.
77467,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,47586.0,77467,0.0,0.0,46.0,0.0,False,.,.,1,.,.,.,.
77468,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,55286.7,77468,0.0,0.0,23.0,0.0,False,.,.,1,.,.,.,.
77469,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,86953.65,77469,0.0,0.0,21.0,0.0,False,.,.,1,.,.,.,.
77470,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,48587.7,77470,0.0,0.0,32.0,0.0,False,.,.,1,.,.,.,.
77471,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,44871.75,77471,0.0,0.0,31.0,0.0,False,.,.,1,.,.,.,.
77472,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,52276.35,77472,0.0,0.0,37.0,0.0,False,.,.,1,.,.,.,.
77473,Wind,Wind,CA_SCE_S,20,True,False,.,0.0,44993.55,77473,0.0,0.0,10.0,0.0,False,.,.,1,.,.,.,.
77474,Wind,Wind,CA_SDGE,20,True,False,.,0.0,115314.15,77474,0.0,0.0,34.0,0.0,False,.,.,1,.,.,.,.
77475,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,38447.85,77475,0.0,0.0,38.0,0.0,False,.,.,1,.,.,.,.
77476,Wind,Wind,CA_SCE_CEN,20,True,False,.,0.0,39027.45,77476,0.0,0.0,23.0,0.0,False,.,.,1,.,.,.,.
77477,Wind,Wind,CA_SCE_S,20,True,False,.,0.0,48800.85,77477,0.0,0.0,40.0,0.0,False,.,.,1,.,.,.,.
