GENERATION_PROJECT,build_year,gen_predetermined_cap,gen_predetermined_storage_energy_mwh
155065,1990,92.0,.
155066,1988,29.9,.
155067,1986,50.0,.
155068,1990,15.0,.
155069,1984,10.0,.
155070,1990,15.0,.
155071,1985,300.0,.
155072,1948,4.0,.
155072,1994,6.2,.
155073,1984,6.0,.
155074,1984,59.6,.
155075,1984,29.0,.
155076,1982,34.0,.
155077,1989,34.5,.
155078,1989,45.5,.
155079,1988,45.5,.
155080,1988,45.5,.
155081,1995,46.0,.
155082,1991,46.0,.
155083,1989,31.0,.
155084,1985,12.0,.
155085,1990,61.8,.
155085,1994,74.0,.
155085,2002,137.6,.
155086,1990,23.8,.
155087,1947,7.5,.
155087,1978,55.0,.
155088,1990,3.0,.
155089,1990,5.0,.
155090,1989,1.1,.
155091,1990,1.1,.
155092,1985,11.7,.
155093,2012,3.8,.
155094,1990,4.1,.
155095,1989,1.2,.
155096,1989,9.0,.
155097,2002,1.0,.
155097,2006,1.6,.
155097,2016,1.4,.
155098,1987,84.0,.
155099,1989,53.9,.
155100,1994,61.3,.
155100,2003,297.6,.
155101,2007,8.0,.
155102,1989,21.6,.
155103,1988,28.0,.
155104,1989,27.9,.
155105,1990,48.5,.
155106,1989,36.2,.
155107,1983,1.3,.
155108,1990,46.1,.
155109,1988,2.3,.
155110,1990,4.8,.
155111,1990,2.8,.
155112,1990,1.9,.
155113,1989,28.0,.
155114,1985,25.0,.
155114,2009,15.0,.
155115,1987,32.2,.
155115,1988,60.0,.
155116,1989,90.0,.
155117,1988,60.0,.
155117,1989,30.0,.
155118,1982,10.0,.
155119,1990,20.0,.
155120,1987,1.8,.
155121,1986,2.0,.
155122,1986,6.8,.
155123,1987,5.6,.
155124,1990,46.0,.
155125,1989,14.0,.
155127,1938,7.5,.
155126,1938,7.5,.
155127,1988,25.0,.
155126,1988,25.0,.
155128,2002,14.3,.
155129,2009,0.1,.
155129,2011,0.3,.
155129,2012,0.3,.
155129,2014,0.1,.
155130,2015,4.4,.
155131,1984,176.4,.
155132,1987,1.3,.
155133,1987,1.5,.
155134,1986,1.6,.
155135,1983,6.2,.
155136,1986,20.0,.
155137,1989,20.0,.
155138,2018,35.2,.
155139,1984,48.2,.
155140,1987,54.90000000000001,.
155141,1983,2.9,.
155142,1987,300.0,.
155143,1987,1.4,.
155144,1988,31.0,.
155145,1990,3.2,.
155146,1986,38.7,.
155147,1986,5.0,.
155148,1990,5.0,.
155149,1957,15.0,.
155150,1948,13.0,.
155150,1954,18.0,.
155151,1976,31.4,.
155152,1976,40.0,.
155153,1982,2.8,.
155153,1995,3.3,.
155154,1984,6.1,.
155155,1989,5.8,.
155156,1985,39.6,.
155157,1988,405.0,.
155158,1982,2.8,.
155159,1983,5.3,.
155160,1989,1.2,.
155161,1981,1.5,.
155162,1985,1.6,.
155163,1985,5.0,.
155163,2002,5.0,.
155164,1986,1.0,.
155165,1985,1.8,.
155165,2001,0.9,.
155166,1989,4.0,.
155167,1931,1.4,.
155168,1986,15.9,.
155169,1986,5.9,.
155170,1983,31.0,.
155171,1989,29.1,.
155172,1988,49.5,.
155174,1985,2.1,.
155175,1985,1.2,.
155176,2012,4.6,.
155177,1992,14.5,.
155178,1987,4.4,.
155179,1989,1.8,.
155180,1985,4.3,.
155181,1993,7.0,.
155182,1987,1.2,.
155183,1936,6.0,.
155183,1984,11.6,.
155184,1988,2.2,.
155185,1982,15.3,.
155186,1983,27.3,.
155187,1985,12.2,.
155187,1986,18.4,.
155187,2017,6.9,.
155188,1955,40.0,.
155189,1986,16.2,.
155190,1987,1.6,.
155191,1987,1.7,.
155192,1985,2.5,.
155193,1982,19.2,.
155193,1989,49.5,.
155194,2002,1.5,.
155195,1985,4.6,.
155196,1989,49.8,.
155197,1989,49.8,.
155198,1989,49.8,.
155199,1982,60.0,.
155200,1991,23.0,.
155201,1981,17.3,.
155201,2000,1.5,.
155202,1984,29.9,.
155203,1991,76.9,.
155204,1987,6.0,.
155205,1984,12.0,.
155206,2001,107.4,.
155207,1986,7.5,.
155208,1986,3.6,.
155209,1999,38.9,.
155210,2008,20.0,.
155211,1986,25.0,.
155212,1969,3.0,.
155212,1989,3.0,.
155213,1992,1.2,.
155214,1991,46.0,.
155215,1986,17.6,.
155216,1988,22.5,.
155217,1983,7.5,.
155217,1988,19.3,.
155218,1986,13.1,.
155219,1988,24.0,.
155220,1981,28.8,.
155220,1991,65.0,.
155221,2007,5.5,.
155222,1988,16.3,.
155223,2015,1.2,.
155224,1999,43.4,.
155225,1993,7.5,.
155226,1986,1.4,.
155227,1994,396.9,.
155228,1986,1.0,.
155229,1990,32.0,.
155230,1988,6.8,.
155231,1989,24.0,.
155232,1985,62.8,.
155232,1986,31.4,.
155233,1982,3.5,.
155233,1993,4.2,.
155233,1999,26.8,.
155234,1989,3.0,.
155235,2009,47.2,.
155236,2012,22.0,.
155237,1986,2.4,.
155237,2003,24.0,.
155238,1985,3.0,.
155239,1989,48.0,.
155240,1989,40.5,.
155241,1989,24.0,.
155242,1985,2.0,.
155242,1987,1.0,.
155243,1988,35.6,.
155244,1987,28.5,.
155245,1987,30.8,.
155246,1988,31.1,.
155247,1991,38.9,.
155248,1987,54.90000000000001,.
155249,1991,26.0,.
155250,1986,2.6,.
155251,1986,3.0,.
155252,1987,9.9,.
155253,1990,8.399999999999999,.
155254,2005,7.0,.
155254,2014,6.7,.
155255,2011,1.1,.
155256,1986,3.3,.
155257,1986,7.5,.
155258,1995,68.0,.
155259,1987,1.6,.
155260,1989,2.0,.
155260,1996,1.0,.
155261,1993,58.1,.
155262,1990,4.2,.
155263,2003,5.3,.
155264,1988,3.0,.
155265,1993,1.6,.
155266,1989,5.4,.
155267,1989,1.4,.
155267,2004,1.4,.
155268,1983,2.1,.
155269,1987,7.5,.
155270,2012,6.2,.
155271,1998,64.7,.
155272,1985,2.3,.
155273,1978,4.0,.
155274,1976,5.0,.
155275,1993,43.0,.
155276,2012,12.0,.
155277,1985,10.5,.
155278,1988,6.8,.
155279,1986,6.8,.
155280,1982,12.4,.
155281,1986,6.8,.
155281,1987,6.8,.
155282,1990,42.8,.
155283,1993,15.0,.
155284,1993,1.0,.
155285,1982,12.4,.
155286,1988,48.8,.
155287,2006,155.6,.
155288,1948,2.0,.
155289,1990,29.0,.
155290,1990,23.5,.
155291,1990,22.5,.
155292,1983,18.0,.
155293,1986,1.0,.
155294,1989,25.0,.
155295,1985,14.1,.
155296,1985,21.2,.
155297,1986,1.8,.
155298,1989,234.0,.
155299,1990,21.0,.
155300,1990,49.0,.
155301,1984,4.1,.
155302,1986,1.8,.
155302,1991,1.8,.
155302,2007,3.7,.
155302,2013,3.2,.
155303,1989,9.7,.
155304,1993,6.8,.
155305,1987,5.0,.
155306,1993,48.0,.
155306,2006,16.0,.
155306,2008,16.0,.
155307,1993,2.0,.
155308,1987,54.0,.
155309,1989,2.1,.
155309,1990,36.0,.
155310,1985,4.3,.
155311,1988,2.7,.
155312,1990,12.0,.
155313,1993,139.8,.
155314,1991,127.2,.
155316,1990,1.2,.
155317,1990,1.2,.
155316,2002,1.0,.
155317,2002,1.0,.
155318,2005,7.5,.
155319,2005,3.0,.
155320,2004,4.5,.
155321,1993,8.4,.
155322,1984,1.3,.
155323,1968,15.0,.
155323,1977,15.0,.
155324,1986,1.6,.
155325,1990,20.1,.
155326,1992,96.3,.
155327,1992,94.8,.
155328,1992,33.0,.
155329,1955,1.1,.
155330,2012,3.9,.
155331,1925,0.4,.
155331,1954,1.3,.
155332,1985,2.8,.
155333,1990,4.3,.
155334,1987,3.6,.
155335,1990,27.7,.
155336,1990,5.0,.
155337,1988,6.0,.
155338,1988,58.5,.
155339,1990,15.5,.
155340,2011,49.5,.
155341,1986,11.5,.
155342,1993,125.5,.
155343,1990,7.6999999999999975,.
155344,1992,1.3,.
155345,2018,7.5,.
155346,1995,9.4,.
155347,1994,285.5,.
155348,1989,5.9,.
155349,1989,253.0,.
155350,1993,7.6,.
155351,1958,20.0,.
155351,1966,25.0,.
155352,1990,1.2,.
155352,1993,0.6,.
155352,1998,0.4,.
155353,1990,1.5,.
155354,2000,1.6,.
155355,1989,62.0,.
155356,1992,12.6,.
155357,1990,6.4,.
155358,1990,3.2,.
155359,1986,28.7,.
155360,1988,9.6,.
155360,1989,9.1,.
155361,1989,4.9,.
155362,1992,18.2,.
155363,1992,18.2,.
155364,2001,54.0,.
155365,1993,9.0,.
155366,1988,1.2000000000000002,.
155367,2004,3.5,.
155368,1987,3.0,.
155369,1987,27.1,.
155370,2006,10.5,.
155370,2018,19.0,.
155371,1985,52.0,.
155372,1948,2.2,.
155372,1968,6.0,.
155373,1994,62.6,.
155374,1982,19.6,.
155375,1989,12.0,.
155375,2007,12.0,.
155376,1993,2.3,.
155377,1967,15.3,.
155377,1971,3.0,.
155377,1972,12.1,.
155378,1994,51.40000000000001,.
155379,1992,6.5,.
155380,1984,2.4,.
155381,1996,621.2,.
155382,1992,46.0,.
155383,2001,7.0,.
155384,1993,4.0,.
155384,1994,2.0,.
155384,2003,4.0,.
155385,1969,5.0,.
155386,1994,1.4,.
155387,1991,222.0,.
155388,1994,3.7,.
155389,1997,13.6,.
155389,2002,8.3,.
155390,1996,100.0,.
155391,1994,46.8,.
155392,1987,2.6,.
155393,2012,11.0,.
155394,1988,1.7999999999999998,.
155395,1996,4.7,.
155396,1996,47.5,.
155397,1987,2.6,.
155398,2000,150.0,.
155399,2000,536.0,.
155400,1995,247.4,.
155401,1982,6.2,.
155402,1997,6.4,.
155403,2001,501.5,.
155404,2001,636.0,.
155405,2002,655.0,.
155406,1998,25.0,.
155407,2000,300.0,.
155408,2001,646.1,.
155409,2003,1200.0,.
155410,1998,1.8,.
155411,1998,3.0,.
155412,2001,708.0,.
155413,2001,301.5,.
155414,2003,605.4,.
155415,1989,6.2,.
155416,2002,194.0,.
155417,2000,71.1,.
155417,2001,71.1,.
155418,2007,287.0,.
155419,2001,678.3,.
155420,1983,2.5,.
155420,1992,2.5,.
155421,2018,0.9,.
155422,2002,713.0,.
155423,2003,554.3,.
155424,2003,591.0,.
155425,2003,619.0,.
155426,2006,1465.6,.
155427,2002,689.4,.
155428,2002,943.5,.
155429,2006,650.0,.
155430,2009,688.5,.
155431,2004,1325.1,.
155432,2005,635.0,.
155433,1975,16.5,.
155434,2003,623.0,.
155435,2001,228.0,.
155436,2002,1140.3000000000004,.
155437,2001,40.0,.
155438,2002,40.0,.
155439,2003,90.0,.
155440,2003,691.6,.
155441,2004,284.3,.
155442,2002,60.5,.
155443,2002,154.2,.
155444,2002,154.2,.
155445,2001,60.5,.
155446,2001,60.5,.
155447,2002,48.7,.
155448,2001,58.9,.
155449,2003,600.6,.
155450,2003,852.0,.
155451,2002,605.0,.
155452,2014,49.9,.
155453,2001,44.0,.
155454,2001,149.7,.
155455,2001,99.8,.
155456,2002,117.6,.
155457,1996,31.9,.
155458,2001,176.9,.
155459,1999,6.0,.
155460,1999,3.6,.
155461,2000,3.0,.
155462,1999,41.4,.
155463,1999,1.8,.
155464,1999,24.8,.
155465,2000,16.8,.
155466,2001,86.8,.
155466,2002,130.2,.
155467,2003,47.0,.
155468,2003,47.0,.
155469,2003,47.0,.
155470,2003,397.8,.
155471,2002,114.00000000000004,.
155472,2005,779.0,.
155473,2003,698.0,.
155474,2004,688.4,.
155475,2001,92.2,.
155476,2008,319.0,.
155477,2001,66.6,.
155478,2005,172.8,.
155479,2001,24.6,.
155479,2002,25.2,.
155480,2001,50.0,.
155481,2001,29.7,.
155482,2013,306.1,.
155483,2006,115.7,.
155484,1993,3.2,.
155485,1996,3.2,.
155486,1999,9.0,.
155487,2008,159.5,.
155488,2002,98.0,.
155489,2001,90.0,.
155489,2002,45.0,.
155490,2002,47.3,.
155491,2002,47.3,.
155492,2002,318.3,.
155493,2004,685.0999999999998,.
155494,2004,664.7,.
155495,2003,47.0,.
155496,2002,51.0,.
155497,2003,47.0,.
155498,2006,54.90000000000001,.
155499,2002,24.5,.
155500,1973,49.9,.
155501,2004,1.6,.
155502,2003,18.0,.
155503,2000,3.3,.
155504,2012,336.1,.
155505,2001,44.8,.
155506,2001,44.8,.
155507,1994,46.6,.
155508,2003,60.5,.
155509,2003,47.0,.
155510,2006,530.0,.
155511,2005,67.0,.
155512,2000,58.3,.
155513,2000,11.5,.
155514,2006,559.0,.
155515,2001,122.8,.
155516,2002,6.5,.
155516,2018,15.0,.
155517,2002,41.0,.
155518,2002,61.5,.
155519,2005,1.8,.
155520,2005,2.2,.
155521,2005,154.0,.
155522,1985,6.6000000000000005,.
155523,1987,11.8,.
155524,2005,130.0,.
155525,2005,387.6,.
155526,2003,57.4,.
155527,2003,162.0,.
155528,2006,300.6,.
155530,1985,5.6,.
155529,1985,5.6,.
155530,1995,2.8,.
155529,1995,2.8,.
155531,2000,7.7,.
155531,2012,0.3,.
155532,2003,144.0,.
155533,2003,204.0,.
155534,2006,649.0,.
155535,2018,30.0,.
155536,2003,22.4,.
155537,1994,1.0,.
155538,2000,1.8,.
155539,2000,3.0,.
155540,2006,121.0,.
155541,2006,100.0,.
155541,2011,96.0,.
155542,2002,40.0,.
155543,2010,6.4,.
155544,1995,31.8,.
155545,2003,162.0,.
155546,2004,140.0,.
155547,2001,46.399999999999984,.
155548,2001,49.600000000000016,.
155549,1996,36.0,.
155550,2003,41.0,.
155551,2008,242.0,.
155552,2007,483.0,.
155553,2002,2.1,.
155554,2002,9.0,.
155555,2005,53.0,.
155555,2009,53.0,.
155556,2007,657.0,.
155556,2014,728.0,.
155557,2005,121.0,.
155558,2006,40.0,.
155558,2010,40.0,.
155559,2005,149.4,.
155559,2008,7.2,.
155560,2004,18.0,.
155561,1986,2.4,.
155562,1985,1.6,.
155563,1995,5.5,.
155564,2005,50.0,.
155565,2007,164.0,.
155566,2006,64.5,.
155567,2004,59.0,.
155568,2005,10.5,.
155569,2005,144.0,.
155570,2008,18.0,.
155571,2008,95.0,.
155572,2006,60.0,.
155573,2005,30.0,.
155574,2007,0.5,.
155575,2006,228.6,.
155575,2009,44.0,.
155576,2006,90.0,.
155577,2005,8.4,.
155578,2005,49.0,.
155579,2005,75.0,.
155580,2006,100.5,.
155581,2006,199.0,.
155582,2006,150.0,.
155583,2007,300.5,.
155584,2005,135.0,.
155585,2007,75.7,.
155586,2007,28.0,.
155587,2006,3.0,.
155588,2009,135.0,.
155589,2011,21.3,.
155590,2011,12.0,.
155591,2011,19.5,.
155592,2011,13.5,.
155593,2011,10.5,.
155594,2011,21.0,.
155595,2011,12.0,.
155596,2011,10.5,.
155597,2007,420.0,.
155598,2006,38.0,.
155599,2007,75.0,.
155600,2007,3.2,.
155601,2007,140.4,.
155601,2008,70.2,.
155602,2013,655.0,.
155603,2007,221.0,.
155603,2008,76.5,.
155604,2010,13.4,.
155605,2012,49.8,.
155607,2007,49.8,.
155608,2007,49.8,.
155609,2007,49.8,.
155611,2007,49.8,.
155612,2009,619.7,.
155613,2007,8.2,.
155614,2008,121.0,.
155615,2007,125.4,.
155615,2009,163.3,.
155615,2010,161.0,.
155616,2007,204.0,.
155617,2007,1.6,.
155618,2006,1.7,.
155619,2004,7.5,.
155620,2005,117.60000000000004,.
155621,2007,1.0,.
155622,2004,30.4,.
155623,2008,117.60000000000004,.
155624,2008,3.2,.
155625,2010,712.4,.
155626,2007,13.5,.
155627,2008,30.0,.
155628,2006,3.2,.
155629,2007,199.5,.
155630,2007,14.000000000000002,.
155631,2008,121.0,.
155632,1984,7.4,.
155633,2006,9.0,.
155634,2010,116.0,.
155635,2011,483.7,.
155636,2007,201.0,.
155637,2007,4.6,.
155638,2008,27.2,.
155639,2007,100.7,.
155640,2008,21.0,.
155641,2008,21.0,.
155642,2009,139.8,.
155643,2010,101.2,.
155644,2008,94.0,.
155645,1982,6.1,.
155646,1985,92.0,.
155647,1983,2.2,.
155648,1985,2.3,.
155649,1987,26.8,.
155650,2009,136.3,.
155651,2008,12.5,.
155652,2008,12.5,.
155653,2008,18.9,.
155654,2008,61.0,.
155655,2008,80.0,.
155656,2010,5.0,.
155657,2007,21.0,.
155658,2009,98.7,.
155659,2009,100.8,.
155660,2008,45.0,.
155661,2009,432.0,.
155662,2013,280.0,.
155663,2007,1.0,.
155664,2008,1.0,.
155665,2008,1.9,.
155666,2009,64.0,.
155667,2008,99.0,.
155667,2009,39.0,.
155668,2009,99.0,.
155669,2008,118.5,.
155670,2009,4.800000000000002,.
155671,2009,97.0,.
155672,2008,103.0,.
155673,2010,100.7,.
155674,2008,1.2,.
155675,2009,150.0,.
155676,2008,1.0,.
155677,2014,3.6,.
155678,2008,11.4,.
155679,2009,3.8,.
155680,2010,9.2,.
155681,1986,3.0,.
155682,2011,203.1,.
155683,2008,1.2,.
155684,2010,118.0,.
155685,2013,165.6,.
155685,2014,34.3,.
155686,2009,1.5,.
155687,2009,1.0,.
155688,2009,9.9,.
155689,2009,10.5,.
155690,2009,18.9,.
155691,2009,21.0,.
155692,2008,10.0,.
155693,2009,100.0,.
155694,2011,726.0,.
155695,2009,72.0,.
155696,2008,29.4,.
155697,2009,5.0,.
155698,2009,1.7,.
155699,2009,10.0,.
155700,2009,10.0,.
155701,2009,9.9,.
155702,2009,8.3,.
155703,2009,9.9,.
155704,2009,3.3,.
155705,2009,6.6,.
155706,2009,63.90000000000001,.
155707,2009,1.0,.
155708,2010,15.0,.
155709,2012,200.0,.
155710,2012,200.0,.
155710,2016,40.0,.
155711,2010,49.9,.
155712,2007,1.0,.
155713,2008,1.0,.
155714,2007,1.0,.
155715,2008,1.0,.
155716,2009,1.0,.
155717,2007,1.0,.
155718,2008,1.0,.
155719,2006,1.0,.
155720,2009,1.0,.
155721,2009,6.4,.
155721,2014,6.4,.
155722,2010,4.8,.
155723,2011,200.0,.
155724,2012,318.5,.
155725,2009,28.5,.
155726,2009,99.0,.
155727,2009,2.0,.
155730,2008,106.5,.
155731,2009,103.5,.
155732,2013,133.4,.
155733,2013,133.0,.
155734,2013,133.4,.
155735,2009,203.5,.
155736,2009,99.0,.
155737,2009,42.0,.
155738,2009,17.0,.
155739,2010,98.7,.
155740,2009,63.0,.
155741,2009,64.0,.
155742,2008,1.1,.
155743,2010,1.4,.
155745,2006,1.1,.
155744,2006,1.1,.
155745,2010,1.1,.
155744,2010,1.1,.
155746,2011,102.0,.
155747,2007,19.0,.
155748,2010,21.0,.
155749,2010,22.5,.
155750,2010,21.0,.
155751,2009,1.9,.
155751,2013,1.6,.
155752,2009,4.5,.
155753,2010,16.8,.
155754,2010,63.0,.
155755,2009,1.9,.
155756,2009,98.9,.
155757,2009,262.2,.
155758,2010,9.2,.
155759,2012,3.2,.
155760,2012,71.0,.
155760,2013,25.1,.
155761,2010,90.0,.
155762,2012,150.0,.
155763,2012,342.7,.
155764,2010,36.8,.
155765,2010,48.0,.
155766,2011,248.3,.
155767,2010,124.5,.
155768,2009,23.6,.
155769,2011,1.0,.
155770,2012,2.5,.
155771,2011,2.0,.
155772,2012,2.5,.
155773,2011,2.0,.
155774,2011,1.0,.
155775,2013,1.5,.
155776,2015,3.5,.
155777,2011,0.5,.
155778,2015,3.5,.
155779,2013,3.5,.
155780,2015,1.5,.
155781,2015,3.5,.
155782,2012,1.5,.
155783,2013,2.5,.
155784,2011,2.0,.
155785,2010,30.6,.
155786,2010,51.0,.
155787,2015,6.0,.
155788,2015,2.0,.
155789,2015,3.5,.
155790,2010,1.0,.
155791,1999,0.6,.
155791,2003,1.2999999999999998,.
155792,2013,828.0,.
155793,2015,125.0,.
155794,2011,150.0,.
155795,2009,174.3,.
155796,2011,150.0,.
155797,2011,150.0,.
155798,2011,102.0,.
155799,2011,168.0,.
155800,2013,66.0,.
155801,2009,5.399999999999999,.
155802,2010,111.0,.
155803,1994,8.0,.
155804,2009,6.5,.
155805,2012,10.0,.
155806,2013,8.5,.
155807,2017,2.2,.
155808,2010,1.1,.
155809,2011,1.3,.
155810,2013,1.0,.
155811,2005,1.2,.
155812,2010,1.2,.
155813,2011,252.0,.
155814,2011,35.0,.
155815,2011,20.0,.
155816,2011,50.0,.
155817,2011,151.2,.
155818,2010,200.0,.
155819,2014,280.0,.
155820,2011,201.0,.
155821,2011,20.2,.
155822,2018,140.0,.
155823,2009,2.2,.
155824,2008,2.4000000000000004,.
155825,2011,1.8,.
155826,2009,8.6,.
155827,2013,14.0,.
155828,2010,102.4,.
155829,2011,6.0,.
155830,2011,20.0,.
155831,2011,19.0,.
155832,1987,4.4,.
155833,2012,30.0,.
155834,2011,1.0,.
155835,2011,1.6,.
155836,2012,226.7,.
155836,2014,121.0,.
155837,2010,23.5,.
155838,2010,19.0,.
155839,2014,253.0,.
155840,2010,65.1,.
155841,2010,1.2,.
155842,2009,1.6,.
155843,2013,125.0,.
155843,2014,125.0,.
155844,2012,3.2,.
155845,2010,1.0,.
155847,2012,23.0,.
155848,2012,23.0,.
155849,2012,23.0,.
155850,2012,23.0,.
155851,2012,23.0,.
155852,2010,5.0,.
155853,2012,21.0,.
155853,2013,228.8,.
155854,2012,5.0,.
155855,2012,52.0,.
155856,2012,23.0,.
155857,2012,52.0,.
155857,2015,48.0,.
155858,2012,32.0,.
155859,2013,26.0,.
155860,2012,11.8,.
155861,2011,19.8,.
155862,2012,49.0,.
155864,2012,55.0,.
155865,2013,800.0,.
155866,2012,199.6,.
155867,2012,189.0,.
155868,2013,128.9,.
155869,2016,148.7,.
155870,2006,13.8,.
155871,2011,20.0,.
155872,2011,15.0,.
155873,2011,15.0,.
155874,2010,1.0,.
155875,2010,3.0,.
155876,2007,2.0,.
155877,2012,265.4,.
155878,2013,500.0,.
155879,2012,10.0,.
155880,2012,20.0,.
155881,2012,20.0,.
155882,2010,1.1,.
155883,2012,265.0,.
155884,2012,105.3,.
155885,2015,1.5,.
155886,2015,1.0,.
155888,2012,290.0,.
155889,2012,290.0,.
155890,1983,2.9,.
155891,2011,5.5,.
155892,2016,395.4,.
155893,2011,1.0,.
155894,1997,1.6,.
155895,2010,4.5,.
155896,2012,19.0,.
155897,2011,17.0,.
155898,2011,17.6,.
155899,2011,17.0,.
155899,2012,5.0,.
155900,2012,61.5,.
155901,2015,2.5,.
155901,2018,2.8,.
155902,2011,2.0,.
155903,2011,5.0,.
155903,2013,2.0,.
155904,1995,3.5,.
155905,2011,5.0,.
155905,2013,4.0,.
155906,2011,5.0,.
155907,2011,5.0,.
155908,2010,9.0,.
155909,2008,0.9,.
155909,2009,0.4,.
155910,2008,4.2,.
155911,2011,0.8,.
155913,2001,33.0,.
155914,1986,29.0,.
155915,2011,102.5,.
155916,2011,5.0,.
155917,2010,1.0,.
155918,2015,79.2,.
155919,2011,2.0,.
155920,2010,50.0,.
155921,2010,1.8,.
155922,2011,3.4,.
155923,2014,60.0,.
155924,2014,20.0,.
155925,2011,1.0,.
155926,2010,6.5,.
155927,2010,1.1,.
155928,2011,1.5,.
155929,2013,26.5,.
155930,2011,17.0,.
155931,2011,2.9,.
155932,2011,2.9,.
155933,2010,3.5,.
155935,2013,129.0,.
155936,2010,1.0,.
155937,2009,1.2,.
155938,2009,1.1,.
155939,2010,7.5,.
155940,2011,13.0,.
155941,2009,1.1,.
155942,2010,3.8,.
155942,2011,2.0,.
155943,2008,0.7,.
155943,2009,0.1,.
155943,2010,0.4,.
155943,2011,0.5,.
155943,2012,0.4,.
155943,2013,1.2,.
155944,2013,281.0,.
155944,2014,304.9,.
155945,2011,4.6,.
155946,2009,3.0,.
155947,2010,2.7,.
155948,2011,78.2,.
155949,2012,78.2,.
155950,2004,5.7,.
155951,2014,100.0,.
155952,2014,40.0,.
155953,2011,26.0,.
155953,2012,144.0,.
155954,2012,110.0,.
155955,2002,4.4,.
155956,2001,2.0,.
155957,2012,4.0,.
155958,2012,102.5,.
155959,2012,42.0,.
155961,2011,10.0,.
155962,2011,10.0,.
155963,2011,10.0,.
155964,2011,10.1,.
155965,2011,10.1,.
155966,2012,2.5,.
155967,2012,9.6,.
155968,2011,22.4,.
155969,2011,1.0,.
155970,2010,6.0,.
155971,2012,151.7,.
155972,2011,22.5,.
155973,2011,22.5,.
155974,2011,7.5,.
155975,2012,11.1,.
155976,2011,3.7,.
155976,2015,1.0,.
155977,2011,79.2,.
155979,2013,2.3,.
155980,2009,1.2,.
155981,2012,120.0,.
155982,2011,0.5,.
155983,2011,10.0,.
155984,2012,3.0,.
155985,2012,5.0,.
155986,2012,3.0,.
155987,2012,5.0,.
155988,2012,3.0,.
155989,2012,5.0,.
155990,2012,5.0,.
155991,2012,5.0,.
155992,2012,5.0,.
155993,2011,16.6,.
155994,2011,1.5,.
155995,2011,1.0,.
155997,2011,4.5,.
155998,2012,1.2,.
155999,2012,1.3,.
156000,2011,3.0,.
156001,2012,0.4,.
156006,2012,5.0,.
156007,2012,5.0,.
156008,2012,5.0,.
156009,2012,5.0,.
156010,2012,5.0,.
156011,2012,5.0,.
156012,2011,1.0,.
156013,2010,2.8,.
156014,2012,1.5,.
156015,2012,150.0,.
156016,2012,168.0,.
156017,2012,150.0,.
156018,2012,1.5,.
156019,2012,132.0,.
156020,2011,1.1,.
156021,2011,1.1,.
156022,2012,3.0,.
156023,2012,1.0,.
156024,1993,6.7,.
156025,2008,1.2,.
156026,2016,250.0,.
156027,2012,1.5,.
156028,2007,3.2,.
156029,2010,1.0,.
156030,2012,1.0,.
156031,2009,1.6,.
156032,2012,1.7,.
156033,2012,19.0,.
156034,2012,57.6,.
156035,2013,20.0,.
156036,2013,20.0,.
156037,2009,1.1,.
156038,1999,3.4,.
156038,2001,1.7,.
156039,2004,4.0,.
156039,2006,2.0,.
156039,2007,4.0,.
156040,2015,5.0,.
156041,2013,537.4,.
156042,2012,3.2,.
156043,2012,1.5,.
156044,2011,1.6,.
156045,2017,143.0,.
156046,1953,7.0,.
156046,1964,4.0,.
156046,1972,10.0,.
156046,1975,20.0,.
156047,1948,8.9,.
156048,2011,1.9,.
156049,2012,2.0,.
156050,2011,2.0,.
156051,2011,50.4,.
156052,2014,6.3,.
156053,2012,102.0,.
156054,2012,10.0,.
156055,2012,10.0,.
156056,2007,4.5,.
156057,2011,3.5,.
156058,2002,2.1,.
156059,2010,6.0,.
156060,2012,288.9,.
156061,2012,29.0,.
156062,2010,1.1,.
156063,2012,12.0,.
156064,2012,10.0,.
156065,2004,2.4000000000000004,.
156065,2012,2.4000000000000004,.
156066,2013,201.5,.
156066,2014,112.2,.
156067,2012,189.0,.
156068,2013,35.0,.
156069,2012,20.0,.
156070,2012,50.0,.
156071,2012,1.3,.
156072,2012,35.7,.
156073,2012,4.6000000000000005,.
156074,2012,94.0,.
156074,2015,60.0,.
156075,2012,40.0,.
156076,2012,33.0,.
156077,2011,1.5,.
156078,2012,1.5,.
156079,2011,3.3,.
156080,2012,25.0,.
156081,2012,9.0,.
156082,1983,1.1,.
156082,1992,0.9,.
156082,2000,1.3,.
156083,2002,10.4,.
156084,2007,1.0,.
156085,2015,2.5,.
156086,2012,23.0,.
156087,2012,2.0,.
156088,2012,2.0,.
156089,2011,3.0,.
156090,1947,3.0,.
156091,1999,0.5,.
156091,2000,1.0,.
156092,2010,1.0,.
156093,2017,298.0,.
156094,2002,4.5,.
156095,2012,3.2,.
156096,2012,3.0,.
156097,2012,1.0,.
156098,2012,1.0,.
156099,2012,119.7,.
156100,2007,18.8,.
156101,2012,1.0,.
156102,2012,2.0,.
156103,2012,3.2,.
156103,2018,1.9,.
156104,2012,1.5,.
156105,2010,3.0,.
156106,2013,48.5,.
156107,2013,27.0,.
156108,2012,200.0,.
156109,2012,200.0,.
156111,2012,3.2,.
156112,2012,4.4,.
156114,2004,5.0,.
156115,2012,3.2,.
156116,2011,10.8,.
156117,2013,20.0,.
156118,2013,20.0,.
156119,2012,2.0,.
156120,2012,162.0,.
