hydro_project,timeseries,hydro_min_flow_mw,hydro_avg_flow_mw
155647,2050_M8,0.3552303987455197,0.7104607974910394
155647,2050_M7,0.45834543010752693,0.9166908602150539
155647,2050_M1,0.4327580645161289,0.8655161290322578
155647,2050_M3,0.42557381272401434,0.8511476254480287
155647,2050_M4,0.465417650462963,0.930835300925926
155647,2050_M2,0.40508807342980296,0.8101761468596059
155647,2050_M6,0.5579574074074074,1.1159148148148148
155647,2050_M5,0.5282882504480287,1.0565765008960575
155647,2050_M10,0.27970418906810035,0.5594083781362007
155648,2050_M6,0.6015804976851852,1.2031609953703704
155648,2050_M8,0.3894414762544804,0.7788829525089608
155648,2050_M5,0.5695065524193549,1.1390131048387098
155648,2050_M4,0.5084982060185186,1.0169964120370372
155648,2050_M3,0.466286122311828,0.932572244623656
155648,2050_M2,0.4361249743431856,0.8722499486863712
155648,2050_M1,0.46663916890681006,0.9332783378136201
155648,2050_M7,0.49861945564516136,0.9972389112903227
155648,2050_M9,0.288833275462963,0.577666550925926
155648,2050_M10,0.30682034050179213,0.6136406810035843
155648,2050_M11,0.3742847800925926,0.7485695601851852
155648,2050_M12,0.43114672939068105,0.8622934587813621
155649,2050_M1,5.879888272849463,11.759776545698926
155649,2050_M12,5.356200604838711,10.712401209677422
155649,2050_M11,4.686990046296296,9.373980092592593
155649,2050_M10,3.8370460349462365,7.674092069892473
155649,2050_M9,3.593992418981481,7.187984837962962
155649,2050_M8,4.835354390681005,9.67070878136201
155649,2050_M7,6.211724686379928,12.423449372759857
155649,2050_M6,7.550722164351851,15.101444328703701
155649,2050_M5,7.170074764784947,14.340149529569894
155649,2050_M4,6.342896180555556,12.685792361111112
155649,2050_M3,5.810685987903226,11.621371975806452
155649,2050_M2,5.495330622263274,10.990661244526548
155677,2050_M7,0.4860498655913978,0.9720997311827956
155677,2050_M6,0.5423923611111111,1.0847847222222222
155677,2050_M5,0.5456775537634408,1.0913551075268817
155677,2050_M1,0.09468373655913978,0.18936747311827956
155677,2050_M4,0.43775277777777777,0.8755055555555555
155677,2050_M3,0.24159099462365594,0.48318198924731187
155677,2050_M12,0.17543924731182797,0.35087849462365595
155677,2050_M2,0.19349473522167485,0.3869894704433497
155677,2050_M10,0.21035739247311827,0.42071478494623654
155677,2050_M9,0.24173638888888888,0.48347277777777775
155677,2050_M8,0.3037608870967742,0.6075217741935484
155677,2050_M11,0.30912208333333335,0.6182441666666667
155708,2050_M12,2.956142323775388,5.912284647550776
155708,2050_M1,2.9708987455197136,5.941797491039427
155708,2050_M2,3.396142127349024,6.792284254698048
155708,2050_M3,4.168541965352449,8.337083930704898
155708,2050_M4,5.463031018518517,10.926062037037035
155708,2050_M5,5.039994100955795,10.07998820191159
155708,2050_M6,5.80532685185185,11.6106537037037
155708,2050_M7,6.0251512843488655,12.050302568697731
155708,2050_M8,4.835493279569892,9.670986559139784
155708,2050_M9,3.5581314043209877,7.1162628086419755
155708,2050_M10,2.606756421744325,5.21351284348865
155708,2050_M11,2.6127760030864198,5.2255520061728395
155832,2050_M11,0.5522008487654322,1.1044016975308644
155832,2050_M1,0.5959823775388291,1.1919647550776582
155832,2050_M2,0.6190352838213831,1.2380705676427661
155832,2050_M3,0.7717677718040621,1.5435355436081242
155832,2050_M4,0.9838136574074073,1.9676273148148147
155832,2050_M5,1.1985059737156512,2.3970119474313023
155832,2050_M6,1.2680260802469134,2.536052160493827
155832,2050_M7,1.2891043906810036,2.578208781362007
155832,2050_M8,1.102435409199522,2.204870818399044
155832,2050_M9,0.8721257716049382,1.7442515432098764
155832,2050_M10,0.6197989097968937,1.2395978195937873
155832,2050_M12,0.6712033303464754,1.3424066606929508
155852,2050_M12,0.6901556152927121,1.3803112305854242
155852,2050_M3,0.8647177419354838,1.7294354838709676
155852,2050_M4,0.806338811728395,1.61267762345679
155852,2050_M5,0.805295101553166,1.610590203106332
155852,2050_M6,0.7440786265432099,1.4881572530864198
155852,2050_M7,0.6132250597371566,1.2264501194743131
155852,2050_M8,0.46222968936678616,0.9244593787335723
155852,2050_M9,0.49202291666666664,0.9840458333333333
155852,2050_M10,0.4953583482676225,0.990716696535245
155852,2050_M11,0.601596450617284,1.203192901234568
155852,2050_M1,0.7762037037037037,1.5524074074074075
