regional_fuel_market,period,tier,unit_cost,max_avail_at_cost
WY_NW-Bio_Solid,2050,4,4.1231295,1944646
WY_NW-Bio_Solid,2050,5,380.21687549999996,1954941
WY_NW-Bio_Solid,2050,6,3925.2024997500002,1955253
WY_SE-Bio_Solid,2050,1,0.8012969999999999,132872
WY_SE-Bio_Solid,2050,2,1.4719425000000002,351315
WY_SE-Bio_Solid,2050,3,1.6547580000000002,2280730
WY_SE-Bio_Solid,2050,4,2.04272775,6000686
WY_SE-Bio_Solid,2050,5,3.0570277499999996,7874459
WY_SE-Bio_Solid,2050,6,4.7587575,8373804
WY_SE-Bio_Solid,2050,7,5.024166,8465642
WY_SE-Bio_Solid,2050,8,5.21555475,8663153
WY_SE-Bio_Solid,2050,9,5.41986375,9049204
WY_SE-Bio_Solid,2050,10,5.722463249999999,9049299
WY_SE-Bio_Solid,2050,11,6.036534,11963391
WY_SE-Bio_Solid,2050,12,10.26942525,12208501
WY_SE-Bio_Solid,2050,13,12.246344249999998,12221077
WY_SE-Bio_Solid,2050,14,14.096717250000001,13088147
WY_SE-Bio_Solid,2050,15,23.294606999999996,13308611
WY_SE-Bio_Solid,2050,16,23.722907250000002,13989283
WY_SE-Bio_Solid,2050,17,28.57246875,14267699
WY_SE-Bio_Solid,2050,18,657.54062325,14286073
WY_SW-Bio_Solid,2050,1,0.8012969999999999,48845
WY_SW-Bio_Solid,2050,2,1.3926097499999999,165720
WY_SW-Bio_Solid,2050,3,1.6878434999999998,474912
WY_SW-Bio_Solid,2050,4,2.3997855,729204
WY_SW-Bio_Solid,2050,5,3.2709967499999997,922922
WY_SW-Bio_Solid,2050,6,3.9217185,1070549
WY_SW-Bio_Solid,2050,7,4.0284615,1177167
WY_SW-Bio_Solid,2050,8,4.19642475,1243775
WY_SW-Bio_Solid,2050,9,4.398922499999999,2977745
AZ_APS_E-Bio_Gas,2050,1,0.0,250625.35199999998
AZ_APS_N-Bio_Gas,2050,1,0.0,701411.448
AZ_APS_SW-Bio_Gas,2050,1,0.0,4203880.2
AZ_NM_N-Bio_Gas,2050,1,0.0,285413.064
AZ_NW-Bio_Gas,2050,1,0.0,17674.8768
AZ_PHX-Bio_Gas,2050,1,0.0,1659144
AZ_SE-Bio_Gas,2050,1,0.0,1707858.36
CA_IID-Bio_Gas,2050,1,0.0,1621484.76
CA_LADWP-Bio_Gas,2050,1,0.0,2741915.04
CAN_ALB-Bio_Gas,2050,1,0.0,7676370.48
CAN_BC-Bio_Gas,2050,1,0.0,9347445.6
CA_PGE_BAY-Bio_Gas,2050,1,0.0,10045004.4
CA_PGE_CEN-Bio_Gas,2050,1,0.0,7601165.88
CA_PGE_N-Bio_Gas,2050,1,0.0,7225624.68
CA_PGE_S-Bio_Gas,2050,1,0.0,3937812.7199999997
CA_SCE_CEN-Bio_Gas,2050,1,0.0,21901138.8
CA_SCE_S-Bio_Gas,2050,1,0.0,11721668.399999999
CA_SCE_SE-Bio_Gas,2050,1,0.0,2343405.12
CA_SCE_VLY-Bio_Gas,2050,1,0.0,1493212.08
CA_SDGE-Bio_Gas,2050,1,0.0,5973925.800000001
CA_SMUD-Bio_Gas,2050,1,0.0,1688638.92
CO_DEN-Bio_Gas,2050,1,0.0,8500817.88
CO_E-Bio_Gas,2050,1,0.0,4611299.04
CO_NW-Bio_Gas,2050,1,0.0,2085738.4800000002
CO_SW-Bio_Gas,2050,1,0.0,420085.8
ID_E-Bio_Gas,2050,1,0.0,476266.30799999996
ID_S_OR_E-Bio_Gas,2050,1,0.0,1510565.64
MEX_BAJA-Bio_Gas,2050,1,0.0,1858434
MT_NE-Bio_Gas,2050,1,0.0,640243.872
MT_NW-Bio_Gas,2050,1,0.0,508028.31600000005
MT_SE-Bio_Gas,2050,1,0.0,34534.460399999996
MT_SW-Bio_Gas,2050,1,0.0,131613.744
NM_N-Bio_Gas,2050,1,0.0,1951911.96
NM_S_TX_EPE-Bio_Gas,2050,1,0.0,1959130.2000000002
NV_N-Bio_Gas,2050,1,0.0,1463655.84
NV_S-Bio_Gas,2050,1,0.0,2662873.56
OR_E-Bio_Gas,2050,1,0.0,341322.888
OR_PDX-Bio_Gas,2050,1,0.0,1776694.44
OR_WA_BPA-Bio_Gas,2050,1,0.0,5870776.8
OR_W-Bio_Gas,2050,1,0.0,2903458.1999999997
UT_N-Bio_Gas,2050,1,0.0,3590671.44
UT_S-Bio_Gas,2050,1,0.0,1001381.88
WA_ID_AVA-Bio_Gas,2050,1,0.0,873858.1799999999
WA_N_CEN-Bio_Gas,2050,1,0.0,600408.648
WA_SEATAC-Bio_Gas,2050,1,0.0,1473572.1600000001
WA_W-Bio_Gas,2050,1,0.0,8632796.040000001
WY_NE-Bio_Gas,2050,1,0.0,39043.407600000006
WY_NW-Bio_Gas,2050,1,0.0,19122.9048
WY_SE-Bio_Gas,2050,1,0.0,533619.78
WY_SW-Bio_Gas,2050,1,0.0,14610.804
