timestamp,time_row,time_column
2050060520,2050,year-round
2050060600,2050,year-round
2050060604,2050,year-round
2050060608,2050,year-round
2050060612,2050,year-round
2050060616,2050,year-round
2050060620,2050,year-round
2050060700,2050,year-round
2050060704,2050,year-round
2050060708,2050,year-round
2050060712,2050,year-round
2050060716,2050,year-round
2050060720,2050,year-round
2050060800,2050,year-round
2050060804,2050,year-round
2050060808,2050,year-round
2050060812,2050,year-round
2050060816,2050,year-round
2050060820,2050,year-round
2050060900,2050,year-round
2050060904,2050,year-round
2050060908,2050,year-round
2050060912,2050,year-round
2050060916,2050,year-round
2050060920,2050,year-round
2050061000,2050,year-round
2050061004,2050,year-round
2050061008,2050,year-round
2050061012,2050,year-round
2050061016,2050,year-round
2050061020,2050,year-round
2050061100,2050,year-round
2050061104,2050,year-round
2050061108,2050,year-round
2050061112,2050,year-round
2050061116,2050,year-round
2050061120,2050,year-round
2050061200,2050,year-round
2050061204,2050,year-round
2050061208,2050,year-round
2050061212,2050,year-round
2050061216,2050,year-round
2050061220,2050,year-round
2050061300,2050,year-round
2050061304,2050,year-round
2050061308,2050,year-round
2050061312,2050,year-round
2050061316,2050,year-round
2050061320,2050,year-round
2050061400,2050,year-round
2050061404,2050,year-round
2050061408,2050,year-round
2050061412,2050,year-round
2050061416,2050,year-round
2050061420,2050,year-round
2050061500,2050,year-round
2050061504,2050,year-round
2050061508,2050,year-round
2050061512,2050,year-round
2050061516,2050,year-round
2050061520,2050,year-round
2050061600,2050,year-round
2050061604,2050,year-round
2050061608,2050,year-round
2050061612,2050,year-round
2050061616,2050,year-round
2050061620,2050,year-round
2050061700,2050,year-round
2050061704,2050,year-round
2050061708,2050,year-round
2050061712,2050,year-round
2050061716,2050,year-round
2050061720,2050,year-round
2050061800,2050,year-round
2050061804,2050,year-round
2050061808,2050,year-round
2050061812,2050,year-round
2050061816,2050,year-round
2050061820,2050,year-round
2050061900,2050,year-round
2050061904,2050,year-round
2050061908,2050,year-round
2050061912,2050,year-round
2050061916,2050,year-round
2050061920,2050,year-round
2050062000,2050,year-round
2050062004,2050,year-round
2050062008,2050,year-round
2050062012,2050,year-round
2050062016,2050,year-round
2050062020,2050,year-round
2050062100,2050,year-round
2050062104,2050,year-round
2050062108,2050,year-round
2050062112,2050,year-round
2050062116,2050,year-round
2050062120,2050,year-round
2050062200,2050,year-round
2050062204,2050,year-round
2050062208,2050,year-round
2050062212,2050,year-round
2050062216,2050,year-round
2050062220,2050,year-round
2050062300,2050,year-round
2050062304,2050,year-round
2050062308,2050,year-round
2050062312,2050,year-round
2050062316,2050,year-round
2050062320,2050,year-round
2050062400,2050,year-round
2050062404,2050,year-round
2050062408,2050,year-round
2050062412,2050,year-round
2050062416,2050,year-round
2050062420,2050,year-round
2050062500,2050,year-round
2050062504,2050,year-round
2050062508,2050,year-round
2050062512,2050,year-round
2050062516,2050,year-round
2050062520,2050,year-round
2050062600,2050,year-round
2050062604,2050,year-round
2050062608,2050,year-round
2050062612,2050,year-round
2050062616,2050,year-round
2050062620,2050,year-round
2050062700,2050,year-round
2050062704,2050,year-round
2050062708,2050,year-round
2050062712,2050,year-round
2050062716,2050,year-round
2050062720,2050,year-round
2050062800,2050,year-round
2050062804,2050,year-round
2050062808,2050,year-round
2050062812,2050,year-round
2050062816,2050,year-round
2050062820,2050,year-round
2050062900,2050,year-round
2050062904,2050,year-round
2050062908,2050,year-round
2050062912,2050,year-round
2050062916,2050,year-round
2050062920,2050,year-round
2050063000,2050,year-round
2050063004,2050,year-round
2050063008,2050,year-round
2050063012,2050,year-round
2050063016,2050,year-round
2050063020,2050,year-round
2050070100,2050,year-round
2050070104,2050,year-round
2050070108,2050,year-round
2050070112,2050,year-round
2050070116,2050,year-round
2050070120,2050,year-round
2050070200,2050,year-round
2050070204,2050,year-round
2050070208,2050,year-round
2050070212,2050,year-round
2050070216,2050,year-round
2050070220,2050,year-round
2050070300,2050,year-round
2050070304,2050,year-round
2050070308,2050,year-round
2050070312,2050,year-round
2050070316,2050,year-round
2050070320,2050,year-round
2050070400,2050,year-round
2050070404,2050,year-round
2050070408,2050,year-round
2050070412,2050,year-round
2050070416,2050,year-round
2050070420,2050,year-round
2050070500,2050,year-round
2050070504,2050,year-round
2050070508,2050,year-round
2050070512,2050,year-round
2050070516,2050,year-round
2050070520,2050,year-round
2050070600,2050,year-round
2050070604,2050,year-round
2050070608,2050,year-round
2050070612,2050,year-round
2050070616,2050,year-round
2050070620,2050,year-round
2050070700,2050,year-round
2050070704,2050,year-round
2050070708,2050,year-round
2050070712,2050,year-round
2050070716,2050,year-round
2050070720,2050,year-round
2050070800,2050,year-round
2050070804,2050,year-round
2050070808,2050,year-round
2050070812,2050,year-round
2050070816,2050,year-round
2050070820,2050,year-round
2050070900,2050,year-round
2050070904,2050,year-round
2050070908,2050,year-round
2050070912,2050,year-round
2050070916,2050,year-round
2050070920,2050,year-round
2050071000,2050,year-round
2050071004,2050,year-round
2050071008,2050,year-round
2050071012,2050,year-round
2050071016,2050,year-round
2050071020,2050,year-round
2050071100,2050,year-round
2050071104,2050,year-round
2050071108,2050,year-round
2050071112,2050,year-round
2050071116,2050,year-round
2050071120,2050,year-round
2050071200,2050,year-round
2050071204,2050,year-round
2050071208,2050,year-round
2050071212,2050,year-round
2050071216,2050,year-round
2050071220,2050,year-round
2050071300,2050,year-round
2050071304,2050,year-round
2050071308,2050,year-round
2050071312,2050,year-round
2050071316,2050,year-round
2050071320,2050,year-round
2050071400,2050,year-round
2050071404,2050,year-round
2050071408,2050,year-round
