timepoint,timestamp,hours_per_year,timeseries,period
352796,2050033120,4.0137,2050_2050-year-round,2050
352800,2050040100,4.0137,2050_2050-year-round,2050
352804,2050040104,4.0137,2050_2050-year-round,2050
352808,2050040108,4.0137,2050_2050-year-round,2050
352812,2050040112,4.0137,2050_2050-year-round,2050
352816,2050040116,4.0137,2050_2050-year-round,2050
352820,2050040120,4.0137,2050_2050-year-round,2050
352824,2050040200,4.0137,2050_2050-year-round,2050
352828,2050040204,4.0137,2050_2050-year-round,2050
352832,2050040208,4.0137,2050_2050-year-round,2050
352836,2050040212,4.0137,2050_2050-year-round,2050
352840,2050040216,4.0137,2050_2050-year-round,2050
352844,2050040220,4.0137,2050_2050-year-round,2050
352848,2050040300,4.0137,2050_2050-year-round,2050
352852,2050040304,4.0137,2050_2050-year-round,2050
352856,2050040308,4.0137,2050_2050-year-round,2050
352860,2050040312,4.0137,2050_2050-year-round,2050
352864,2050040316,4.0137,2050_2050-year-round,2050
352868,2050040320,4.0137,2050_2050-year-round,2050
352872,2050040400,4.0137,2050_2050-year-round,2050
352876,2050040404,4.0137,2050_2050-year-round,2050
352880,2050040408,4.0137,2050_2050-year-round,2050
352884,2050040412,4.0137,2050_2050-year-round,2050
352888,2050040416,4.0137,2050_2050-year-round,2050
352892,2050040420,4.0137,2050_2050-year-round,2050
352896,2050040500,4.0137,2050_2050-year-round,2050
352900,2050040504,4.0137,2050_2050-year-round,2050
352904,2050040508,4.0137,2050_2050-year-round,2050
352908,2050040512,4.0137,2050_2050-year-round,2050
352912,2050040516,4.0137,2050_2050-year-round,2050
352916,2050040520,4.0137,2050_2050-year-round,2050
352920,2050040600,4.0137,2050_2050-year-round,2050
352924,2050040604,4.0137,2050_2050-year-round,2050
352928,2050040608,4.0137,2050_2050-year-round,2050
352932,2050040612,4.0137,2050_2050-year-round,2050
352936,2050040616,4.0137,2050_2050-year-round,2050
352940,2050040620,4.0137,2050_2050-year-round,2050
352944,2050040700,4.0137,2050_2050-year-round,2050
352948,2050040704,4.0137,2050_2050-year-round,2050
352952,2050040708,4.0137,2050_2050-year-round,2050
352956,2050040712,4.0137,2050_2050-year-round,2050
352960,2050040716,4.0137,2050_2050-year-round,2050
352964,2050040720,4.0137,2050_2050-year-round,2050
352968,2050040800,4.0137,2050_2050-year-round,2050
352972,2050040804,4.0137,2050_2050-year-round,2050
352976,2050040808,4.0137,2050_2050-year-round,2050
352980,2050040812,4.0137,2050_2050-year-round,2050
352984,2050040816,4.0137,2050_2050-year-round,2050
352988,2050040820,4.0137,2050_2050-year-round,2050
352992,2050040900,4.0137,2050_2050-year-round,2050
352996,2050040904,4.0137,2050_2050-year-round,2050
353000,2050040908,4.0137,2050_2050-year-round,2050
353004,2050040912,4.0137,2050_2050-year-round,2050
353008,2050040916,4.0137,2050_2050-year-round,2050
353012,2050040920,4.0137,2050_2050-year-round,2050
353016,2050041000,4.0137,2050_2050-year-round,2050
353020,2050041004,4.0137,2050_2050-year-round,2050
353024,2050041008,4.0137,2050_2050-year-round,2050
353028,2050041012,4.0137,2050_2050-year-round,2050
353032,2050041016,4.0137,2050_2050-year-round,2050
353036,2050041020,4.0137,2050_2050-year-round,2050
353040,2050041100,4.0137,2050_2050-year-round,2050
353044,2050041104,4.0137,2050_2050-year-round,2050
353048,2050041108,4.0137,2050_2050-year-round,2050
353052,2050041112,4.0137,2050_2050-year-round,2050
353056,2050041116,4.0137,2050_2050-year-round,2050
353060,2050041120,4.0137,2050_2050-year-round,2050
353064,2050041200,4.0137,2050_2050-year-round,2050
353068,2050041204,4.0137,2050_2050-year-round,2050
353072,2050041208,4.0137,2050_2050-year-round,2050
353076,2050041212,4.0137,2050_2050-year-round,2050
353080,2050041216,4.0137,2050_2050-year-round,2050
353084,2050041220,4.0137,2050_2050-year-round,2050
353088,2050041300,4.0137,2050_2050-year-round,2050
353092,2050041304,4.0137,2050_2050-year-round,2050
353096,2050041308,4.0137,2050_2050-year-round,2050
353100,2050041312,4.0137,2050_2050-year-round,2050
353104,2050041316,4.0137,2050_2050-year-round,2050
353108,2050041320,4.0137,2050_2050-year-round,2050
353112,2050041400,4.0137,2050_2050-year-round,2050
353116,2050041404,4.0137,2050_2050-year-round,2050
353120,2050041408,4.0137,2050_2050-year-round,2050
353124,2050041412,4.0137,2050_2050-year-round,2050
353128,2050041416,4.0137,2050_2050-year-round,2050
353132,2050041420,4.0137,2050_2050-year-round,2050
353136,2050041500,4.0137,2050_2050-year-round,2050
353140,2050041504,4.0137,2050_2050-year-round,2050
353144,2050041508,4.0137,2050_2050-year-round,2050
353148,2050041512,4.0137,2050_2050-year-round,2050
353152,2050041516,4.0137,2050_2050-year-round,2050
353156,2050041520,4.0137,2050_2050-year-round,2050
353160,2050041600,4.0137,2050_2050-year-round,2050
353164,2050041604,4.0137,2050_2050-year-round,2050
353168,2050041608,4.0137,2050_2050-year-round,2050
353172,2050041612,4.0137,2050_2050-year-round,2050
353176,2050041616,4.0137,2050_2050-year-round,2050
353180,2050041620,4.0137,2050_2050-year-round,2050
353184,2050041700,4.0137,2050_2050-year-round,2050
353188,2050041704,4.0137,2050_2050-year-round,2050
353192,2050041708,4.0137,2050_2050-year-round,2050
353196,2050041712,4.0137,2050_2050-year-round,2050
353200,2050041716,4.0137,2050_2050-year-round,2050
353204,2050041720,4.0137,2050_2050-year-round,2050
353208,2050041800,4.0137,2050_2050-year-round,2050
353212,2050041804,4.0137,2050_2050-year-round,2050
353216,2050041808,4.0137,2050_2050-year-round,2050
353220,2050041812,4.0137,2050_2050-year-round,2050
353224,2050041816,4.0137,2050_2050-year-round,2050
353228,2050041820,4.0137,2050_2050-year-round,2050
353232,2050041900,4.0137,2050_2050-year-round,2050
353236,2050041904,4.0137,2050_2050-year-round,2050
353240,2050041908,4.0137,2050_2050-year-round,2050
353244,2050041912,4.0137,2050_2050-year-round,2050
353248,2050041916,4.0137,2050_2050-year-round,2050
353252,2050041920,4.0137,2050_2050-year-round,2050
353256,2050042000,4.0137,2050_2050-year-round,2050
353260,2050042004,4.0137,2050_2050-year-round,2050
353264,2050042008,4.0137,2050_2050-year-round,2050
353268,2050042012,4.0137,2050_2050-year-round,2050
353272,2050042016,4.0137,2050_2050-year-round,2050
353276,2050042020,4.0137,2050_2050-year-round,2050
353280,2050042100,4.0137,2050_2050-year-round,2050
353284,2050042104,4.0137,2050_2050-year-round,2050
353288,2050042108,4.0137,2050_2050-year-round,2050
353292,2050042112,4.0137,2050_2050-year-round,2050
353296,2050042116,4.0137,2050_2050-year-round,2050
353300,2050042120,4.0137,2050_2050-year-round,2050
353304,2050042200,4.0137,2050_2050-year-round,2050
353308,2050042204,4.0137,2050_2050-year-round,2050
353312,2050042208,4.0137,2050_2050-year-round,2050
353316,2050042212,4.0137,2050_2050-year-round,2050
353320,2050042216,4.0137,2050_2050-year-round,2050
353324,2050042220,4.0137,2050_2050-year-round,2050
353328,2050042300,4.0137,2050_2050-year-round,2050
353332,2050042304,4.0137,2050_2050-year-round,2050
353336,2050042308,4.0137,2050_2050-year-round,2050
353340,2050042312,4.0137,2050_2050-year-round,2050
353344,2050042316,4.0137,2050_2050-year-round,2050
353348,2050042320,4.0137,2050_2050-year-round,2050
353352,2050042400,4.0137,2050_2050-year-round,2050
353356,2050042404,4.0137,2050_2050-year-round,2050
353360,2050042408,4.0137,2050_2050-year-round,2050
353364,2050042412,4.0137,2050_2050-year-round,2050
353368,2050042416,4.0137,2050_2050-year-round,2050
353372,2050042420,4.0137,2050_2050-year-round,2050
353376,2050042500,4.0137,2050_2050-year-round,2050
353380,2050042504,4.0137,2050_2050-year-round,2050
353384,2050042508,4.0137,2050_2050-year-round,2050
353388,2050042512,4.0137,2050_2050-year-round,2050
353392,2050042516,4.0137,2050_2050-year-round,2050
353396,2050042520,4.0137,2050_2050-year-round,2050
353400,2050042600,4.0137,2050_2050-year-round,2050
353404,2050042604,4.0137,2050_2050-year-round,2050
353408,2050042608,4.0137,2050_2050-year-round,2050
353412,2050042612,4.0137,2050_2050-year-round,2050
353416,2050042616,4.0137,2050_2050-year-round,2050
353420,2050042620,4.0137,2050_2050-year-round,2050
353424,2050042700,4.0137,2050_2050-year-round,2050
353428,2050042704,4.0137,2050_2050-year-round,2050
353432,2050042708,4.0137,2050_2050-year-round,2050
353436,2050042712,4.0137,2050_2050-year-round,2050
353440,2050042716,4.0137,2050_2050-year-round,2050
353444,2050042720,4.0137,2050_2050-year-round,2050
353448,2050042800,4.0137,2050_2050-year-round,2050
353452,2050042804,4.0137,2050_2050-year-round,2050
353456,2050042808,4.0137,2050_2050-year-round,2050
353460,2050042812,4.0137,2050_2050-year-round,2050
353464,2050042816,4.0137,2050_2050-year-round,2050
353468,2050042820,4.0137,2050_2050-year-round,2050
353472,2050042900,4.0137,2050_2050-year-round,2050
353476,2050042904,4.0137,2050_2050-year-round,2050
353480,2050042908,4.0137,2050_2050-year-round,2050
353484,2050042912,4.0137,2050_2050-year-round,2050
353488,2050042916,4.0137,2050_2050-year-round,2050
353492,2050042920,4.0137,2050_2050-year-round,2050
353496,2050043000,4.0137,2050_2050-year-round,2050
353500,2050043004,4.0137,2050_2050-year-round,2050
353504,2050043008,4.0137,2050_2050-year-round,2050
353508,2050043012,4.0137,2050_2050-year-round,2050
353512,2050043016,4.0137,2050_2050-year-round,2050
353516,2050043020,4.0137,2050_2050-year-round,2050
353520,2050050100,4.0137,2050_2050-year-round,2050
353524,2050050104,4.0137,2050_2050-year-round,2050
353528,2050050108,4.0137,2050_2050-year-round,2050
353532,2050050112,4.0137,2050_2050-year-round,2050
353536,2050050116,4.0137,2050_2050-year-round,2050
353540,2050050120,4.0137,2050_2050-year-round,2050
353544,2050050200,4.0137,2050_2050-year-round,2050
353548,2050050204,4.0137,2050_2050-year-round,2050
353552,2050050208,4.0137,2050_2050-year-round,2050
353556,2050050212,4.0137,2050_2050-year-round,2050
353560,2050050216,4.0137,2050_2050-year-round,2050
353564,2050050220,4.0137,2050_2050-year-round,2050
353568,2050050300,4.0137,2050_2050-year-round,2050
353572,2050050304,4.0137,2050_2050-year-round,2050
353576,2050050308,4.0137,2050_2050-year-round,2050
353580,2050050312,4.0137,2050_2050-year-round,2050
353584,2050050316,4.0137,2050_2050-year-round,2050
353588,2050050320,4.0137,2050_2050-year-round,2050
353592,2050050400,4.0137,2050_2050-year-round,2050
353596,2050050404,4.0137,2050_2050-year-round,2050
353600,2050050408,4.0137,2050_2050-year-round,2050
353604,2050050412,4.0137,2050_2050-year-round,2050
353608,2050050416,4.0137,2050_2050-year-round,2050
353612,2050050420,4.0137,2050_2050-year-round,2050
353616,2050050500,4.0137,2050_2050-year-round,2050
353620,2050050504,4.0137,2050_2050-year-round,2050
353624,2050050508,4.0137,2050_2050-year-round,2050
353628,2050050512,4.0137,2050_2050-year-round,2050
353632,2050050516,4.0137,2050_2050-year-round,2050
353636,2050050520,4.0137,2050_2050-year-round,2050
353640,2050050600,4.0137,2050_2050-year-round,2050
353644,2050050604,4.0137,2050_2050-year-round,2050
353648,2050050608,4.0137,2050_2050-year-round,2050
353652,2050050612,4.0137,2050_2050-year-round,2050
353656,2050050616,4.0137,2050_2050-year-round,2050
353660,2050050620,4.0137,2050_2050-year-round,2050
353664,2050050700,4.0137,2050_2050-year-round,2050
353668,2050050704,4.0137,2050_2050-year-round,2050
353672,2050050708,4.0137,2050_2050-year-round,2050
353676,2050050712,4.0137,2050_2050-year-round,2050
353680,2050050716,4.0137,2050_2050-year-round,2050
353684,2050050720,4.0137,2050_2050-year-round,2050
353688,2050050800,4.0137,2050_2050-year-round,2050
353692,2050050804,4.0137,2050_2050-year-round,2050
353696,2050050808,4.0137,2050_2050-year-round,2050
353700,2050050812,4.0137,2050_2050-year-round,2050
353704,2050050816,4.0137,2050_2050-year-round,2050
353708,2050050820,4.0137,2050_2050-year-round,2050
353712,2050050900,4.0137,2050_2050-year-round,2050
353716,2050050904,4.0137,2050_2050-year-round,2050
353720,2050050908,4.0137,2050_2050-year-round,2050
353724,2050050912,4.0137,2050_2050-year-round,2050
353728,2050050916,4.0137,2050_2050-year-round,2050
353732,2050050920,4.0137,2050_2050-year-round,2050
353736,2050051000,4.0137,2050_2050-year-round,2050
353740,2050051004,4.0137,2050_2050-year-round,2050
353744,2050051008,4.0137,2050_2050-year-round,2050
353748,2050051012,4.0137,2050_2050-year-round,2050
353752,2050051016,4.0137,2050_2050-year-round,2050
353756,2050051020,4.0137,2050_2050-year-round,2050
353760,2050051100,4.0137,2050_2050-year-round,2050
353764,2050051104,4.0137,2050_2050-year-round,2050
353768,2050051108,4.0137,2050_2050-year-round,2050
353772,2050051112,4.0137,2050_2050-year-round,2050
353776,2050051116,4.0137,2050_2050-year-round,2050
353780,2050051120,4.0137,2050_2050-year-round,2050
353784,2050051200,4.0137,2050_2050-year-round,2050
353788,2050051204,4.0137,2050_2050-year-round,2050
353792,2050051208,4.0137,2050_2050-year-round,2050
353796,2050051212,4.0137,2050_2050-year-round,2050
353800,2050051216,4.0137,2050_2050-year-round,2050
353804,2050051220,4.0137,2050_2050-year-round,2050
353808,2050051300,4.0137,2050_2050-year-round,2050
353812,2050051304,4.0137,2050_2050-year-round,2050
353816,2050051308,4.0137,2050_2050-year-round,2050
353820,2050051312,4.0137,2050_2050-year-round,2050
353824,2050051316,4.0137,2050_2050-year-round,2050
353828,2050051320,4.0137,2050_2050-year-round,2050
353832,2050051400,4.0137,2050_2050-year-round,2050
353836,2050051404,4.0137,2050_2050-year-round,2050
353840,2050051408,4.0137,2050_2050-year-round,2050
353844,2050051412,4.0137,2050_2050-year-round,2050
353848,2050051416,4.0137,2050_2050-year-round,2050
353852,2050051420,4.0137,2050_2050-year-round,2050
353856,2050051500,4.0137,2050_2050-year-round,2050
353860,2050051504,4.0137,2050_2050-year-round,2050
353864,2050051508,4.0137,2050_2050-year-round,2050
353868,2050051512,4.0137,2050_2050-year-round,2050
353872,2050051516,4.0137,2050_2050-year-round,2050
353876,2050051520,4.0137,2050_2050-year-round,2050
353880,2050051600,4.0137,2050_2050-year-round,2050
353884,2050051604,4.0137,2050_2050-year-round,2050
353888,2050051608,4.0137,2050_2050-year-round,2050
353892,2050051612,4.0137,2050_2050-year-round,2050
353896,2050051616,4.0137,2050_2050-year-round,2050
353900,2050051620,4.0137,2050_2050-year-round,2050
353904,2050051700,4.0137,2050_2050-year-round,2050
353908,2050051704,4.0137,2050_2050-year-round,2050
353912,2050051708,4.0137,2050_2050-year-round,2050
353916,2050051712,4.0137,2050_2050-year-round,2050
353920,2050051716,4.0137,2050_2050-year-round,2050
353924,2050051720,4.0137,2050_2050-year-round,2050
353928,2050051800,4.0137,2050_2050-year-round,2050
353932,2050051804,4.0137,2050_2050-year-round,2050
353936,2050051808,4.0137,2050_2050-year-round,2050
353940,2050051812,4.0137,2050_2050-year-round,2050
353944,2050051816,4.0137,2050_2050-year-round,2050
353948,2050051820,4.0137,2050_2050-year-round,2050
353952,2050051900,4.0137,2050_2050-year-round,2050
353956,2050051904,4.0137,2050_2050-year-round,2050
353960,2050051908,4.0137,2050_2050-year-round,2050
353964,2050051912,4.0137,2050_2050-year-round,2050
353968,2050051916,4.0137,2050_2050-year-round,2050
353972,2050051920,4.0137,2050_2050-year-round,2050
353976,2050052000,4.0137,2050_2050-year-round,2050
353980,2050052004,4.0137,2050_2050-year-round,2050
353984,2050052008,4.0137,2050_2050-year-round,2050
353988,2050052012,4.0137,2050_2050-year-round,2050
353992,2050052016,4.0137,2050_2050-year-round,2050
353996,2050052020,4.0137,2050_2050-year-round,2050
354000,2050052100,4.0137,2050_2050-year-round,2050
354004,2050052104,4.0137,2050_2050-year-round,2050
354008,2050052108,4.0137,2050_2050-year-round,2050
354012,2050052112,4.0137,2050_2050-year-round,2050
354016,2050052116,4.0137,2050_2050-year-round,2050
354020,2050052120,4.0137,2050_2050-year-round,2050
354024,2050052200,4.0137,2050_2050-year-round,2050
354028,2050052204,4.0137,2050_2050-year-round,2050
354032,2050052208,4.0137,2050_2050-year-round,2050
354036,2050052212,4.0137,2050_2050-year-round,2050
354040,2050052216,4.0137,2050_2050-year-round,2050
354044,2050052220,4.0137,2050_2050-year-round,2050
354048,2050052300,4.0137,2050_2050-year-round,2050
354052,2050052304,4.0137,2050_2050-year-round,2050
354056,2050052308,4.0137,2050_2050-year-round,2050
354060,2050052312,4.0137,2050_2050-year-round,2050
354064,2050052316,4.0137,2050_2050-year-round,2050
354068,2050052320,4.0137,2050_2050-year-round,2050
354072,2050052400,4.0137,2050_2050-year-round,2050
354076,2050052404,4.0137,2050_2050-year-round,2050
354080,2050052408,4.0137,2050_2050-year-round,2050
354084,2050052412,4.0137,2050_2050-year-round,2050
354088,2050052416,4.0137,2050_2050-year-round,2050
354092,2050052420,4.0137,2050_2050-year-round,2050
354096,2050052500,4.0137,2050_2050-year-round,2050
354100,2050052504,4.0137,2050_2050-year-round,2050
354104,2050052508,4.0137,2050_2050-year-round,2050
354108,2050052512,4.0137,2050_2050-year-round,2050
354112,2050052516,4.0137,2050_2050-year-round,2050
354116,2050052520,4.0137,2050_2050-year-round,2050
354120,2050052600,4.0137,2050_2050-year-round,2050
354124,2050052604,4.0137,2050_2050-year-round,2050
354128,2050052608,4.0137,2050_2050-year-round,2050
354132,2050052612,4.0137,2050_2050-year-round,2050
354136,2050052616,4.0137,2050_2050-year-round,2050
354140,2050052620,4.0137,2050_2050-year-round,2050
354144,2050052700,4.0137,2050_2050-year-round,2050
354148,2050052704,4.0137,2050_2050-year-round,2050
354152,2050052708,4.0137,2050_2050-year-round,2050
354156,2050052712,4.0137,2050_2050-year-round,2050
354160,2050052716,4.0137,2050_2050-year-round,2050
354164,2050052720,4.0137,2050_2050-year-round,2050
354168,2050052800,4.0137,2050_2050-year-round,2050
354172,2050052804,4.0137,2050_2050-year-round,2050
354176,2050052808,4.0137,2050_2050-year-round,2050
354180,2050052812,4.0137,2050_2050-year-round,2050
354184,2050052816,4.0137,2050_2050-year-round,2050
354188,2050052820,4.0137,2050_2050-year-round,2050
354192,2050052900,4.0137,2050_2050-year-round,2050
354196,2050052904,4.0137,2050_2050-year-round,2050
354200,2050052908,4.0137,2050_2050-year-round,2050
354204,2050052912,4.0137,2050_2050-year-round,2050
354208,2050052916,4.0137,2050_2050-year-round,2050
354212,2050052920,4.0137,2050_2050-year-round,2050
354216,2050053000,4.0137,2050_2050-year-round,2050
354220,2050053004,4.0137,2050_2050-year-round,2050
354224,2050053008,4.0137,2050_2050-year-round,2050
354228,2050053012,4.0137,2050_2050-year-round,2050
354232,2050053016,4.0137,2050_2050-year-round,2050
354236,2050053020,4.0137,2050_2050-year-round,2050
354240,2050053100,4.0137,2050_2050-year-round,2050
354244,2050053104,4.0137,2050_2050-year-round,2050
354248,2050053108,4.0137,2050_2050-year-round,2050
354252,2050053112,4.0137,2050_2050-year-round,2050
354256,2050053116,4.0137,2050_2050-year-round,2050
354260,2050053120,4.0137,2050_2050-year-round,2050
354264,2050060100,4.0137,2050_2050-year-round,2050
354268,2050060104,4.0137,2050_2050-year-round,2050
354272,2050060108,4.0137,2050_2050-year-round,2050
354276,2050060112,4.0137,2050_2050-year-round,2050
354280,2050060116,4.0137,2050_2050-year-round,2050
354284,2050060120,4.0137,2050_2050-year-round,2050
354288,2050060200,4.0137,2050_2050-year-round,2050
354292,2050060204,4.0137,2050_2050-year-round,2050
354296,2050060208,4.0137,2050_2050-year-round,2050
354300,2050060212,4.0137,2050_2050-year-round,2050
354304,2050060216,4.0137,2050_2050-year-round,2050
354308,2050060220,4.0137,2050_2050-year-round,2050
354312,2050060300,4.0137,2050_2050-year-round,2050
354316,2050060304,4.0137,2050_2050-year-round,2050
354320,2050060308,4.0137,2050_2050-year-round,2050
354324,2050060312,4.0137,2050_2050-year-round,2050
354328,2050060316,4.0137,2050_2050-year-round,2050
354332,2050060320,4.0137,2050_2050-year-round,2050
354336,2050060400,4.0137,2050_2050-year-round,2050
354340,2050060404,4.0137,2050_2050-year-round,2050
354344,2050060408,4.0137,2050_2050-year-round,2050
354348,2050060412,4.0137,2050_2050-year-round,2050
354352,2050060416,4.0137,2050_2050-year-round,2050
354356,2050060420,4.0137,2050_2050-year-round,2050
354360,2050060500,4.0137,2050_2050-year-round,2050
354364,2050060504,4.0137,2050_2050-year-round,2050
354368,2050060508,4.0137,2050_2050-year-round,2050
354372,2050060512,4.0137,2050_2050-year-round,2050
354376,2050060516,4.0137,2050_2050-year-round,2050
354380,2050060520,4.0137,2050_2050-year-round,2050
354384,2050060600,4.0137,2050_2050-year-round,2050
354388,2050060604,4.0137,2050_2050-year-round,2050
354392,2050060608,4.0137,2050_2050-year-round,2050
354396,2050060612,4.0137,2050_2050-year-round,2050
354400,2050060616,4.0137,2050_2050-year-round,2050
354404,2050060620,4.0137,2050_2050-year-round,2050
354408,2050060700,4.0137,2050_2050-year-round,2050
354412,2050060704,4.0137,2050_2050-year-round,2050
354416,2050060708,4.0137,2050_2050-year-round,2050
354420,2050060712,4.0137,2050_2050-year-round,2050
354424,2050060716,4.0137,2050_2050-year-round,2050
354428,2050060720,4.0137,2050_2050-year-round,2050
354432,2050060800,4.0137,2050_2050-year-round,2050
354436,2050060804,4.0137,2050_2050-year-round,2050
354440,2050060808,4.0137,2050_2050-year-round,2050
354444,2050060812,4.0137,2050_2050-year-round,2050
354448,2050060816,4.0137,2050_2050-year-round,2050
354452,2050060820,4.0137,2050_2050-year-round,2050
354456,2050060900,4.0137,2050_2050-year-round,2050
354460,2050060904,4.0137,2050_2050-year-round,2050
354464,2050060908,4.0137,2050_2050-year-round,2050
354468,2050060912,4.0137,2050_2050-year-round,2050
354472,2050060916,4.0137,2050_2050-year-round,2050
354476,2050060920,4.0137,2050_2050-year-round,2050
354480,2050061000,4.0137,2050_2050-year-round,2050
354484,2050061004,4.0137,2050_2050-year-round,2050
354488,2050061008,4.0137,2050_2050-year-round,2050
354492,2050061012,4.0137,2050_2050-year-round,2050
354496,2050061016,4.0137,2050_2050-year-round,2050
354500,2050061020,4.0137,2050_2050-year-round,2050
354504,2050061100,4.0137,2050_2050-year-round,2050
354508,2050061104,4.0137,2050_2050-year-round,2050
354512,2050061108,4.0137,2050_2050-year-round,2050
354516,2050061112,4.0137,2050_2050-year-round,2050
354520,2050061116,4.0137,2050_2050-year-round,2050
354524,2050061120,4.0137,2050_2050-year-round,2050
354528,2050061200,4.0137,2050_2050-year-round,2050
354532,2050061204,4.0137,2050_2050-year-round,2050
354536,2050061208,4.0137,2050_2050-year-round,2050
354540,2050061212,4.0137,2050_2050-year-round,2050
354544,2050061216,4.0137,2050_2050-year-round,2050
354548,2050061220,4.0137,2050_2050-year-round,2050
354552,2050061300,4.0137,2050_2050-year-round,2050
354556,2050061304,4.0137,2050_2050-year-round,2050
354560,2050061308,4.0137,2050_2050-year-round,2050
354564,2050061312,4.0137,2050_2050-year-round,2050
354568,2050061316,4.0137,2050_2050-year-round,2050
354572,2050061320,4.0137,2050_2050-year-round,2050
354576,2050061400,4.0137,2050_2050-year-round,2050
354580,2050061404,4.0137,2050_2050-year-round,2050
354584,2050061408,4.0137,2050_2050-year-round,2050
354588,2050061412,4.0137,2050_2050-year-round,2050
354592,2050061416,4.0137,2050_2050-year-round,2050
354596,2050061420,4.0137,2050_2050-year-round,2050
354600,2050061500,4.0137,2050_2050-year-round,2050
354604,2050061504,4.0137,2050_2050-year-round,2050
354608,2050061508,4.0137,2050_2050-year-round,2050
354612,2050061512,4.0137,2050_2050-year-round,2050
354616,2050061516,4.0137,2050_2050-year-round,2050
354620,2050061520,4.0137,2050_2050-year-round,2050
354624,2050061600,4.0137,2050_2050-year-round,2050
354628,2050061604,4.0137,2050_2050-year-round,2050
354632,2050061608,4.0137,2050_2050-year-round,2050
354636,2050061612,4.0137,2050_2050-year-round,2050
354640,2050061616,4.0137,2050_2050-year-round,2050
354644,2050061620,4.0137,2050_2050-year-round,2050
354648,2050061700,4.0137,2050_2050-year-round,2050
354652,2050061704,4.0137,2050_2050-year-round,2050
354656,2050061708,4.0137,2050_2050-year-round,2050
354660,2050061712,4.0137,2050_2050-year-round,2050
354664,2050061716,4.0137,2050_2050-year-round,2050
354668,2050061720,4.0137,2050_2050-year-round,2050
354672,2050061800,4.0137,2050_2050-year-round,2050
354676,2050061804,4.0137,2050_2050-year-round,2050
354680,2050061808,4.0137,2050_2050-year-round,2050
354684,2050061812,4.0137,2050_2050-year-round,2050
354688,2050061816,4.0137,2050_2050-year-round,2050
354692,2050061820,4.0137,2050_2050-year-round,2050
354696,2050061900,4.0137,2050_2050-year-round,2050
354700,2050061904,4.0137,2050_2050-year-round,2050
354704,2050061908,4.0137,2050_2050-year-round,2050
354708,2050061912,4.0137,2050_2050-year-round,2050
354712,2050061916,4.0137,2050_2050-year-round,2050
354716,2050061920,4.0137,2050_2050-year-round,2050
354720,2050062000,4.0137,2050_2050-year-round,2050
354724,2050062004,4.0137,2050_2050-year-round,2050
354728,2050062008,4.0137,2050_2050-year-round,2050
354732,2050062012,4.0137,2050_2050-year-round,2050
354736,2050062016,4.0137,2050_2050-year-round,2050
354740,2050062020,4.0137,2050_2050-year-round,2050
354744,2050062100,4.0137,2050_2050-year-round,2050
354748,2050062104,4.0137,2050_2050-year-round,2050
354752,2050062108,4.0137,2050_2050-year-round,2050
354756,2050062112,4.0137,2050_2050-year-round,2050
354760,2050062116,4.0137,2050_2050-year-round,2050
354764,2050062120,4.0137,2050_2050-year-round,2050
354768,2050062200,4.0137,2050_2050-year-round,2050
354772,2050062204,4.0137,2050_2050-year-round,2050
354776,2050062208,4.0137,2050_2050-year-round,2050
354780,2050062212,4.0137,2050_2050-year-round,2050
354784,2050062216,4.0137,2050_2050-year-round,2050
354788,2050062220,4.0137,2050_2050-year-round,2050
354792,2050062300,4.0137,2050_2050-year-round,2050
354796,2050062304,4.0137,2050_2050-year-round,2050
354800,2050062308,4.0137,2050_2050-year-round,2050
354804,2050062312,4.0137,2050_2050-year-round,2050
354808,2050062316,4.0137,2050_2050-year-round,2050
354812,2050062320,4.0137,2050_2050-year-round,2050
354816,2050062400,4.0137,2050_2050-year-round,2050
354820,2050062404,4.0137,2050_2050-year-round,2050
354824,2050062408,4.0137,2050_2050-year-round,2050
354828,2050062412,4.0137,2050_2050-year-round,2050
354832,2050062416,4.0137,2050_2050-year-round,2050
354836,2050062420,4.0137,2050_2050-year-round,2050
354840,2050062500,4.0137,2050_2050-year-round,2050
354844,2050062504,4.0137,2050_2050-year-round,2050
354848,2050062508,4.0137,2050_2050-year-round,2050
354852,2050062512,4.0137,2050_2050-year-round,2050
354856,2050062516,4.0137,2050_2050-year-round,2050
354860,2050062520,4.0137,2050_2050-year-round,2050
354864,2050062600,4.0137,2050_2050-year-round,2050
354868,2050062604,4.0137,2050_2050-year-round,2050
354872,2050062608,4.0137,2050_2050-year-round,2050
354876,2050062612,4.0137,2050_2050-year-round,2050
354880,2050062616,4.0137,2050_2050-year-round,2050
354884,2050062620,4.0137,2050_2050-year-round,2050
354888,2050062700,4.0137,2050_2050-year-round,2050
354892,2050062704,4.0137,2050_2050-year-round,2050
354896,2050062708,4.0137,2050_2050-year-round,2050
354900,2050062712,4.0137,2050_2050-year-round,2050
354904,2050062716,4.0137,2050_2050-year-round,2050
354908,2050062720,4.0137,2050_2050-year-round,2050
354912,2050062800,4.0137,2050_2050-year-round,2050
354916,2050062804,4.0137,2050_2050-year-round,2050
354920,2050062808,4.0137,2050_2050-year-round,2050
354924,2050062812,4.0137,2050_2050-year-round,2050
354928,2050062816,4.0137,2050_2050-year-round,2050
354932,2050062820,4.0137,2050_2050-year-round,2050
354936,2050062900,4.0137,2050_2050-year-round,2050
354940,2050062904,4.0137,2050_2050-year-round,2050
