timepoint,timestamp,hours_per_year,timeseries,period
354944,2050062908,4.0137,2050_2050-year-round,2050
354948,2050062912,4.0137,2050_2050-year-round,2050
354952,2050062916,4.0137,2050_2050-year-round,2050
354956,2050062920,4.0137,2050_2050-year-round,2050
354960,2050063000,4.0137,2050_2050-year-round,2050
354964,2050063004,4.0137,2050_2050-year-round,2050
354968,2050063008,4.0137,2050_2050-year-round,2050
354972,2050063012,4.0137,2050_2050-year-round,2050
354976,2050063016,4.0137,2050_2050-year-round,2050
354980,2050063020,4.0137,2050_2050-year-round,2050
354984,2050070100,4.0137,2050_2050-year-round,2050
354988,2050070104,4.0137,2050_2050-year-round,2050
354992,2050070108,4.0137,2050_2050-year-round,2050
354996,2050070112,4.0137,2050_2050-year-round,2050
355000,2050070116,4.0137,2050_2050-year-round,2050
355004,2050070120,4.0137,2050_2050-year-round,2050
355008,2050070200,4.0137,2050_2050-year-round,2050
355012,2050070204,4.0137,2050_2050-year-round,2050
355016,2050070208,4.0137,2050_2050-year-round,2050
355020,2050070212,4.0137,2050_2050-year-round,2050
355024,2050070216,4.0137,2050_2050-year-round,2050
355028,2050070220,4.0137,2050_2050-year-round,2050
355032,2050070300,4.0137,2050_2050-year-round,2050
355036,2050070304,4.0137,2050_2050-year-round,2050
355040,2050070308,4.0137,2050_2050-year-round,2050
355044,2050070312,4.0137,2050_2050-year-round,2050
355048,2050070316,4.0137,2050_2050-year-round,2050
355052,2050070320,4.0137,2050_2050-year-round,2050
355056,2050070400,4.0137,2050_2050-year-round,2050
355060,2050070404,4.0137,2050_2050-year-round,2050
355064,2050070408,4.0137,2050_2050-year-round,2050
355068,2050070412,4.0137,2050_2050-year-round,2050
355072,2050070416,4.0137,2050_2050-year-round,2050
355076,2050070420,4.0137,2050_2050-year-round,2050
355080,2050070500,4.0137,2050_2050-year-round,2050
355084,2050070504,4.0137,2050_2050-year-round,2050
355088,2050070508,4.0137,2050_2050-year-round,2050
355092,2050070512,4.0137,2050_2050-year-round,2050
355096,2050070516,4.0137,2050_2050-year-round,2050
355100,2050070520,4.0137,2050_2050-year-round,2050
355104,2050070600,4.0137,2050_2050-year-round,2050
355108,2050070604,4.0137,2050_2050-year-round,2050
355112,2050070608,4.0137,2050_2050-year-round,2050
355116,2050070612,4.0137,2050_2050-year-round,2050
355120,2050070616,4.0137,2050_2050-year-round,2050
355124,2050070620,4.0137,2050_2050-year-round,2050
355128,2050070700,4.0137,2050_2050-year-round,2050
355132,2050070704,4.0137,2050_2050-year-round,2050
355136,2050070708,4.0137,2050_2050-year-round,2050
355140,2050070712,4.0137,2050_2050-year-round,2050
355144,2050070716,4.0137,2050_2050-year-round,2050
355148,2050070720,4.0137,2050_2050-year-round,2050
355152,2050070800,4.0137,2050_2050-year-round,2050
355156,2050070804,4.0137,2050_2050-year-round,2050
355160,2050070808,4.0137,2050_2050-year-round,2050
355164,2050070812,4.0137,2050_2050-year-round,2050
355168,2050070816,4.0137,2050_2050-year-round,2050
355172,2050070820,4.0137,2050_2050-year-round,2050
355176,2050070900,4.0137,2050_2050-year-round,2050
355180,2050070904,4.0137,2050_2050-year-round,2050
355184,2050070908,4.0137,2050_2050-year-round,2050
355188,2050070912,4.0137,2050_2050-year-round,2050
355192,2050070916,4.0137,2050_2050-year-round,2050
355196,2050070920,4.0137,2050_2050-year-round,2050
355200,2050071000,4.0137,2050_2050-year-round,2050
355204,2050071004,4.0137,2050_2050-year-round,2050
355208,2050071008,4.0137,2050_2050-year-round,2050
355212,2050071012,4.0137,2050_2050-year-round,2050
355216,2050071016,4.0137,2050_2050-year-round,2050
355220,2050071020,4.0137,2050_2050-year-round,2050
355224,2050071100,4.0137,2050_2050-year-round,2050
355228,2050071104,4.0137,2050_2050-year-round,2050
355232,2050071108,4.0137,2050_2050-year-round,2050
355236,2050071112,4.0137,2050_2050-year-round,2050
355240,2050071116,4.0137,2050_2050-year-round,2050
355244,2050071120,4.0137,2050_2050-year-round,2050
355248,2050071200,4.0137,2050_2050-year-round,2050
355252,2050071204,4.0137,2050_2050-year-round,2050
355256,2050071208,4.0137,2050_2050-year-round,2050
355260,2050071212,4.0137,2050_2050-year-round,2050
355264,2050071216,4.0137,2050_2050-year-round,2050
355268,2050071220,4.0137,2050_2050-year-round,2050
355272,2050071300,4.0137,2050_2050-year-round,2050
355276,2050071304,4.0137,2050_2050-year-round,2050
355280,2050071308,4.0137,2050_2050-year-round,2050
355284,2050071312,4.0137,2050_2050-year-round,2050
355288,2050071316,4.0137,2050_2050-year-round,2050
355292,2050071320,4.0137,2050_2050-year-round,2050
355296,2050071400,4.0137,2050_2050-year-round,2050
355300,2050071404,4.0137,2050_2050-year-round,2050
355304,2050071408,4.0137,2050_2050-year-round,2050
355308,2050071412,4.0137,2050_2050-year-round,2050
355312,2050071416,4.0137,2050_2050-year-round,2050
355316,2050071420,4.0137,2050_2050-year-round,2050
355320,2050071500,4.0137,2050_2050-year-round,2050
355324,2050071504,4.0137,2050_2050-year-round,2050
355328,2050071508,4.0137,2050_2050-year-round,2050
355332,2050071512,4.0137,2050_2050-year-round,2050
355336,2050071516,4.0137,2050_2050-year-round,2050
355340,2050071520,4.0137,2050_2050-year-round,2050
355344,2050071600,4.0137,2050_2050-year-round,2050
355348,2050071604,4.0137,2050_2050-year-round,2050
355352,2050071608,4.0137,2050_2050-year-round,2050
355356,2050071612,4.0137,2050_2050-year-round,2050
355360,2050071616,4.0137,2050_2050-year-round,2050
355364,2050071620,4.0137,2050_2050-year-round,2050
355368,2050071700,4.0137,2050_2050-year-round,2050
355372,2050071704,4.0137,2050_2050-year-round,2050
355376,2050071708,4.0137,2050_2050-year-round,2050
355380,2050071712,4.0137,2050_2050-year-round,2050
355384,2050071716,4.0137,2050_2050-year-round,2050
355388,2050071720,4.0137,2050_2050-year-round,2050
355392,2050071800,4.0137,2050_2050-year-round,2050
355396,2050071804,4.0137,2050_2050-year-round,2050
355400,2050071808,4.0137,2050_2050-year-round,2050
355404,2050071812,4.0137,2050_2050-year-round,2050
355408,2050071816,4.0137,2050_2050-year-round,2050
355412,2050071820,4.0137,2050_2050-year-round,2050
355416,2050071900,4.0137,2050_2050-year-round,2050
355420,2050071904,4.0137,2050_2050-year-round,2050
355424,2050071908,4.0137,2050_2050-year-round,2050
355428,2050071912,4.0137,2050_2050-year-round,2050
355432,2050071916,4.0137,2050_2050-year-round,2050
355436,2050071920,4.0137,2050_2050-year-round,2050
355440,2050072000,4.0137,2050_2050-year-round,2050
355444,2050072004,4.0137,2050_2050-year-round,2050
355448,2050072008,4.0137,2050_2050-year-round,2050
355452,2050072012,4.0137,2050_2050-year-round,2050
355456,2050072016,4.0137,2050_2050-year-round,2050
355460,2050072020,4.0137,2050_2050-year-round,2050
355464,2050072100,4.0137,2050_2050-year-round,2050
355468,2050072104,4.0137,2050_2050-year-round,2050
355472,2050072108,4.0137,2050_2050-year-round,2050
355476,2050072112,4.0137,2050_2050-year-round,2050
355480,2050072116,4.0137,2050_2050-year-round,2050
355484,2050072120,4.0137,2050_2050-year-round,2050
355488,2050072200,4.0137,2050_2050-year-round,2050
355492,2050072204,4.0137,2050_2050-year-round,2050
355496,2050072208,4.0137,2050_2050-year-round,2050
355500,2050072212,4.0137,2050_2050-year-round,2050
355504,2050072216,4.0137,2050_2050-year-round,2050
355508,2050072220,4.0137,2050_2050-year-round,2050
355512,2050072300,4.0137,2050_2050-year-round,2050
355516,2050072304,4.0137,2050_2050-year-round,2050
355520,2050072308,4.0137,2050_2050-year-round,2050
355524,2050072312,4.0137,2050_2050-year-round,2050
355528,2050072316,4.0137,2050_2050-year-round,2050
355532,2050072320,4.0137,2050_2050-year-round,2050
355536,2050072400,4.0137,2050_2050-year-round,2050
355540,2050072404,4.0137,2050_2050-year-round,2050
355544,2050072408,4.0137,2050_2050-year-round,2050
355548,2050072412,4.0137,2050_2050-year-round,2050
355552,2050072416,4.0137,2050_2050-year-round,2050
355556,2050072420,4.0137,2050_2050-year-round,2050
355560,2050072500,4.0137,2050_2050-year-round,2050
355564,2050072504,4.0137,2050_2050-year-round,2050
355568,2050072508,4.0137,2050_2050-year-round,2050
355572,2050072512,4.0137,2050_2050-year-round,2050
355576,2050072516,4.0137,2050_2050-year-round,2050
355580,2050072520,4.0137,2050_2050-year-round,2050
355584,2050072600,4.0137,2050_2050-year-round,2050
355588,2050072604,4.0137,2050_2050-year-round,2050
355592,2050072608,4.0137,2050_2050-year-round,2050
355596,2050072612,4.0137,2050_2050-year-round,2050
355600,2050072616,4.0137,2050_2050-year-round,2050
355604,2050072620,4.0137,2050_2050-year-round,2050
355608,2050072700,4.0137,2050_2050-year-round,2050
355612,2050072704,4.0137,2050_2050-year-round,2050
355616,2050072708,4.0137,2050_2050-year-round,2050
355620,2050072712,4.0137,2050_2050-year-round,2050
355624,2050072716,4.0137,2050_2050-year-round,2050
355628,2050072720,4.0137,2050_2050-year-round,2050
355632,2050072800,4.0137,2050_2050-year-round,2050
355636,2050072804,4.0137,2050_2050-year-round,2050
355640,2050072808,4.0137,2050_2050-year-round,2050
355644,2050072812,4.0137,2050_2050-year-round,2050
355648,2050072816,4.0137,2050_2050-year-round,2050
355652,2050072820,4.0137,2050_2050-year-round,2050
355656,2050072900,4.0137,2050_2050-year-round,2050
355660,2050072904,4.0137,2050_2050-year-round,2050
355664,2050072908,4.0137,2050_2050-year-round,2050
355668,2050072912,4.0137,2050_2050-year-round,2050
355672,2050072916,4.0137,2050_2050-year-round,2050
355676,2050072920,4.0137,2050_2050-year-round,2050
355680,2050073000,4.0137,2050_2050-year-round,2050
355684,2050073004,4.0137,2050_2050-year-round,2050
355688,2050073008,4.0137,2050_2050-year-round,2050
355692,2050073012,4.0137,2050_2050-year-round,2050
355696,2050073016,4.0137,2050_2050-year-round,2050
355700,2050073020,4.0137,2050_2050-year-round,2050
355704,2050073100,4.0137,2050_2050-year-round,2050
355708,2050073104,4.0137,2050_2050-year-round,2050
355712,2050073108,4.0137,2050_2050-year-round,2050
355716,2050073112,4.0137,2050_2050-year-round,2050
355720,2050073116,4.0137,2050_2050-year-round,2050
355724,2050073120,4.0137,2050_2050-year-round,2050
355728,2050080100,4.0137,2050_2050-year-round,2050
355732,2050080104,4.0137,2050_2050-year-round,2050
355736,2050080108,4.0137,2050_2050-year-round,2050
355740,2050080112,4.0137,2050_2050-year-round,2050
355744,2050080116,4.0137,2050_2050-year-round,2050
355748,2050080120,4.0137,2050_2050-year-round,2050
355752,2050080200,4.0137,2050_2050-year-round,2050
355756,2050080204,4.0137,2050_2050-year-round,2050
355760,2050080208,4.0137,2050_2050-year-round,2050
355764,2050080212,4.0137,2050_2050-year-round,2050
355768,2050080216,4.0137,2050_2050-year-round,2050
355772,2050080220,4.0137,2050_2050-year-round,2050
355776,2050080300,4.0137,2050_2050-year-round,2050
355780,2050080304,4.0137,2050_2050-year-round,2050
355784,2050080308,4.0137,2050_2050-year-round,2050
355788,2050080312,4.0137,2050_2050-year-round,2050
355792,2050080316,4.0137,2050_2050-year-round,2050
355796,2050080320,4.0137,2050_2050-year-round,2050
355800,2050080400,4.0137,2050_2050-year-round,2050
355804,2050080404,4.0137,2050_2050-year-round,2050
355808,2050080408,4.0137,2050_2050-year-round,2050
355812,2050080412,4.0137,2050_2050-year-round,2050
355816,2050080416,4.0137,2050_2050-year-round,2050
355820,2050080420,4.0137,2050_2050-year-round,2050
355824,2050080500,4.0137,2050_2050-year-round,2050
355828,2050080504,4.0137,2050_2050-year-round,2050
355832,2050080508,4.0137,2050_2050-year-round,2050
355836,2050080512,4.0137,2050_2050-year-round,2050
355840,2050080516,4.0137,2050_2050-year-round,2050
355844,2050080520,4.0137,2050_2050-year-round,2050
355848,2050080600,4.0137,2050_2050-year-round,2050
355852,2050080604,4.0137,2050_2050-year-round,2050
355856,2050080608,4.0137,2050_2050-year-round,2050
355860,2050080612,4.0137,2050_2050-year-round,2050
355864,2050080616,4.0137,2050_2050-year-round,2050
355868,2050080620,4.0137,2050_2050-year-round,2050
355872,2050080700,4.0137,2050_2050-year-round,2050
355876,2050080704,4.0137,2050_2050-year-round,2050
355880,2050080708,4.0137,2050_2050-year-round,2050
355884,2050080712,4.0137,2050_2050-year-round,2050
355888,2050080716,4.0137,2050_2050-year-round,2050
355892,2050080720,4.0137,2050_2050-year-round,2050
355896,2050080800,4.0137,2050_2050-year-round,2050
355900,2050080804,4.0137,2050_2050-year-round,2050
355904,2050080808,4.0137,2050_2050-year-round,2050
355908,2050080812,4.0137,2050_2050-year-round,2050
355912,2050080816,4.0137,2050_2050-year-round,2050
355916,2050080820,4.0137,2050_2050-year-round,2050
355920,2050080900,4.0137,2050_2050-year-round,2050
355924,2050080904,4.0137,2050_2050-year-round,2050
355928,2050080908,4.0137,2050_2050-year-round,2050
355932,2050080912,4.0137,2050_2050-year-round,2050
355936,2050080916,4.0137,2050_2050-year-round,2050
355940,2050080920,4.0137,2050_2050-year-round,2050
355944,2050081000,4.0137,2050_2050-year-round,2050
355948,2050081004,4.0137,2050_2050-year-round,2050
355952,2050081008,4.0137,2050_2050-year-round,2050
355956,2050081012,4.0137,2050_2050-year-round,2050
355960,2050081016,4.0137,2050_2050-year-round,2050
355964,2050081020,4.0137,2050_2050-year-round,2050
355968,2050081100,4.0137,2050_2050-year-round,2050
355972,2050081104,4.0137,2050_2050-year-round,2050
355976,2050081108,4.0137,2050_2050-year-round,2050
355980,2050081112,4.0137,2050_2050-year-round,2050
355984,2050081116,4.0137,2050_2050-year-round,2050
355988,2050081120,4.0137,2050_2050-year-round,2050
355992,2050081200,4.0137,2050_2050-year-round,2050
355996,2050081204,4.0137,2050_2050-year-round,2050
356000,2050081208,4.0137,2050_2050-year-round,2050
356004,2050081212,4.0137,2050_2050-year-round,2050
356008,2050081216,4.0137,2050_2050-year-round,2050
356012,2050081220,4.0137,2050_2050-year-round,2050
356016,2050081300,4.0137,2050_2050-year-round,2050
356020,2050081304,4.0137,2050_2050-year-round,2050
356024,2050081308,4.0137,2050_2050-year-round,2050
356028,2050081312,4.0137,2050_2050-year-round,2050
356032,2050081316,4.0137,2050_2050-year-round,2050
356036,2050081320,4.0137,2050_2050-year-round,2050
356040,2050081400,4.0137,2050_2050-year-round,2050
356044,2050081404,4.0137,2050_2050-year-round,2050
356048,2050081408,4.0137,2050_2050-year-round,2050
356052,2050081412,4.0137,2050_2050-year-round,2050
356056,2050081416,4.0137,2050_2050-year-round,2050
356060,2050081420,4.0137,2050_2050-year-round,2050
356064,2050081500,4.0137,2050_2050-year-round,2050
356068,2050081504,4.0137,2050_2050-year-round,2050
356072,2050081508,4.0137,2050_2050-year-round,2050
356076,2050081512,4.0137,2050_2050-year-round,2050
356080,2050081516,4.0137,2050_2050-year-round,2050
356084,2050081520,4.0137,2050_2050-year-round,2050
356088,2050081600,4.0137,2050_2050-year-round,2050
356092,2050081604,4.0137,2050_2050-year-round,2050
356096,2050081608,4.0137,2050_2050-year-round,2050
356100,2050081612,4.0137,2050_2050-year-round,2050
356104,2050081616,4.0137,2050_2050-year-round,2050
356108,2050081620,4.0137,2050_2050-year-round,2050
356112,2050081700,4.0137,2050_2050-year-round,2050
356116,2050081704,4.0137,2050_2050-year-round,2050
356120,2050081708,4.0137,2050_2050-year-round,2050
356124,2050081712,4.0137,2050_2050-year-round,2050
356128,2050081716,4.0137,2050_2050-year-round,2050
356132,2050081720,4.0137,2050_2050-year-round,2050
356136,2050081800,4.0137,2050_2050-year-round,2050
356140,2050081804,4.0137,2050_2050-year-round,2050
356144,2050081808,4.0137,2050_2050-year-round,2050
356148,2050081812,4.0137,2050_2050-year-round,2050
356152,2050081816,4.0137,2050_2050-year-round,2050
356156,2050081820,4.0137,2050_2050-year-round,2050
356160,2050081900,4.0137,2050_2050-year-round,2050
356164,2050081904,4.0137,2050_2050-year-round,2050
356168,2050081908,4.0137,2050_2050-year-round,2050
356172,2050081912,4.0137,2050_2050-year-round,2050
356176,2050081916,4.0137,2050_2050-year-round,2050
356180,2050081920,4.0137,2050_2050-year-round,2050
356184,2050082000,4.0137,2050_2050-year-round,2050
356188,2050082004,4.0137,2050_2050-year-round,2050
356192,2050082008,4.0137,2050_2050-year-round,2050
356196,2050082012,4.0137,2050_2050-year-round,2050
356200,2050082016,4.0137,2050_2050-year-round,2050
356204,2050082020,4.0137,2050_2050-year-round,2050
356208,2050082100,4.0137,2050_2050-year-round,2050
356212,2050082104,4.0137,2050_2050-year-round,2050
356216,2050082108,4.0137,2050_2050-year-round,2050
356220,2050082112,4.0137,2050_2050-year-round,2050
356224,2050082116,4.0137,2050_2050-year-round,2050
356228,2050082120,4.0137,2050_2050-year-round,2050
356232,2050082200,4.0137,2050_2050-year-round,2050
356236,2050082204,4.0137,2050_2050-year-round,2050
356240,2050082208,4.0137,2050_2050-year-round,2050
356244,2050082212,4.0137,2050_2050-year-round,2050
356248,2050082216,4.0137,2050_2050-year-round,2050
356252,2050082220,4.0137,2050_2050-year-round,2050
356256,2050082300,4.0137,2050_2050-year-round,2050
356260,2050082304,4.0137,2050_2050-year-round,2050
356264,2050082308,4.0137,2050_2050-year-round,2050
356268,2050082312,4.0137,2050_2050-year-round,2050
356272,2050082316,4.0137,2050_2050-year-round,2050
356276,2050082320,4.0137,2050_2050-year-round,2050
356280,2050082400,4.0137,2050_2050-year-round,2050
356284,2050082404,4.0137,2050_2050-year-round,2050
356288,2050082408,4.0137,2050_2050-year-round,2050
356292,2050082412,4.0137,2050_2050-year-round,2050
356296,2050082416,4.0137,2050_2050-year-round,2050
356300,2050082420,4.0137,2050_2050-year-round,2050
356304,2050082500,4.0137,2050_2050-year-round,2050
356308,2050082504,4.0137,2050_2050-year-round,2050
356312,2050082508,4.0137,2050_2050-year-round,2050
356316,2050082512,4.0137,2050_2050-year-round,2050
356320,2050082516,4.0137,2050_2050-year-round,2050
356324,2050082520,4.0137,2050_2050-year-round,2050
356328,2050082600,4.0137,2050_2050-year-round,2050
356332,2050082604,4.0137,2050_2050-year-round,2050
356336,2050082608,4.0137,2050_2050-year-round,2050
356340,2050082612,4.0137,2050_2050-year-round,2050
356344,2050082616,4.0137,2050_2050-year-round,2050
356348,2050082620,4.0137,2050_2050-year-round,2050
356352,2050082700,4.0137,2050_2050-year-round,2050
356356,2050082704,4.0137,2050_2050-year-round,2050
356360,2050082708,4.0137,2050_2050-year-round,2050
356364,2050082712,4.0137,2050_2050-year-round,2050
356368,2050082716,4.0137,2050_2050-year-round,2050
356372,2050082720,4.0137,2050_2050-year-round,2050
356376,2050082800,4.0137,2050_2050-year-round,2050
356380,2050082804,4.0137,2050_2050-year-round,2050
356384,2050082808,4.0137,2050_2050-year-round,2050
356388,2050082812,4.0137,2050_2050-year-round,2050
356392,2050082816,4.0137,2050_2050-year-round,2050
356396,2050082820,4.0137,2050_2050-year-round,2050
356400,2050082900,4.0137,2050_2050-year-round,2050
356404,2050082904,4.0137,2050_2050-year-round,2050
356408,2050082908,4.0137,2050_2050-year-round,2050
356412,2050082912,4.0137,2050_2050-year-round,2050
356416,2050082916,4.0137,2050_2050-year-round,2050
356420,2050082920,4.0137,2050_2050-year-round,2050
356424,2050083000,4.0137,2050_2050-year-round,2050
356428,2050083004,4.0137,2050_2050-year-round,2050
356432,2050083008,4.0137,2050_2050-year-round,2050
356436,2050083012,4.0137,2050_2050-year-round,2050
356440,2050083016,4.0137,2050_2050-year-round,2050
356444,2050083020,4.0137,2050_2050-year-round,2050
356448,2050083100,4.0137,2050_2050-year-round,2050
356452,2050083104,4.0137,2050_2050-year-round,2050
356456,2050083108,4.0137,2050_2050-year-round,2050
356460,2050083112,4.0137,2050_2050-year-round,2050
356464,2050083116,4.0137,2050_2050-year-round,2050
356468,2050083120,4.0137,2050_2050-year-round,2050
356472,2050090100,4.0137,2050_2050-year-round,2050
356476,2050090104,4.0137,2050_2050-year-round,2050
356480,2050090108,4.0137,2050_2050-year-round,2050
356484,2050090112,4.0137,2050_2050-year-round,2050
356488,2050090116,4.0137,2050_2050-year-round,2050
356492,2050090120,4.0137,2050_2050-year-round,2050
356496,2050090200,4.0137,2050_2050-year-round,2050
356500,2050090204,4.0137,2050_2050-year-round,2050
356504,2050090208,4.0137,2050_2050-year-round,2050
356508,2050090212,4.0137,2050_2050-year-round,2050
356512,2050090216,4.0137,2050_2050-year-round,2050
356516,2050090220,4.0137,2050_2050-year-round,2050
356520,2050090300,4.0137,2050_2050-year-round,2050
356524,2050090304,4.0137,2050_2050-year-round,2050
356528,2050090308,4.0137,2050_2050-year-round,2050
356532,2050090312,4.0137,2050_2050-year-round,2050
356536,2050090316,4.0137,2050_2050-year-round,2050
356540,2050090320,4.0137,2050_2050-year-round,2050
356544,2050090400,4.0137,2050_2050-year-round,2050
356548,2050090404,4.0137,2050_2050-year-round,2050
356552,2050090408,4.0137,2050_2050-year-round,2050
356556,2050090412,4.0137,2050_2050-year-round,2050
356560,2050090416,4.0137,2050_2050-year-round,2050
356564,2050090420,4.0137,2050_2050-year-round,2050
356568,2050090500,4.0137,2050_2050-year-round,2050
356572,2050090504,4.0137,2050_2050-year-round,2050
356576,2050090508,4.0137,2050_2050-year-round,2050
356580,2050090512,4.0137,2050_2050-year-round,2050
356584,2050090516,4.0137,2050_2050-year-round,2050
356588,2050090520,4.0137,2050_2050-year-round,2050
356592,2050090600,4.0137,2050_2050-year-round,2050
356596,2050090604,4.0137,2050_2050-year-round,2050
356600,2050090608,4.0137,2050_2050-year-round,2050
356604,2050090612,4.0137,2050_2050-year-round,2050
356608,2050090616,4.0137,2050_2050-year-round,2050
356612,2050090620,4.0137,2050_2050-year-round,2050
356616,2050090700,4.0137,2050_2050-year-round,2050
356620,2050090704,4.0137,2050_2050-year-round,2050
356624,2050090708,4.0137,2050_2050-year-round,2050
356628,2050090712,4.0137,2050_2050-year-round,2050
356632,2050090716,4.0137,2050_2050-year-round,2050
356636,2050090720,4.0137,2050_2050-year-round,2050
356640,2050090800,4.0137,2050_2050-year-round,2050
356644,2050090804,4.0137,2050_2050-year-round,2050
356648,2050090808,4.0137,2050_2050-year-round,2050
356652,2050090812,4.0137,2050_2050-year-round,2050
356656,2050090816,4.0137,2050_2050-year-round,2050
356660,2050090820,4.0137,2050_2050-year-round,2050
356664,2050090900,4.0137,2050_2050-year-round,2050
356668,2050090904,4.0137,2050_2050-year-round,2050
356672,2050090908,4.0137,2050_2050-year-round,2050
356676,2050090912,4.0137,2050_2050-year-round,2050
356680,2050090916,4.0137,2050_2050-year-round,2050
356684,2050090920,4.0137,2050_2050-year-round,2050
356688,2050091000,4.0137,2050_2050-year-round,2050
356692,2050091004,4.0137,2050_2050-year-round,2050
356696,2050091008,4.0137,2050_2050-year-round,2050
356700,2050091012,4.0137,2050_2050-year-round,2050
356704,2050091016,4.0137,2050_2050-year-round,2050
356708,2050091020,4.0137,2050_2050-year-round,2050
356712,2050091100,4.0137,2050_2050-year-round,2050
356716,2050091104,4.0137,2050_2050-year-round,2050
356720,2050091108,4.0137,2050_2050-year-round,2050
356724,2050091112,4.0137,2050_2050-year-round,2050
356728,2050091116,4.0137,2050_2050-year-round,2050
356732,2050091120,4.0137,2050_2050-year-round,2050
356736,2050091200,4.0137,2050_2050-year-round,2050
356740,2050091204,4.0137,2050_2050-year-round,2050
356744,2050091208,4.0137,2050_2050-year-round,2050
356748,2050091212,4.0137,2050_2050-year-round,2050
356752,2050091216,4.0137,2050_2050-year-round,2050
356756,2050091220,4.0137,2050_2050-year-round,2050
356760,2050091300,4.0137,2050_2050-year-round,2050
356764,2050091304,4.0137,2050_2050-year-round,2050
356768,2050091308,4.0137,2050_2050-year-round,2050
356772,2050091312,4.0137,2050_2050-year-round,2050
356776,2050091316,4.0137,2050_2050-year-round,2050
356780,2050091320,4.0137,2050_2050-year-round,2050
356784,2050091400,4.0137,2050_2050-year-round,2050
356788,2050091404,4.0137,2050_2050-year-round,2050
356792,2050091408,4.0137,2050_2050-year-round,2050
356796,2050091412,4.0137,2050_2050-year-round,2050
356800,2050091416,4.0137,2050_2050-year-round,2050
356804,2050091420,4.0137,2050_2050-year-round,2050
356808,2050091500,4.0137,2050_2050-year-round,2050
356812,2050091504,4.0137,2050_2050-year-round,2050
356816,2050091508,4.0137,2050_2050-year-round,2050
356820,2050091512,4.0137,2050_2050-year-round,2050
356824,2050091516,4.0137,2050_2050-year-round,2050
356828,2050091520,4.0137,2050_2050-year-round,2050
356832,2050091600,4.0137,2050_2050-year-round,2050
356836,2050091604,4.0137,2050_2050-year-round,2050
356840,2050091608,4.0137,2050_2050-year-round,2050
356844,2050091612,4.0137,2050_2050-year-round,2050
356848,2050091616,4.0137,2050_2050-year-round,2050
356852,2050091620,4.0137,2050_2050-year-round,2050
356856,2050091700,4.0137,2050_2050-year-round,2050
356860,2050091704,4.0137,2050_2050-year-round,2050
356864,2050091708,4.0137,2050_2050-year-round,2050
356868,2050091712,4.0137,2050_2050-year-round,2050
356872,2050091716,4.0137,2050_2050-year-round,2050
356876,2050091720,4.0137,2050_2050-year-round,2050
356880,2050091800,4.0137,2050_2050-year-round,2050
356884,2050091804,4.0137,2050_2050-year-round,2050
356888,2050091808,4.0137,2050_2050-year-round,2050
356892,2050091812,4.0137,2050_2050-year-round,2050
356896,2050091816,4.0137,2050_2050-year-round,2050
356900,2050091820,4.0137,2050_2050-year-round,2050
356904,2050091900,4.0137,2050_2050-year-round,2050
356908,2050091904,4.0137,2050_2050-year-round,2050
356912,2050091908,4.0137,2050_2050-year-round,2050
356916,2050091912,4.0137,2050_2050-year-round,2050
356920,2050091916,4.0137,2050_2050-year-round,2050
356924,2050091920,4.0137,2050_2050-year-round,2050
356928,2050092000,4.0137,2050_2050-year-round,2050
356932,2050092004,4.0137,2050_2050-year-round,2050
356936,2050092008,4.0137,2050_2050-year-round,2050
356940,2050092012,4.0137,2050_2050-year-round,2050
356944,2050092016,4.0137,2050_2050-year-round,2050
356948,2050092020,4.0137,2050_2050-year-round,2050
356952,2050092100,4.0137,2050_2050-year-round,2050
356956,2050092104,4.0137,2050_2050-year-round,2050
356960,2050092108,4.0137,2050_2050-year-round,2050
356964,2050092112,4.0137,2050_2050-year-round,2050
356968,2050092116,4.0137,2050_2050-year-round,2050
356972,2050092120,4.0137,2050_2050-year-round,2050
356976,2050092200,4.0137,2050_2050-year-round,2050
356980,2050092204,4.0137,2050_2050-year-round,2050
356984,2050092208,4.0137,2050_2050-year-round,2050
356988,2050092212,4.0137,2050_2050-year-round,2050
356992,2050092216,4.0137,2050_2050-year-round,2050
356996,2050092220,4.0137,2050_2050-year-round,2050
357000,2050092300,4.0137,2050_2050-year-round,2050
357004,2050092304,4.0137,2050_2050-year-round,2050
357008,2050092308,4.0137,2050_2050-year-round,2050
357012,2050092312,4.0137,2050_2050-year-round,2050
357016,2050092316,4.0137,2050_2050-year-round,2050
357020,2050092320,4.0137,2050_2050-year-round,2050
357024,2050092400,4.0137,2050_2050-year-round,2050
357028,2050092404,4.0137,2050_2050-year-round,2050
357032,2050092408,4.0137,2050_2050-year-round,2050
357036,2050092412,4.0137,2050_2050-year-round,2050
357040,2050092416,4.0137,2050_2050-year-round,2050
357044,2050092420,4.0137,2050_2050-year-round,2050
357048,2050092500,4.0137,2050_2050-year-round,2050
357052,2050092504,4.0137,2050_2050-year-round,2050
357056,2050092508,4.0137,2050_2050-year-round,2050
357060,2050092512,4.0137,2050_2050-year-round,2050
357064,2050092516,4.0137,2050_2050-year-round,2050
357068,2050092520,4.0137,2050_2050-year-round,2050
357072,2050092600,4.0137,2050_2050-year-round,2050
357076,2050092604,4.0137,2050_2050-year-round,2050
357080,2050092608,4.0137,2050_2050-year-round,2050
357084,2050092612,4.0137,2050_2050-year-round,2050
357088,2050092616,4.0137,2050_2050-year-round,2050
