gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableOMCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,DispatchEmissions_tNOx_per_typical_yr,DispatchEmissions_tSO2_per_typical_yr,DispatchEmissions_tCH4_per_typical_yr
Coal_Steam_Turbine,AZ_NW,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,AZ_PHX,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,AZ_SE,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,CAN_ALB,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,CAN_BC,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,CO_DEN,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,CO_E,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,CO_NW,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,CO_SW,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,ID_E,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,ID_S_OR_E,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,MEX_BAJA,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,MT_NE,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,MT_NW,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,MT_SE,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,MT_SW,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,NM_N,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,NM_S_TX_EPE,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,NV_N,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,NV_S,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,OR_E,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,OR_PDX,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,OR_W,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,OR_WA_BPA,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,UT_N,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,UT_S,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,WA_ID_AVA,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,WA_N_CEN,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,WA_SEATAC,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,WA_W,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,WY_NE,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,WY_NW,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,WY_SE,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine,WY_SW,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,AZ_APS_E,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,CAN_ALB,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,CA_PGE_BAY,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,CA_PGE_CEN,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,CA_PGE_S,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,CA_SCE_CEN,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,CA_SCE_VLY,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,CO_DEN,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,ID_S_OR_E,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,MT_SE,Coal,2050,0,0,0,0,0,0
Coal_Steam_Turbine_Cogen,WY_SW,Coal,2050,0,0,0,0,0,0
Commercial_PV,AZ_APS_E,Solar,2050,1.1149e-05,0,0,0,0,0
Commercial_PV,AZ_APS_N,Solar,2050,0,0,0,0,0,0
Commercial_PV,AZ_APS_SW,Solar,2050,0,0,0,0,0,0
Commercial_PV,AZ_NM_N,Solar,2050,0,0,0,0,0,0
Commercial_PV,AZ_NW,Solar,2050,0,0,0,0,0,0
Commercial_PV,AZ_PHX,Solar,2050,0,0,0,0,0,0
Commercial_PV,CA_IID,Solar,2050,0,0,0,0,0,0
Commercial_PV,CA_LADWP,Solar,2050,1.3434e-05,0,0,0,0,0
Commercial_PV,CA_PGE_CEN,Solar,2050,409.85,0,0,0,0,0
Commercial_PV,CA_PGE_N,Solar,2050,0,0,0,0,0,0
Commercial_PV,CA_PGE_S,Solar,2050,1215.1,0,0,0,0,0
Commercial_PV,CA_SCE_CEN,Solar,2050,1.1351e-05,0,0,0,0,0
Commercial_PV,CA_SCE_SE,Solar,2050,0,0,0,0,0,0
Commercial_PV,CA_SCE_VLY,Solar,2050,292.04,0,0,0,0,0
Commercial_PV,CA_SDGE,Solar,2050,0,0,0,0,0,0
Commercial_PV,CO_DEN,Solar,2050,0,0,0,0,0,0
Commercial_PV,CO_E,Solar,2050,3.1689e-05,0,0,0,0,0
Commercial_PV,CO_NW,Solar,2050,0,0,0,0,0,0
Commercial_PV,ID_S_OR_E,Solar,2050,0,0,0,0,0,0
Commercial_PV,MT_NE,Solar,2050,0,0,0,0,0,0
Commercial_PV,MT_SE,Solar,2050,0,0,0,0,0,0
Commercial_PV,NM_N,Solar,2050,1.119e-05,0,0,0,0,0
Commercial_PV,NM_S_TX_EPE,Solar,2050,2.4033e-05,0,0,0,0,0
Commercial_PV,NV_N,Solar,2050,0,0,0,0,0,0
Commercial_PV,OR_E,Solar,2050,0,0,0,0,0,0
Commercial_PV,OR_PDX,Solar,2050,0,0,0,0,0,0
Commercial_PV,OR_W,Solar,2050,0,0,0,0,0,0
Commercial_PV,OR_WA_BPA,Solar,2050,0.00013762,0,0,0,0,0
Commercial_PV,UT_N,Solar,2050,0,0,0,0,0,0
Commercial_PV,WA_ID_AVA,Solar,2050,827.86,0,0,0,0,0
Commercial_PV,WA_N_CEN,Solar,2050,0,0,0,0,0,0
Commercial_PV,WY_NE,Solar,2050,1.7434e-05,0,0,0,0,0
Commercial_PV,WY_SE,Solar,2050,0,0,0,0,0,0
Commercial_PV,WY_SW,Solar,2050,1.2157e-05,0,0,0,0,0
Gas_Combustion_Turbine,AZ_APS_E,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,AZ_APS_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,AZ_APS_SW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,AZ_NM_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,AZ_NW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,AZ_PHX,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,AZ_SE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CAN_ALB,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CAN_BC,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_IID,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_LADWP,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_PGE_BAY,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_PGE_CEN,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_PGE_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_PGE_S,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_SCE_CEN,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_SCE_S,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_SCE_SE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_SCE_VLY,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_SDGE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CA_SMUD,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CO_DEN,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CO_E,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CO_NW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,CO_SW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,ID_E,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,ID_S_OR_E,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,MEX_BAJA,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,MT_NE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,MT_NW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,MT_SE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,MT_SW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,NM_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,NM_S_TX_EPE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,NV_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,NV_S,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,OR_E,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,OR_PDX,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,OR_W,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,OR_WA_BPA,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,UT_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,UT_S,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,WA_ID_AVA,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,WA_N_CEN,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,WA_SEATAC,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,WA_W,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,WY_NE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,WY_NW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,WY_SE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine,WY_SW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,AZ_NM_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CAN_ALB,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CAN_BC,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CA_LADWP,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CA_PGE_BAY,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CA_PGE_CEN,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CA_PGE_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CA_PGE_S,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CA_SCE_CEN,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CA_SCE_S,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CA_SDGE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CO_DEN,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,CO_NW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,NM_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,NM_S_TX_EPE,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,OR_W,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,UT_N,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,WY_NW,Gas,2050,0,0,0,0,0,0
Gas_Combustion_Turbine_Cogen,WY_SW,Gas,2050,0,0,0,0,0,0
Gas_Internal_Combustion_Engine_Cogen,AZ_SE,Gas,2050,0,0,0,0,0,0
Gas_Internal_Combustion_Engine_Cogen,CA_PGE_BAY,Gas,2050,0,0,0,0,0,0
Gas_Internal_Combustion_Engine_Cogen,CA_PGE_CEN,Gas,2050,0,0,0,0,0,0
Gas_Internal_Combustion_Engine_Cogen,CA_PGE_N,Gas,2050,0,0,0,0,0,0
Gas_Internal_Combustion_Engine_Cogen,CA_SCE_S,Gas,2050,0,0,0,0,0,0
Gas_Internal_Combustion_Engine_Cogen,CA_SDGE,Gas,2050,0,0,0,0,0,0
Gas_Internal_Combustion_Engine_Cogen,UT_N,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine,CAN_ALB,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine,CA_PGE_S,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine,MEX_BAJA,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine,MT_SE,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine,NM_N,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,CAN_ALB,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,CAN_BC,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,CA_LADWP,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,CA_PGE_BAY,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,CA_SCE_S,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,OR_W,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,WA_SEATAC,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,WY_SE,Gas,2050,0,0,0,0,0,0
Gas_Steam_Turbine_Cogen,WY_SW,Gas,2050,0,0,0,0,0,0
Geothermal,CAN_BC,Geothermal,2050,0,0,0,0,0,0
Geothermal,CA_IID,Geothermal,2050,0,0,0,0,0,0
Geothermal,CA_PGE_N,Geothermal,2050,0,0,0,0,0,0
Geothermal,CA_SCE_CEN,Geothermal,2050,0,0,0,0,0,0
Geothermal,CO_SW,Geothermal,2050,0,0,0,0,0,0
Geothermal,ID_E,Geothermal,2050,0,0,0,0,0,0
Geothermal,ID_S_OR_E,Geothermal,2050,0,0,0,0,0,0
Geothermal,MEX_BAJA,Geothermal,2050,0,0,0,0,0,0
Geothermal,MT_SW,Geothermal,2050,0,0,0,0,0,0
Geothermal,NM_S_TX_EPE,Geothermal,2050,0,0,0,0,0,0
Geothermal,NV_N,Geothermal,2050,0,0,0,0,0,0
Geothermal,NV_S,Geothermal,2050,0,0,0,0,0,0
Geothermal,OR_E,Geothermal,2050,0,0,0,0,0,0
Geothermal,OR_PDX,Geothermal,2050,0,0,0,0,0,0
Geothermal,OR_W,Geothermal,2050,0,0,0,0,0,0
Geothermal,UT_N,Geothermal,2050,0,0,0,0,0,0
Geothermal,UT_S,Geothermal,2050,0,0,0,0,0,0
Geothermal,WA_ID_AVA,Geothermal,2050,0,0,0,0,0,0
Hydro_NonPumped,AZ_APS_N,Water,2050,3810.8,0,0,0,0,0
Hydro_NonPumped,AZ_NM_N,Water,2050,92.58,0,0,0,0,0
Hydro_NonPumped,AZ_NW,Water,2050,1115.2,0,0,0,0,0
Hydro_NonPumped,AZ_PHX,Water,2050,151.61,0,0,0,0,0
Hydro_NonPumped,CAN_ALB,Water,2050,1963.9,0,0,0,0,0
Hydro_NonPumped,CAN_BC,Water,2050,59881,0,0,0,0,0
Hydro_NonPumped,CA_IID,Water,2050,250.73,0,0,0,0,0
Hydro_NonPumped,CA_LADWP,Water,2050,91.533,0,0,0,0,0
Hydro_NonPumped,CA_PGE_CEN,Water,2050,9628.4,0,0,0,0,0
Hydro_NonPumped,CA_PGE_N,Water,2050,16004,0,0,0,0,0
Hydro_NonPumped,CA_PGE_S,Water,2050,148.61,0,0,0,0,0
Hydro_NonPumped,CA_SCE_CEN,Water,2050,1321.8,0,0,0,0,0
Hydro_NonPumped,CA_SCE_S,Water,2050,1138.3,0,0,0,0,0
Hydro_NonPumped,CA_SCE_SE,Water,2050,516.87,0,0,0,0,0
Hydro_NonPumped,CA_SCE_VLY,Water,2050,91.143,0,0,0,0,0
Hydro_NonPumped,CA_SDGE,Water,2050,43.742,0,0,0,0,0
Hydro_NonPumped,CA_SMUD,Water,2050,571.92,0,0,0,0,0
Hydro_NonPumped,CO_DEN,Water,2050,595.36,0,0,0,0,0
Hydro_NonPumped,CO_E,Water,2050,16.754,0,0,0,0,0
Hydro_NonPumped,CO_NW,Water,2050,306.31,0,0,0,0,0
Hydro_NonPumped,CO_SW,Water,2050,830.28,0,0,0,0,0
Hydro_NonPumped,ID_E,Water,2050,1494.3,0,0,0,0,0
Hydro_NonPumped,ID_S_OR_E,Water,2050,7991.5,0,0,0,0,0
Hydro_NonPumped,MT_NE,Water,2050,2397,0,0,0,0,0
Hydro_NonPumped,MT_NW,Water,2050,6442.4,0,0,0,0,0
Hydro_NonPumped,MT_SE,Water,2050,747.81,0,0,0,0,0
Hydro_NonPumped,MT_SW,Water,2050,580.9,0,0,0,0,0
Hydro_NonPumped,NM_N,Water,2050,91.534,0,0,0,0,0
Hydro_NonPumped,NV_N,Water,2050,48.832,0,0,0,0,0
Hydro_NonPumped,NV_S,Water,2050,3703,0,0,0,0,0
Hydro_NonPumped,OR_E,Water,2050,282.26,0,0,0,0,0
Hydro_NonPumped,OR_PDX,Water,2050,5578.9,0,0,0,0,0
Hydro_NonPumped,OR_W,Water,2050,3326.1,0,0,0,0,0
Hydro_NonPumped,OR_WA_BPA,Water,2050,27090,0,0,0,0,0
Hydro_NonPumped,UT_N,Water,2050,738.28,0,0,0,0,0
Hydro_NonPumped,UT_S,Water,2050,52.723,0,0,0,0,0
Hydro_NonPumped,WA_ID_AVA,Water,2050,12777,0,0,0,0,0
Hydro_NonPumped,WA_N_CEN,Water,2050,55607,0,0,0,0,0
Hydro_NonPumped,WA_W,Water,2050,9010.7,0,0,0,0,0
Hydro_NonPumped,WY_NW,Water,2050,184.92,0,0,0,0,0
Hydro_NonPumped,WY_SE,Water,2050,641.13,0,0,0,0,0
Hydro_NonPumped,WY_SW,Water,2050,48.867,0,0,0,0,0
Hydro_Pumped,AZ_APS_N,Water,2050,43.827,0,0,0,0,0
Hydro_Pumped,AZ_PHX,Water,2050,223.52,0,0,0,0,0
Hydro_Pumped,CA_PGE_CEN,Water,2050,1190.5,0,0,0,0,0
Hydro_Pumped,CA_PGE_N,Water,2050,1.9359,0,0,0,0,0
Hydro_Pumped,CA_SCE_CEN,Water,2050,631.56,0,0,0,0,0
Hydro_Pumped,CA_SDGE,Water,2050,34.804,0,0,0,0,0
Hydro_Pumped,CO_DEN,Water,2050,27.079,0,0,0,0,0
Hydro_Pumped,CO_NW,Water,2050,518.17,0,0,0,0,0
Hydro_Pumped,WA_N_CEN,Water,2050,45.74,0,0,0,0,0
LDES,AZ_APS_E,Electricity,2050,2546,0,0,0,0,0
LDES,AZ_APS_N,Electricity,2050,0.0043557,0,0,0,0,0
LDES,AZ_APS_SW,Electricity,2050,26454,0,0,0,0,0
LDES,AZ_NM_N,Electricity,2050,7581.3,0,0,0,0,0
LDES,AZ_NW,Electricity,2050,7152.4,0,0,0,0,0
LDES,AZ_PHX,Electricity,2050,13929,0,0,0,0,0
LDES,AZ_SE,Electricity,2050,43876,0,0,0,0,0
LDES,CAN_ALB,Electricity,2050,23073,0,0,0,0,0
LDES,CAN_BC,Electricity,2050,1778.9,0,0,0,0,0
LDES,CA_IID,Electricity,2050,21259,0,0,0,0,0
LDES,CA_LADWP,Electricity,2050,2074.4,0,0,0,0,0
LDES,CA_PGE_BAY,Electricity,2050,12859,0,0,0,0,0
LDES,CA_PGE_CEN,Electricity,2050,20371,0,0,0,0,0
LDES,CA_PGE_N,Electricity,2050,35376,0,0,0,0,0
LDES,CA_PGE_S,Electricity,2050,17576,0,0,0,0,0
LDES,CA_SCE_CEN,Electricity,2050,94719,0,0,0,0,0
LDES,CA_SCE_S,Electricity,2050,24790,0,0,0,0,0
LDES,CA_SCE_SE,Electricity,2050,9091.2,0,0,0,0,0
LDES,CA_SCE_VLY,Electricity,2050,4840.4,0,0,0,0,0
LDES,CA_SDGE,Electricity,2050,6312.4,0,0,0,0,0
LDES,CA_SMUD,Electricity,2050,3059.5,0,0,0,0,0
LDES,CO_DEN,Electricity,2050,0.0048935,0,0,0,0,0
LDES,CO_E,Electricity,2050,1794.6,0,0,0,0,0
LDES,CO_NW,Electricity,2050,2015.2,0,0,0,0,0
LDES,CO_SW,Electricity,2050,3499.4,0,0,0,0,0
LDES,ID_E,Electricity,2050,8683.2,0,0,0,0,0
LDES,ID_S_OR_E,Electricity,2050,11774,0,0,0,0,0
LDES,MEX_BAJA,Electricity,2050,36546,0,0,0,0,0
LDES,MT_NE,Electricity,2050,378.11,0,0,0,0,0
LDES,MT_NW,Electricity,2050,1383.9,0,0,0,0,0
LDES,MT_SE,Electricity,2050,0.0021628,0,0,0,0,0
LDES,MT_SW,Electricity,2050,166.16,0,0,0,0,0
LDES,NM_N,Electricity,2050,170.77,0,0,0,0,0
LDES,NM_S_TX_EPE,Electricity,2050,10598,0,0,0,0,0
LDES,NV_N,Electricity,2050,32238,0,0,0,0,0
LDES,NV_S,Electricity,2050,41851,0,0,0,0,0
LDES,OR_E,Electricity,2050,2741.7,0,0,0,0,0
LDES,OR_PDX,Electricity,2050,0.0031055,0,0,0,0,0
LDES,OR_W,Electricity,2050,16666,0,0,0,0,0
LDES,OR_WA_BPA,Electricity,2050,0.00098338,0,0,0,0,0
LDES,UT_N,Electricity,2050,5428.6,0,0,0,0,0
LDES,UT_S,Electricity,2050,20279,0,0,0,0,0
LDES,WA_ID_AVA,Electricity,2050,0.00051431,0,0,0,0,0
LDES,WA_N_CEN,Electricity,2050,0.00048693,0,0,0,0,0
LDES,WA_SEATAC,Electricity,2050,2161.5,0,0,0,0,0
LDES,WA_W,Electricity,2050,0.038055,0,0,0,0,0
LDES,WY_NE,Electricity,2050,2241.6,0,0,0,0,0
LDES,WY_NW,Electricity,2050,2604.3,0,0,0,0,0
LDES,WY_SE,Electricity,2050,2663.3,0,0,0,0,0
LDES,WY_SW,Electricity,2050,686.56,0,0,0,0,0
Nuclear,AZ_APS_SW,Uranium,2050,33300,1.7982e+07,0,0,0,0
Nuclear,OR_WA_BPA,Uranium,2050,9492.5,5.126e+06,0,0,0,0
Offshore_Wind,CA_PGE_CEN,Wind,2050,0,0,0,0,0,0
Offshore_Wind,CA_PGE_N,Wind,2050,2.7415e-05,0,0,0,0,0
Offshore_Wind,CA_PGE_S,Wind,2050,0,0,0,0,0,0
Offshore_Wind,CA_SCE_CEN,Wind,2050,0,0,0,0,0,0
Offshore_Wind,MEX_BAJA,Wind,2050,0,0,0,0,0,0
Offshore_Wind,OR_W,Wind,2050,1.2531e-05,0,0,0,0,0
Offshore_Wind,WA_W,Wind,2050,0,0,0,0,0,0
Residential_PV,AZ_APS_E,Solar,2050,0,0,0,0,0,0
Residential_PV,AZ_APS_N,Solar,2050,0,0,0,0,0,0
Residential_PV,AZ_APS_SW,Solar,2050,0,0,0,0,0,0
Residential_PV,AZ_NM_N,Solar,2050,0,0,0,0,0,0
Residential_PV,AZ_NW,Solar,2050,0,0,0,0,0,0
Residential_PV,AZ_PHX,Solar,2050,0,0,0,0,0,0
Residential_PV,CAN_ALB,Solar,2050,0,0,0,0,0,0
Residential_PV,CA_IID,Solar,2050,0,0,0,0,0,0
Residential_PV,CA_LADWP,Solar,2050,1.0512e-05,0,0,0,0,0
Residential_PV,CA_PGE_CEN,Solar,2050,0,0,0,0,0,0
Residential_PV,CA_PGE_N,Solar,2050,0,0,0,0,0,0
Residential_PV,CA_PGE_S,Solar,2050,1.5777e-05,0,0,0,0,0
Residential_PV,CA_SCE_CEN,Solar,2050,1.0079e-05,0,0,0,0,0
Residential_PV,CA_SCE_VLY,Solar,2050,1.3188e-05,0,0,0,0,0
Residential_PV,CA_SDGE,Solar,2050,0,0,0,0,0,0
Residential_PV,CO_DEN,Solar,2050,0,0,0,0,0,0
Residential_PV,CO_E,Solar,2050,1.7863e-05,0,0,0,0,0
Residential_PV,CO_NW,Solar,2050,0,0,0,0,0,0
Residential_PV,CO_SW,Solar,2050,0,0,0,0,0,0
Residential_PV,ID_S_OR_E,Solar,2050,0,0,0,0,0,0
Residential_PV,MT_NE,Solar,2050,0,0,0,0,0,0
Residential_PV,MT_SE,Solar,2050,0,0,0,0,0,0
Residential_PV,NM_N,Solar,2050,1.0999e-05,0,0,0,0,0
Residential_PV,NM_S_TX_EPE,Solar,2050,1.1754e-05,0,0,0,0,0
Residential_PV,NV_N,Solar,2050,0,0,0,0,0,0
Residential_PV,OR_E,Solar,2050,0,0,0,0,0,0
Residential_PV,OR_PDX,Solar,2050,2.6755e-05,0,0,0,0,0
Residential_PV,OR_W,Solar,2050,0,0,0,0,0,0
Residential_PV,OR_WA_BPA,Solar,2050,1.3548e-05,0,0,0,0,0
Residential_PV,UT_N,Solar,2050,1.2243e-05,0,0,0,0,0
Residential_PV,UT_S,Solar,2050,0,0,0,0,0,0
Residential_PV,WA_ID_AVA,Solar,2050,0,0,0,0,0,0
Residential_PV,WA_N_CEN,Solar,2050,2.0714e-05,0,0,0,0,0
Residential_PV,WA_SEATAC,Solar,2050,0.00024732,0,0,0,0,0
Residential_PV,WY_NE,Solar,2050,0,0,0,0,0,0
Residential_PV,WY_SE,Solar,2050,0,0,0,0,0,0
Residential_PV,WY_SW,Solar,2050,0,0,0,0,0,0
ST,UT_S,Waste_Heat,2050,13.471,77457,0,0,0,0
ST,WY_NW,Waste_Heat,2050,1.349,7756.8,0,0,0,0
Wind,AZ_APS_E,Wind,2050,1.5128e-05,0,0,0,0,0
Wind,AZ_APS_N,Wind,2050,0,0,0,0,0,0
Wind,AZ_APS_SW,Wind,2050,0,0,0,0,0,0
Wind,AZ_NM_N,Wind,2050,3.4727e-05,0,0,0,0,0
Wind,AZ_NW,Wind,2050,2.3125e-05,0,0,0,0,0
Wind,AZ_PHX,Wind,2050,0,0,0,0,0,0
Wind,AZ_SE,Wind,2050,2.5756e-05,0,0,0,0,0
Wind,CAN_ALB,Wind,2050,1.0147e+05,0,0,0,0,0
Wind,CAN_BC,Wind,2050,21683,0,0,0,0,0
Wind,CA_IID,Wind,2050,0,0,0,0,0,0
Wind,CA_PGE_BAY,Wind,2050,1.1794e-05,0,0,0,0,0
Wind,CA_PGE_N,Wind,2050,5391.4,0,0,0,0,0
Wind,CA_SCE_CEN,Wind,2050,0.00030476,0,0,0,0,0
Wind,CA_SCE_S,Wind,2050,0.00010436,0,0,0,0,0
Wind,CA_SDGE,Wind,2050,1.4501e-05,0,0,0,0,0
Wind,CO_DEN,Wind,2050,8473.9,0,0,0,0,0
Wind,CO_E,Wind,2050,9.5208e-05,0,0,0,0,0
Wind,CO_NW,Wind,2050,5.808e-05,0,0,0,0,0
Wind,CO_SW,Wind,2050,947.93,0,0,0,0,0
Wind,ID_E,Wind,2050,10790,0,0,0,0,0
Wind,ID_S_OR_E,Wind,2050,9.5205e-05,0,0,0,0,0
Wind,MEX_BAJA,Wind,2050,0,0,0,0,0,0
Wind,MT_NE,Wind,2050,4234.4,0,0,0,0,0
Wind,MT_NW,Wind,2050,1.2013e-05,0,0,0,0,0
Wind,MT_SE,Wind,2050,1737,0,0,0,0,0
Wind,MT_SW,Wind,2050,7774.9,0,0,0,0,0
Wind,NM_N,Wind,2050,11124,0,0,0,0,0
