PERIOD,AnnualEmissions_tCO2_per_yr,carbon_cap_tco2_per_yr,carbon_cap_dual_future_dollar_per_tco2,carbon_cost_dollar_per_tco2,carbon_cost_annual_total_co2,AnnualEmissions_tNOx_per_yr,carbon_cap_tNOx_per_yr,carbon_cap_dual_future_dollar_per_tnox,carbon_cost_dollar_per_tnox,carbon_cost_annual_total_nox,AnnualEmissions_tSO2_per_yr,carbon_cap_tso2_per_yr,carbon_cap_dual_future_dollar_per_tso2,carbon_cost_dollar_per_tso2,carbon_cost_annual_total_so2,AnnualEmissions_tCH4_per_yr,carbon_cap_tch4_per_yr,carbon_cap_dual_future_dollar_per_tch4,carbon_cost_dollar_per_tch4,carbon_cost_annual_total_ch4
2050,0,0,.,0,0,0,inf,.,0,0,0,inf,.,0,0,0,inf,.,0,0
