GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,GenCapitalCosts,GenFixedOMCosts
1110076,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110077,2050,Central_PV,AZ_APS_N,Solar,0,0.50642,0.064112
1110078,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1110079,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1110081,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1110082,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1110087,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110088,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110090,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110091,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110093,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110094,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110105,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110106,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110108,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110109,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110110,2050,Central_PV,WA_W,Solar,0,0.10562,0.014375
1110111,2050,CSP_Trough_No_Storage,WA_W,Solar,0,0,0
1110112,2050,CSP_Trough_6h_Storage,WA_W,Solar,0,0,0
1110144,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110145,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110147,2050,CSP_Trough_No_Storage,MT_SW,Solar,0,0,0
1110168,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1110169,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1110200,2050,Central_PV,MT_NE,Solar,0,0.5887,0.07931
1110201,2050,CSP_Trough_No_Storage,MT_NE,Solar,0,0,0
1110270,2050,CSP_Trough_No_Storage,ID_E,Solar,0,0,0
1110271,2050,CSP_Trough_6h_Storage,ID_E,Solar,0,0,0
1110276,2050,CSP_Trough_No_Storage,CA_PGE_CEN,Solar,0,0,0
1110277,2050,CSP_Trough_6h_Storage,CA_PGE_CEN,Solar,0,0,0
1110291,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110292,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110294,2050,CSP_Trough_No_Storage,WY_SE,Solar,0,0,0
1110295,2050,CSP_Trough_6h_Storage,WY_SE,Solar,0,0,0
1110297,2050,CSP_Trough_No_Storage,UT_S,Solar,0,0,0
1110298,2050,CSP_Trough_6h_Storage,UT_S,Solar,0,0,0
1110332,2050,Central_PV,CO_DEN,Solar,0,0.58977,0.081414
1110333,2050,CSP_Trough_No_Storage,CO_DEN,Solar,0,0,0
1110334,2050,CSP_Trough_6h_Storage,CO_DEN,Solar,0,0,0
1110342,2050,CSP_Trough_No_Storage,UT_N,Solar,0,0,0
1110343,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1110348,2050,CSP_Trough_No_Storage,CA_SCE_S,Solar,0,0,0
1110349,2050,CSP_Trough_6h_Storage,CA_SCE_S,Solar,0,0,0
1110369,2050,CSP_Trough_No_Storage,CA_PGE_N,Solar,0,0,0
1110370,2050,CSP_Trough_6h_Storage,CA_PGE_N,Solar,0,0,0
1110432,2050,CSP_Trough_No_Storage,UT_S,Solar,0,0,0
1110441,2050,CSP_Trough_No_Storage,CA_SCE_S,Solar,0,0,0
1110442,2050,CSP_Trough_6h_Storage,CA_SCE_S,Solar,0,0,0
1110444,2050,CSP_Trough_No_Storage,AZ_SE,Solar,0,0,0
1110445,2050,CSP_Trough_6h_Storage,AZ_SE,Solar,0,0,0
1110447,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110448,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110449,2050,Central_PV,NM_N,Solar,0,0.35615,0.049104
1110450,2050,CSP_Trough_No_Storage,NM_N,Solar,0,0,0
1110451,2050,CSP_Trough_6h_Storage,NM_N,Solar,0,0,0
1110456,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1110457,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1110461,2050,Central_PV,NM_N,Solar,0,0.35785,0.049324
1110465,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1110466,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1110468,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110469,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110471,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1110472,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1110477,2050,CSP_Trough_No_Storage,AZ_NM_N,Solar,0,0,0
1110478,2050,CSP_Trough_6h_Storage,AZ_NM_N,Solar,0,0,0
1110483,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110484,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110486,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1110487,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1110489,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1110490,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1110491,2050,Central_PV,AZ_APS_N,Solar,1.0223e-05,0.61273,0.084126
1110492,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1110493,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1110495,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1110496,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1110497,2050,Central_PV,AZ_APS_N,Solar,0,0.4679,0.063699
1110498,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1110499,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1110501,2050,CSP_Trough_No_Storage,AZ_SE,Solar,0,0,0
1110502,2050,CSP_Trough_6h_Storage,AZ_SE,Solar,0,0,0
1110504,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1110505,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1110507,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1110508,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1110509,2050,Central_PV,AZ_APS_N,Solar,2.24e-05,1.4182,0.18433
1110510,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1110511,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1110513,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110514,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110516,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110517,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110519,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110520,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110522,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1110523,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1110525,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110526,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110528,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110529,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110531,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110532,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110642,2050,CSP_Trough_No_Storage,WA_ID_AVA,Solar,0,0,0
1110643,2050,CSP_Trough_6h_Storage,WA_ID_AVA,Solar,0,0,0
1110648,2050,CSP_Trough_No_Storage,CA_PGE_BAY,Solar,0,0,0
1110649,2050,CSP_Trough_6h_Storage,CA_PGE_BAY,Solar,0,0,0
1110738,2050,CSP_Trough_No_Storage,CA_PGE_BAY,Solar,0,0,0
1110739,2050,CSP_Trough_6h_Storage,CA_PGE_BAY,Solar,0,0,0
1110762,2050,CSP_Trough_No_Storage,UT_N,Solar,0,0,0
1110763,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1110774,2050,CSP_Trough_No_Storage,UT_N,Solar,0,0,0
1110775,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1110780,2050,CSP_Trough_No_Storage,CO_NW,Solar,0,0,0
1110781,2050,CSP_Trough_6h_Storage,CO_NW,Solar,0,0,0
1110807,2050,CSP_Trough_No_Storage,CA_PGE_N,Solar,0,0,0
1110808,2050,CSP_Trough_6h_Storage,CA_PGE_N,Solar,0,0,0
1110837,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1110838,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1110858,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1110859,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1110860,2050,Central_PV,NM_N,Solar,0,0.30978,0.040426
1110870,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110871,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110873,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1110874,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1110878,2050,Central_PV,NM_N,Solar,0,0.21653,0.029202
1110881,2050,Central_PV,AZ_APS_E,Solar,0,0.39397,0.052009
1110882,2050,CSP_Trough_No_Storage,AZ_APS_E,Solar,0,0,0
1110885,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110886,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110891,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110892,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110894,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1110895,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1110900,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1110901,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1110902,2050,Central_PV,NM_N,Solar,0,0.24793,0.031422
1110905,2050,Central_PV,AZ_APS_N,Solar,0,0.63392,0.081811
1110906,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1110907,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1110908,2050,Central_PV,NM_N,Solar,0,0.27335,0.035759
1110909,2050,CSP_Trough_No_Storage,NM_N,Solar,0,0,0
1110910,2050,CSP_Trough_6h_Storage,NM_N,Solar,0,0,0
1110912,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110913,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110915,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110916,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110917,2050,Central_PV,AZ_APS_N,Solar,0,0.5158,0.067594
1110918,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1110919,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1110921,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110922,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110924,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1110925,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1110927,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110928,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110930,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110931,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110933,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1110934,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1110936,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110937,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110939,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110940,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110942,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1110943,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1110945,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110946,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110948,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110949,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110951,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1110952,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1110954,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110955,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110957,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1110958,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1110975,2050,CSP_Trough_No_Storage,OR_W,Solar,0,0,0
1110976,2050,CSP_Trough_6h_Storage,OR_W,Solar,0,0,0
1110984,2050,CSP_Trough_No_Storage,OR_W,Solar,0,0,0
1110985,2050,CSP_Trough_6h_Storage,OR_W,Solar,0,0,0
1111083,2050,CSP_Trough_No_Storage,OR_WA_BPA,Solar,0,0,0
1111084,2050,CSP_Trough_6h_Storage,OR_WA_BPA,Solar,0,0,0
1111191,2050,CSP_Trough_No_Storage,CA_PGE_S,Solar,0,0,0
1111192,2050,CSP_Trough_6h_Storage,CA_PGE_S,Solar,0,0,0
1111194,2050,CSP_Trough_No_Storage,WY_SW,Solar,0,0,0
1111195,2050,CSP_Trough_6h_Storage,WY_SW,Solar,0,0,0
1111212,2050,CSP_Trough_No_Storage,UT_N,Solar,0,0,0
1111213,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1111221,2050,CSP_Trough_No_Storage,CA_PGE_S,Solar,0,0,0
1111222,2050,CSP_Trough_6h_Storage,CA_PGE_S,Solar,0,0,0
1111227,2050,CSP_Trough_No_Storage,CA_PGE_CEN,Solar,0,0,0
1111228,2050,CSP_Trough_6h_Storage,CA_PGE_CEN,Solar,0,0,0
1111250,2050,Central_PV,NM_N,Solar,1.2482e-05,0.78929,0.10271
1111251,2050,CSP_Trough_No_Storage,NM_N,Solar,0,0,0
1111252,2050,CSP_Trough_6h_Storage,NM_N,Solar,0,0,0
1111272,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1111273,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1111275,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1111276,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1111281,2050,CSP_Trough_No_Storage,NM_N,Solar,0,0,0
1111282,2050,CSP_Trough_6h_Storage,NM_N,Solar,0,0,0
1111284,2050,CSP_Trough_No_Storage,AZ_NM_N,Solar,0,0,0
1111285,2050,CSP_Trough_6h_Storage,AZ_NM_N,Solar,0,0,0
1111293,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1111294,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1111295,2050,Central_PV,NM_N,Solar,0,0.26684,0.036164
1111299,2050,CSP_Trough_No_Storage,AZ_NM_N,Solar,0,0,0
1111300,2050,CSP_Trough_6h_Storage,AZ_NM_N,Solar,0,0,0
1111302,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1111303,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1111310,2050,Central_PV,AZ_APS_N,Solar,0,0.26486,0.035068
1111317,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1111318,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1111320,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1111321,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1111322,2050,Central_PV,AZ_APS_N,Solar,0,0.62155,0.079052
1111323,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1111324,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1111325,2050,Central_PV,AZ_APS_N,Solar,0,0.25941,0.034674
1111326,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1111327,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1111329,2050,CSP_Trough_No_Storage,AZ_SE,Solar,0,0,0
1111330,2050,CSP_Trough_6h_Storage,AZ_SE,Solar,0,0,0
1111332,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1111333,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1111335,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1111336,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1111337,2050,Central_PV,AZ_APS_N,Solar,0,0.42931,0.056801
1111338,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1111339,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1111341,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
1111342,2050,CSP_Trough_6h_Storage,AZ_NW,Solar,0,0,0
1111344,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1111345,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1111347,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1111348,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1111350,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1111351,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1111362,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1111363,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1111365,2050,CSP_Trough_No_Storage,CA_SCE_SE,Solar,0,0,0
1111366,2050,CSP_Trough_6h_Storage,CA_SCE_SE,Solar,0,0,0
1111389,2050,CSP_Trough_No_Storage,UT_N,Solar,0,0,0
1111390,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1111461,2050,CSP_Trough_No_Storage,MT_NW,Solar,0,0,0
1111462,2050,CSP_Trough_6h_Storage,MT_NW,Solar,0,0,0
1111488,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1111489,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1111491,2050,CSP_Trough_No_Storage,MT_SW,Solar,0,0,0
1111492,2050,CSP_Trough_6h_Storage,MT_SW,Solar,0,0,0
1111533,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1111551,2050,CSP_Trough_No_Storage,ID_E,Solar,0,0,0
1111560,2050,CSP_Trough_No_Storage,CA_PGE_N,Solar,0,0,0
1111561,2050,CSP_Trough_6h_Storage,CA_PGE_N,Solar,0,0,0
1111593,2050,CSP_Trough_No_Storage,CA_PGE_N,Solar,0,0,0
1111594,2050,CSP_Trough_6h_Storage,CA_PGE_N,Solar,0,0,0
1111614,2050,CSP_Trough_No_Storage,CA_PGE_S,Solar,0,0,0
1111615,2050,CSP_Trough_6h_Storage,CA_PGE_S,Solar,0,0,0
1111632,2050,CSP_Trough_No_Storage,CA_PGE_CEN,Solar,0,0,0
1111633,2050,CSP_Trough_6h_Storage,CA_PGE_CEN,Solar,0,0,0
1111636,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1111689,2050,CSP_Trough_No_Storage,UT_S,Solar,0,0,0
1111690,2050,CSP_Trough_6h_Storage,UT_S,Solar,0,0,0
1111695,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1111696,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1111698,2050,CSP_Trough_No_Storage,AZ_SE,Solar,0,0,0
1111699,2050,CSP_Trough_6h_Storage,AZ_SE,Solar,0,0,0
1111703,2050,Central_PV,NM_N,Solar,0,0.31146,0.041595
1111718,2050,Central_PV,AZ_APS_E,Solar,0,0.29982,0.040065
1111721,2050,Central_PV,AZ_APS_N,Solar,0,0.23249,0.030793
1111728,2050,CSP_Trough_No_Storage,CA_IID,Solar,0,0,0
1111729,2050,CSP_Trough_6h_Storage,CA_IID,Solar,0,0,0
1111730,2050,Central_PV,AZ_APS_E,Solar,0,0.20682,0.025945
1111733,2050,Central_PV,AZ_APS_N,Solar,0,0.16253,0.021508
1111737,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1111738,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1111740,2050,CSP_Trough_No_Storage,UT_S,Solar,0,0,0
1111741,2050,CSP_Trough_6h_Storage,UT_S,Solar,0,0,0
1111743,2050,CSP_Trough_No_Storage,AZ_SE,Solar,0,0,0
1111744,2050,CSP_Trough_6h_Storage,AZ_SE,Solar,0,0,0
1111746,2050,CSP_Trough_No_Storage,AZ_SE,Solar,0,0,0
1111747,2050,CSP_Trough_6h_Storage,AZ_SE,Solar,0,0,0
1111749,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1111750,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1111752,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1111753,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1111755,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1111756,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1111758,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1111759,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1111761,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1111764,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1111766,2050,Central_PV,AZ_APS_N,Solar,0,0.45631,0.063062
1111767,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1111768,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1111769,2050,Central_PV,AZ_APS_N,Solar,0,0.33352,0.044151
1111770,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1111771,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1111772,2050,Central_PV,AZ_APS_N,Solar,1.6353e-05,1.0114,0.13457
1111773,2050,CSP_Trough_No_Storage,AZ_APS_N,Solar,0,0,0
1111774,2050,CSP_Trough_6h_Storage,AZ_APS_N,Solar,0,0,0
1111776,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1111777,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1111779,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1111780,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1111782,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1111783,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1111785,2050,CSP_Trough_No_Storage,CA_SCE_S,Solar,0,0,0
1111786,2050,CSP_Trough_6h_Storage,CA_SCE_S,Solar,0,0,0
1111788,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1111789,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1111791,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1111792,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1111806,2050,CSP_Trough_No_Storage,NV_N,Solar,0,0,0
1111807,2050,CSP_Trough_6h_Storage,NV_N,Solar,0,0,0
1111809,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1111810,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1111812,2050,CSP_Trough_No_Storage,CA_SCE_CEN,Solar,0,0,0
1111813,2050,CSP_Trough_6h_Storage,CA_SCE_CEN,Solar,0,0,0
1111869,2050,CSP_Trough_No_Storage,OR_W,Solar,0,0,0
1111870,2050,CSP_Trough_6h_Storage,OR_W,Solar,0,0,0
1111938,2050,CSP_Trough_No_Storage,MT_SW,Solar,0,0,0
1111939,2050,CSP_Trough_6h_Storage,MT_SW,Solar,0,0,0
1111953,2050,CSP_Trough_No_Storage,MT_SW,Solar,0,0,0
1111970,2050,Central_PV,AZ_APS_E,Solar,0,0.4642,0.060471
1111971,2050,CSP_Trough_No_Storage,AZ_APS_E,Solar,0,0,0
1111972,2050,CSP_Trough_6h_Storage,AZ_APS_E,Solar,0,0,0
1111985,2050,Central_PV,WA_N_CEN,Solar,0,0.54099,0.073734
1111986,2050,CSP_Trough_No_Storage,WA_N_CEN,Solar,0,0,0
1111987,2050,CSP_Trough_6h_Storage,WA_N_CEN,Solar,0,0,0
1112014,2050,CSP_Trough_6h_Storage,CA_PGE_N,Solar,0,0,0
1112022,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
1112023,2050,CSP_Trough_6h_Storage,AZ_APS_SW,Solar,0,0,0
1112025,2050,CSP_Trough_No_Storage,ID_E,Solar,0,0,0
1112026,2050,CSP_Trough_6h_Storage,ID_E,Solar,0,0,0
1112028,2050,CSP_Trough_No_Storage,UT_N,Solar,0,0,0
1112029,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1112037,2050,CSP_Trough_No_Storage,ID_E,Solar,0,0,0
1112038,2050,CSP_Trough_6h_Storage,ID_E,Solar,0,0,0
1112085,2050,CSP_Trough_No_Storage,CA_SCE_VLY,Solar,0,0,0
1112086,2050,CSP_Trough_6h_Storage,CA_SCE_VLY,Solar,0,0,0
1112094,2050,CSP_Trough_No_Storage,UT_N,Solar,0,0,0
1112095,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1112100,2050,CSP_Trough_No_Storage,CA_PGE_CEN,Solar,0,0,0
1112101,2050,CSP_Trough_6h_Storage,CA_PGE_CEN,Solar,0,0,0
1112112,2050,CSP_Trough_No_Storage,WY_SW,Solar,0,0,0
1112113,2050,CSP_Trough_6h_Storage,WY_SW,Solar,0,0,0
1112115,2050,CSP_Trough_No_Storage,UT_N,Solar,0,0,0
1112116,2050,CSP_Trough_6h_Storage,UT_N,Solar,0,0,0
1112157,2050,CSP_Trough_No_Storage,AZ_PHX,Solar,0,0,0
1112158,2050,CSP_Trough_6h_Storage,AZ_PHX,Solar,0,0,0
1112180,2050,Central_PV,NM_N,Solar,0,0.2634,0.035311
1112184,2050,CSP_Trough_No_Storage,AZ_SE,Solar,0,0,0
1112185,2050,CSP_Trough_6h_Storage,AZ_SE,Solar,0,0,0
1112189,2050,Central_PV,NM_N,Solar,0,0.19385,0.02599
1112196,2050,CSP_Trough_No_Storage,AZ_NW,Solar,0,0,0
