STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,StateOfCharge
5011_24,353572,2525.9
5011_24,353576,2125.8
5011_24,353580,1748.9
5011_24,353584,2570.9
5011_24,353588,3285.7
5011_24,353592,3957.6
5011_24,353596,2714.7
5011_24,353600,1706
5011_24,353604,1108.5
5011_24,353608,2054.8
5011_24,353612,3046.3
5011_24,353616,3740.3
5011_24,353620,2565.8
5011_24,353624,1605.5
5011_24,353628,1219.9
5011_24,353632,1935.1
5011_24,353636,2807.6
5011_24,353640,3345
5011_24,353644,2500.5
5011_24,353648,1547.6
5011_24,353652,1014
5011_24,353656,1943.3
5011_24,353660,2822.4
5011_24,353664,3648.2
5011_24,353668,2472.9
5011_24,353672,1398.6
5011_24,353676,1012.2
5011_24,353680,1901.2
5011_24,353684,2689.2
5011_24,353688,3435.8
5011_24,353692,2481.5
5011_24,353696,1651.1
5011_24,353700,1458.8
5011_24,353704,1911.4
5011_24,353708,2604.4
5011_24,353712,3339.1
5011_24,353716,2557.5
5011_24,353720,2097.8
5011_24,353724,1749.9
5011_24,353728,2065.7
5011_24,353732,2591.2
5011_24,353736,3302.2
5011_24,353740,2482.1
5011_24,353744,2013.2
5011_24,353748,1365.7
5011_24,353752,2086.7
5011_24,353756,2775.8
5011_24,353760,3579.2
5011_24,353764,2572.2
5011_24,353768,2223.9
5011_24,353772,1636.9
5011_24,353776,2478.4
5011_24,353780,3198.9
5011_24,353784,3972.6
5011_24,353788,2601.5
5011_24,353792,1515.9
5011_24,353796,731.2
5011_24,353800,1670.4
5011_24,353804,2526.8
5011_24,353808,3374.9
5011_24,353812,2556.5
5011_24,353816,1818
5011_24,353820,1483.9
5011_24,353824,2354.8
5011_24,353828,3038.7
5011_24,353832,3857.5
5011_24,353836,2919.4
5011_24,353840,2230.6
5011_24,353844,1494.4
5011_24,353848,2636
5011_24,353852,3336.5
5011_24,353856,4251.5
5011_24,353860,2848.3
5011_24,353864,1755.9
5011_24,353868,957.95
5011_24,353872,2174.5
5011_24,353876,3251.7
5011_24,353880,4230.2
5011_24,353884,2733.7
5011_24,353888,1566.3
5011_24,353892,782.2
5011_24,353896,2008
5011_24,353900,3139.8
5011_24,353904,4187.6
5011_24,353908,2657.2
5011_24,353912,1456.9
5011_24,353916,605.17
5011_24,353920,2000.6
5011_24,353924,3287
5011_24,353928,4077.9
5011_24,353932,2488.1
5011_24,353936,1297
5011_24,353940,435.1
5011_24,353944,1816.3
5011_24,353948,3064.5
5011_24,353952,3712.9
5011_24,353956,2288
5011_24,353960,1170.4
5011_24,353964,556.63
5011_24,353968,1793.9
5011_24,353972,2949.5
5011_24,353976,3735.6
5011_24,353980,2523.9
5011_24,353984,1401.2
5011_24,353988,740.55
5011_24,353992,1919.8
5011_24,353996,3068.7
5011_24,354000,4219
5011_24,354004,2935.9
5011_24,354008,1825.9
5011_24,354012,1189.4
5011_24,354016,2575.9
5011_24,354020,3444.3
5011_24,354024,4120.8
5011_24,354028,2836.5
5011_24,354032,1814.7
5011_24,354036,1181.4
5011_24,354040,1634
5011_24,354044,2078.7
5011_24,354048,2134.4
5011_24,354052,1143.5
5011_24,354056,777.65
5011_24,354060,674.09
5011_24,354064,1718.9
5011_24,354068,2615.9
5011_24,354072,3573.1
5011_24,354076,2854.1
5011_24,354080,1995.9
5011_24,354084,1557.8
5011_24,354088,2461.2
5011_24,354092,3286
5011_24,354096,4059.9
5011_24,354100,2603.2
5011_24,354104,1551.2
5011_24,354108,924.87
5011_24,354112,1958.7
5011_24,354116,2882.9
5011_24,354120,3813.3
5011_24,354124,2536.3
5011_24,354128,1439.5
5011_24,354132,753.45
5011_24,354136,1834.6
5011_24,354140,2827.4
5011_24,354144,3464.1
5011_24,354148,2394.8
5011_24,354152,1366.9
5011_24,354156,1087.5
5011_24,354160,2056.5
5011_24,354164,2972.8
5011_24,354168,2997.3
5011_24,354172,2037.5
5011_24,354176,1313.3
5011_24,354180,1270.6
5011_24,354184,1905.3
5011_24,354188,2453.3
5011_24,354192,3041.5
5011_24,354196,2497.2
5011_24,354200,2101.9
5011_24,354204,2114.6
5011_24,354208,2752.9
5011_24,354212,3359.6
5011_24,354216,4035.3
5011_24,354220,2963.8
5011_24,354224,2046.9
5011_24,354228,1330.8
5011_24,354232,2351.9
5011_24,354236,3355.8
5011_24,354240,4305.5
5011_24,354244,2876.2
5011_24,354248,1656.3
5011_24,354252,756.39
5011_24,354256,2063.4
5011_24,354260,3327.7
5011_24,354264,4594.9
5011_24,354268,2735.1
5011_24,354272,1178.2
5011_24,354276,118.26
5011_24,354280,1724.4
5011_24,354284,3233.3
5011_24,354288,4591.9
5011_24,354292,2782.5
5011_24,354296,1362.1
5011_24,354300,609.25
5011_24,354304,2061.8
5011_24,354308,3269
5011_24,354312,4128.1
5011_24,354316,2453.5
5011_24,354320,1041.7
5011_24,354324,137.59
5011_24,354328,1773.4
5011_24,354332,3251.6
5011_24,354336,4512
5011_24,354340,2750.1
5011_24,354344,1266.8
5011_24,354348,179.84
5011_24,354352,1730.7
5011_24,354356,3113.8
5011_24,354360,4456.5
5011_24,354364,2749.4
5011_24,354368,1362.3
5011_24,354372,271.22
5011_24,354376,1850.2
5011_24,354380,3332.4
5011_24,354384,4676.8
5011_24,354388,2970
5011_24,354392,1675.1
5011_24,354396,585.14
5011_24,354400,2380.5
5011_24,354404,3980.1
5011_24,354408,4403
5011_24,354412,2448.2
5011_24,354416,817.73
5011_24,354420,382.58
5011_24,354424,2014.8
5011_24,354428,3477.1
5011_24,354432,3715.3
5011_24,354436,2267.6
5011_24,354440,1009.2
5011_24,354444,38.15
5011_24,354448,1326.9
5011_24,354452,2204.3
5011_24,354456,3513.8
5011_24,354460,2198.2
5011_24,354464,1093.5
5011_24,354468,259.38
5011_24,354472,2097.3
5011_24,354476,3153.9
5011_24,354480,4212.6
5011_24,354484,2286.9
5011_24,354488,708.33
5011_24,354492,196.89
5011_24,354496,1399.9
5011_24,354500,2659.5
5011_24,354504,3838.7
5011_24,354508,2289.5
5011_24,354512,1564.5
5011_24,354516,987.23
5011_24,354520,2281.2
5011_24,354524,3536.7
5011_24,354528,4617.3
5011_24,354532,2885.9
5011_24,354536,1302.3
5011_24,354540,110.35
5011_24,354544,1655.1
5011_24,354548,3141
5011_24,354552,4593.7
5011_24,354556,2519.9
5011_24,354560,969.73
5011_24,354564,227.1
5011_24,354568,2069.1
5011_24,354572,3682.2
5011_24,354576,4392.8
5011_24,354580,2435.4
5011_24,354584,946.61
5011_24,354588,179.28
5011_24,354592,1556.9
5011_24,354596,2727.5
5011_24,354600,3181.4
5011_24,354604,1792.2
5011_24,354608,620.67
5011_24,354612,588.95
5011_24,354616,1673.2
5011_24,354620,2223.7
5011_24,354624,2806.1
5011_24,354628,2104.8
5011_24,354632,1640.7
5011_24,354636,1211.2
5011_24,354640,2133.9
5011_24,354644,2965.1
5011_24,354648,3875.8
5011_24,354652,2665.4
5011_24,354656,1787.4
5011_24,354660,1145
5011_24,354664,2207.6
5011_24,354668,3179
5011_24,354672,4151.8
5011_24,354676,2767.4
5011_24,354680,1756.8
5011_24,354684,1053.9
5011_24,354688,2340.3
5011_24,354692,3511.4
5011_24,354696,4594.7
5011_24,354700,2879.5
5011_24,354704,1363.9
5011_24,354708,138.64
5011_24,354712,1715.2
5011_24,354716,3149.7
5011_24,354720,4519.8
5011_24,354724,2706.9
5011_24,354728,1231.5
5011_24,354732,164.16
5011_24,354736,1707.7
5011_24,354740,3138.9
5011_24,354744,4577.6
5011_24,354748,2934.7
5011_24,354752,1704.6
5011_24,354756,652.09
5011_24,354760,2189.6
5011_24,354764,3510.9
5011_24,354768,4664.7
5011_24,354772,2876.7
5011_24,354776,1403.1
5011_24,354780,242.78
5011_24,354784,1946.6
5011_24,354788,3491.6
5011_24,354792,4709.6
5011_24,354796,2213
5011_24,354800,539.61
5011_24,354804,0
5011_24,354808,1095.8
5011_24,354812,2439.8
5011_24,354816,4709.6
5011_24,354820,2395.5
5011_24,354824,666.58
5011_24,354828,1.4988e-05
5011_24,354832,1760.1
5011_24,354836,2931.4
5011_24,354840,4709.6
5011_24,354844,2263.8
5011_24,354848,447.42
5011_24,354852,0
5011_24,354856,2304.1
5011_24,354860,3929.8
5011_24,354864,4709.6
5011_24,354868,2232.2
5011_24,354872,471.65
5011_24,354876,471.65
5011_24,354880,2749.2
5011_24,354884,4209.5
5011_24,354888,4709.6
5011_24,354892,2306.6
5011_24,354896,694.63
5011_24,354900,241.8
5011_24,354904,2160.3
5011_24,354908,3552.4
5011_24,354912,4603.6
5011_24,354916,2039.8
5011_24,354920,10.767
5011_24,354924,10.767
5011_24,354928,2011.8
5011_24,354932,3728.4
5011_24,354936,4510.6
5011_24,354940,2985.1
5011_24,354944,1376.4
5011_24,354948,974.58
5011_24,354952,2874.3
5011_24,354956,4066.7
5011_24,354960,4706.5
5011_24,354964,2953.7
5011_24,354968,1495.5
5011_24,354972,789.75
5011_24,354976,2544.5
5011_24,354980,4348.1
5011_24,354984,4709.6
5011_24,354988,1942.3
5011_24,354992,140.81
5011_24,354996,0
5011_24,355000,1964.2
5011_24,355004,2367.4
5011_24,355008,4709.6
5011_24,355012,2274.5
5011_24,355016,29.102
5011_24,355020,25.181
5011_24,355024,2367.4
5011_24,355028,4709.6
5011_24,355032,4709.6
5011_24,355036,2425
5011_24,355040,425.8
5011_24,355044,6.1418e-05
5011_24,355048,2342.2
5011_24,355052,4684.4
5011_24,355056,4684.4
5011_24,355060,1917.2
5011_24,355064,89.742
5011_24,355068,0
5011_24,355072,2062.8
5011_24,355076,4170.9
5011_24,355080,4213
5011_24,355084,1445.8
5011_24,355088,0
5011_24,355092,0
5011_24,355096,2342.2
5011_24,355100,2661.2
5011_24,355104,4709.6
5011_24,355108,2193.2
5011_24,355112,0
5011_24,355116,0
5011_24,355120,1434.9
5011_24,355124,3336.4
5011_24,355128,4606.4
5011_24,355132,2002.5
5011_24,355136,166.59
5011_24,355140,0
5011_24,355144,2174.7
5011_24,355148,3184.7
5011_24,355152,4709.6
5011_24,355156,2832.2
5011_24,355160,1258.5
5011_24,355164,999.79
5011_24,355168,1917.7
5011_24,355172,3223.3
5011_24,355176,4666.2
5011_24,355180,2286.6
5011_24,355184,114.18
5011_24,355188,0
5011_24,355192,1838.7
5011_24,355196,3389.2
5011_24,355200,4566.1
5011_24,355204,2393.4
5011_24,355208,443.91
5011_24,355212,0
5011_24,355216,2342.2
5011_24,355220,4684.4
5011_24,355224,4709.6
5011_24,355228,1989.5
5011_24,355232,1.3219e-05
5011_24,355236,0
5011_24,355240,2342.2
5011_24,355244,4684.4
5011_24,355248,4709.6
5011_24,355252,2582.7
5011_24,355256,833.81
5011_24,355260,0
5011_24,355264,1101.9
5011_24,355268,2930
5011_24,355272,4709.6
5011_24,355276,2675.2
5011_24,355280,269.3
5011_24,355284,0
5011_24,355288,2188.7
5011_24,355292,3726.5
5011_24,355296,4709.6
5011_24,355300,2154.9
5011_24,355304,149.24
5011_24,355308,0
5011_24,355312,1756.2
5011_24,355316,3352.9
5011_24,355320,4709.6
5011_24,355324,2396.5
5011_24,355328,978.07
5011_24,355332,0
5011_24,355336,1717.3
5011_24,355340,3333.7
5011_24,355344,4709.6
5011_24,355348,1966.1
5011_24,355352,0
5011_24,355356,0
5011_24,355360,2342.2
5011_24,355364,4371.4
5011_24,355368,4709.6
5011_24,355372,2486.9
5011_24,355376,674.57
5011_24,355380,266.56
5011_24,355384,2448.6
5011_24,355388,4633.4
5011_24,355392,4678.7
5011_24,355396,2328.6
5011_24,355400,765.65
5011_24,355404,705.52
5011_24,355408,2968.3
5011_24,355412,4616.1
5011_24,355416,4616.1
5011_24,355420,1848.8
5011_24,355424,145.45
5011_24,355428,101.11
5011_24,355432,2039.6
5011_24,355436,3963.8
5011_24,355440,4709.6
5011_24,355444,2856.1
5011_24,355448,1266
5011_24,355452,5.8852
5011_24,355456,2348.1
5011_24,355460,4690.3
5011_24,355464,4709.6
5011_24,355468,2091.2
5011_24,355472,0.00015223
5011_24,355476,0
5011_24,355480,2083
5011_24,355484,4031.1
5011_24,355488,4709.6
5011_24,355492,1942.3
5011_24,355496,115.9
5011_24,355500,0
5011_24,355504,2342.2
5011_24,355508,3705.8
5011_24,355512,4709.6
5011_24,355516,2280.4
5011_24,355520,13.149
5011_24,355524,13.149
5011_24,355528,2355.4
5011_24,355532,4697.6
5011_24,355536,4697.6
5011_24,355540,2281.5
5011_24,355544,8.306
5011_24,355548,8.306
5011_24,355552,2350.5
5011_24,355556,4692.7
5011_24,355560,4701.9
5011_24,355564,2023.6
5011_24,355568,1510
5011_24,355572,0
5011_24,355576,1276.1
5011_24,355580,3353.1
5011_24,355584,3957
5011_24,355588,1801.4
5011_24,355592,30.739
5011_24,355596,0
5011_24,355600,1811
5011_24,355604,3154.5
5011_24,355608,3200.8
5011_24,355612,1394.4
5011_24,355616,336.95
5011_24,355620,0
5011_24,355624,2342.2
5011_24,355628,4131.8
5011_24,355632,4709.6
5011_24,355636,2434.6
5011_24,355640,574.71
5011_24,355644,0
5011_24,355648,2342.2
5011_24,355652,4684.4
5011_24,355656,4709.6
5011_24,355660,2363.9
5011_24,355664,388.18
5011_24,355668,0
5011_24,355672,2047.7
5011_24,355676,3579.5
5011_24,355680,4709.6
5011_24,355684,2245.3
5011_24,355688,293.81
5011_24,355692,0
5011_24,355696,1753.9
5011_24,355700,3419.3
5011_24,355704,4644.6
5011_24,355708,2766.5
5011_24,355712,1247.3
5011_24,355716,313.07
5011_24,355720,1309.7
5011_24,355724,2890.6
5011_24,355728,3839.3
5011_24,355732,2177.7
5011_24,355736,749.44
5011_24,355740,32.31
5011_24,355744,1609.8
5011_24,355748,3224.9
5011_24,355752,4650.9
5011_24,355756,2753
5011_24,355760,1201.9
5011_24,355764,12.201
5011_24,355768,1691.1
5011_24,355772,3298.3
5011_24,355776,4698.4
5011_24,355780,2806
5011_24,355784,1359.6
5011_24,355788,281.98
5011_24,355792,1088.4
5011_24,355796,2826.4
5011_24,355800,4477.7
5011_24,355804,2801.6
5011_24,355808,1582.1
5011_24,355812,1081.7
5011_24,355816,2015.7
5011_24,355820,3232
5011_24,355824,3831.2
5011_24,355828,2312.1
5011_24,355832,1007.9
5011_24,355836,32.776
5011_24,355840,2328
5011_24,355844,4590.3
5011_24,355848,4665.7
5011_24,355852,2510.8
5011_24,355856,1030.5
5011_24,355860,157.67
5011_24,355864,2278.3
5011_24,355868,4234.2
5011_24,355872,4539.7
5011_24,355876,2357.6
5011_24,355880,902.5
5011_24,355884,89.128
5011_24,355888,1894.1
5011_24,355892,3670.3
5011_24,355896,4660.2
5011_24,355900,2560
5011_24,355904,1036.1
5011_24,355908,270.96
5011_24,355912,1485.2
5011_24,355916,3530.4
5011_24,355920,4623.9
5011_24,355924,2802.6
5011_24,355928,1359.3
5011_24,355932,553.4
5011_24,355936,2556
5011_24,355940,3469.9
5011_24,355944,4100.7
5011_24,355948,2446.6
5011_24,355952,1090
5011_24,355956,96.658
5011_24,355960,1694.4
5011_24,355964,3310.8
5011_24,355968,4587.3
5011_24,355972,2597.1
5011_24,355976,965.96
5011_24,355980,99.032
5011_24,355984,1885.1
5011_24,355988,3764.5
5011_24,355992,4533.9
5011_24,355996,2621.9
5011_24,356000,973.71
5011_24,356004,43.074
5011_24,356008,2017.2
5011_24,356012,3050.2
5011_24,356016,4647.5
5011_24,356020,2641.7
5011_24,356024,1049.5
5011_24,356028,60.826
5011_24,356032,1648.8
5011_24,356036,3413.3
5011_24,356040,4657.3
5011_24,356044,2521
5011_24,356048,1222.4
5011_24,356052,131.5
5011_24,356056,1855.6
5011_24,356060,3579.7
5011_24,356064,4606.7
5011_24,356068,2331.1
5011_24,356072,755.11
5011_24,356076,148.05
5011_24,356080,2160.3
5011_24,356084,4221.7
5011_24,356088,4488.8
5011_24,356092,2273.7
5011_24,356096,1027.6
5011_24,356100,75.956
5011_24,356104,1823.9
5011_24,356108,3448.4
5011_24,356112,4657
5011_24,356116,2551.7
5011_24,356120,1121.5
5011_24,356124,38.598
5011_24,356128,1951.6
5011_24,356132,3383.5
5011_24,356136,4676.4
5011_24,356140,2513.6
5011_24,356144,1024.1
5011_24,356148,11.26
5011_24,356152,1864.7
5011_24,356156,3478.8
5011_24,356160,4700
5011_24,356164,2381.7
5011_24,356168,757.23
5011_24,356172,20.32
5011_24,356176,2071.2
5011_24,356180,3677.9
5011_24,356184,4691.8
5011_24,356188,2495.7
5011_24,356192,938.51
5011_24,356196,8.9011
5011_24,356200,1792.3
5011_24,356204,3530.4
5011_24,356208,4699.9
5011_24,356212,2538.9
5011_24,356216,1016.1
5011_24,356220,62.943
5011_24,356224,2054.9
5011_24,356228,3999.8
5011_24,356232,4633.6
5011_24,356236,2233.5
5011_24,356240,827.56
5011_24,356244,103.26
5011_24,356248,1966.1
5011_24,356252,3747.6
5011_24,356256,4624.7
5011_24,356260,2406.8
5011_24,356264,900.81
5011_24,356268,11.354
5011_24,356272,2089.2
5011_24,356276,3651.5
5011_24,356280,4699
5011_24,356284,2480.7
5011_24,356288,863.57
5011_24,356292,47.084
5011_24,356296,2137.1
5011_24,356300,4182.4
5011_24,356304,4663.1
5011_24,356308,2497.5
5011_24,356312,983.91
5011_24,356316,10.45
5011_24,356320,1527.4
5011_24,356324,3138.5
5011_24,356328,4701.8
5011_24,356332,2581.3
5011_24,356336,916.79
5011_24,356340,11.19
5011_24,356344,1637.1
5011_24,356348,3148.7
5011_24,356352,4700.5
5011_24,356356,2548
5011_24,356360,899.38
5011_24,356364,12.297
5011_24,356368,1629.9
5011_24,356372,3202.6
5011_24,356376,4698.6
5011_24,356380,2296.6
5011_24,356384,709.02
5011_24,356388,10.677
5011_24,356392,1650.9
5011_24,356396,3202.2
5011_24,356400,4697.7
5011_24,356404,2117.5
5011_24,356408,468.44
5011_24,356412,11.284
5011_24,356416,1935.7
5011_24,356420,3801.2
5011_24,356424,4693.6
5011_24,356428,2067.6
5011_24,356432,18.36
5011_24,356436,66.848
5011_24,356440,1664.9
5011_24,356444,3240.3
5011_24,356448,4626
5011_24,356452,2781.9
5011_24,356456,1271.7
5011_24,356460,82.956
5011_24,356464,1669.5
5011_24,356468,3286.8
5011_24,356472,4628.4
5011_24,356476,2924.4
5011_24,356480,1456.5
5011_24,356484,239.17
5011_24,356488,1928.2
5011_24,356492,3377.3
5011_24,356496,4473.3
5011_24,356500,2623.3
5011_24,356504,1189.2
5011_24,356508,140.74
5011_24,356512,1709.6
5011_24,356516,3265.6
5011_24,356520,4542.8
5011_24,356524,2792.2
5011_24,356528,1276.4
5011_24,356532,210.39
5011_24,356536,1968.4
5011_24,356540,3599.8
5011_24,356544,4573.4
5011_24,356548,2812.4
5011_24,356552,1302.2
5011_24,356556,238.25
5011_24,356560,1891.9
5011_24,356564,3575.7
5011_24,356568,4572.2
5011_24,356572,2697.4
5011_24,356576,1262.2
5011_24,356580,294.78
5011_24,356584,2059.4
5011_24,356588,3770.1
5011_24,356592,4547.7
5011_24,356596,2739
5011_24,356600,1402.4
5011_24,356604,533.76
5011_24,356608,2346.8
5011_24,356612,3773.9
5011_24,356616,3927.6
5011_24,356620,2314.9
5011_24,356624,1155.3
5011_24,356628,557.53
5011_24,356632,1953.5
5011_24,356636,3134.9
5011_24,356640,3458.4
5011_24,356644,1953.7
5011_24,356648,768.08
5011_24,356652,87.371
5011_24,356656,913.44
5011_24,356660,2694.5
5011_24,356664,4420
5011_24,356668,2628.9
5011_24,356672,1156
5011_24,356676,132.81
5011_24,356680,1751.8
5011_24,356684,3316
5011_24,356688,4604.8
5011_24,356692,2791.3
5011_24,356696,1217
5011_24,356700,135.48
5011_24,356704,1744.4
5011_24,356708,3235.4
5011_24,356712,4629.8
5011_24,356716,2863.2
5011_24,356720,1284
5011_24,356724,116.79
5011_24,356728,1729.8
5011_24,356732,3227.6
5011_24,356736,4633.4
5011_24,356740,2728.9
5011_24,356744,1239.9
5011_24,356748,154.07
5011_24,356752,1754.6
5011_24,356756,3339.7
5011_24,356760,4565.5
5011_24,356764,2634.5
5011_24,356768,1127.9
5011_24,356772,78.335
5011_24,356776,1604.9
5011_24,356780,3161.7
5011_24,356784,4473.9
5011_24,356788,2467.6
5011_24,356792,790.58
5011_24,356796,553.73
5011_24,356800,1458.7
5011_24,356804,3070.9
5011_24,356808,3816.9
5011_24,356812,2470.3
5011_24,356816,986.46
5011_24,356820,211.39
5011_24,356824,1073.3
5011_24,356828,1828.3
5011_24,356832,2942.7
5011_24,356836,2335.1
5011_24,356840,1263.2
5011_24,356844,699.38
5011_24,356848,1571
5011_24,356852,2347.4
5011_24,356856,3032.4
5011_24,356860,2370
5011_24,356864,1928.3
5011_24,356868,1473
5011_24,356872,2156.5
5011_24,356876,2798.6
5011_24,356880,3445.5
5011_24,356884,2610.6
5011_24,356888,2081.7
5011_24,356892,1893.2
5011_24,356896,2696.9
5011_24,356900,3555.1
5011_24,356904,4602.2
5011_24,356908,3261.8
5011_24,356912,1620.5
5011_24,356916,251.53
5011_24,356920,1911.3
5011_24,356924,3576.5
5011_24,356928,4503.5
5011_24,356932,2581.2
5011_24,356936,826.33
5011_24,356940,174.77
5011_24,356944,763.28
5011_24,356948,1632.6
5011_24,356952,2335.5
5011_24,356956,1357.1
5011_24,356960,429.95
5011_24,356964,661.42
5011_24,356968,1767.5
5011_24,356972,2628.9
5011_24,356976,3404.1
5011_24,356980,2906.6
5011_24,356984,2676.8
5011_24,356988,2446.6
5011_24,356992,2557.4
5011_24,356996,3337.5
5011_24,357000,4465.1
5011_24,357004,2511.4
5011_24,357008,1253.7
5011_24,357012,345.26
5011_24,357016,1788.8
5011_24,357020,3060.9
5011_24,357024,4314.3
5011_24,357028,2712.1
5011_24,357032,1443.9
5011_24,357036,514.5
5011_24,357040,1916.5
5011_24,357044,3273.2
5011_24,357048,4603.6
5011_24,357052,2748.5
5011_24,357056,1219.3
5011_24,357060,162.78
5011_24,357064,1702.5
5011_24,357068,3182.8
5011_24,357072,4608.6
5011_24,357076,2757.6
5011_24,357080,1182.4
5011_24,357084,84.458
5011_24,357088,1395.7
5011_24,357092,2651
5011_24,357096,3825.1
5011_24,357100,2199.9
5011_24,357104,1293.3
5011_24,357108,776.26
5011_24,357112,1905.5
5011_24,357116,3002.8
5011_24,357120,4071.2
5011_24,357124,2894
5011_24,357128,1846.2
5011_24,357132,529.67
5011_24,357136,1669.4
5011_24,357140,2736
5011_24,357144,3766.5
5011_24,357148,2496
5011_24,357152,1539.8
5011_24,357156,1005.2
5011_24,357160,2024.7
5011_24,357164,2983.2
5011_24,357168,3933.3
5011_24,357172,2781.6
5011_24,357176,1879.6
5011_24,357180,1126.8
5011_24,357184,2351
5011_24,357188,3562.3
5011_24,357192,4602.2
5011_24,357196,2993.2
5011_24,357200,1567.3
5011_24,357204,645.99
5011_24,357208,1563.2
5011_24,357212,3380.9
5011_24,357216,4307.6
5011_24,357220,3044.3
5011_24,357224,1641.6
5011_24,357228,751.93
5011_24,357232,1254.8
5011_24,357236,2487.6
5011_24,357240,4068.5
5011_24,357244,2689.1
5011_24,357248,1207
5011_24,357252,136.96
5011_24,357256,1560
5011_24,357260,2802.8
5011_24,357264,4576.2
5011_24,357268,2806.2
5011_24,357272,1455.6
5011_24,357276,383.19
5011_24,357280,1871.7
5011_24,357284,3429.6
5011_24,357288,4497
5011_24,357292,3093.5
5011_24,357296,1984.1
5011_24,357300,1446.6
5011_24,357304,2165.7
5011_24,357308,3187.8
5011_24,357312,4048.3
5011_24,357316,2794.5
5011_24,357320,1832.4
5011_24,357324,1391.4
5011_24,357328,1937.6
5011_24,357332,2527.6
5011_24,357336,3094.8
5011_24,357340,1861.4
5011_24,357344,828.86
5011_24,357348,93.945
5011_24,357352,1492.8
5011_24,357356,2774.5
5011_24,357360,3551.1
5011_24,357364,2704.4
5011_24,357368,1465.1
5011_24,357372,1372.7
5011_24,357376,2520.3
5011_24,357380,3546.8
5011_24,357384,4582.9
5011_24,357388,2790.2
5011_24,357392,1332.8
5011_24,357396,261.26
5011_24,357400,969.27
5011_24,357404,1644.9
5011_24,357408,2763.3
5011_24,357412,1860.9
5011_24,357416,1030.1
5011_24,357420,354.5
5011_24,357424,1268.2
5011_24,357428,2428.1
5011_24,357432,3634.9
5011_24,357436,2449.6
5011_24,357440,910.19
5011_24,357444,503.32
5011_24,357448,1500.8
5011_24,357452,2403.9
5011_24,357456,3215.2
5011_24,357460,2459.7
5011_24,357464,2038.3
5011_24,357468,1676.4
5011_24,357472,2538
5011_24,357476,3468.2
5011_24,357480,4452.5
5011_24,357484,2924.8
5011_24,357488,1642.6
5011_24,357492,389.77
5011_24,357496,1903.2
5011_24,357500,3421.1
5011_24,357504,4631.3
5011_24,357508,3319.9
5011_24,357512,1823
5011_24,357516,749.29
5011_24,357520,1563.3
5011_24,357524,3071.7
5011_24,357528,4197.9
5011_24,357532,2556.9
5011_24,357536,1131.9
5011_24,357540,168.67
5011_24,357544,1222.5
5011_24,357548,3153.3
5011_24,357552,3889.7
5011_24,357556,2399.9
5011_24,357560,1056.9
5011_24,357564,156.81
5011_24,357568,1228.7
5011_24,357572,2741.5
5011_24,357576,3758.7
5011_24,357580,2567.7
5011_24,357584,1784.6
5011_24,357588,1977.5
5011_24,357592,2128.3
5011_24,357596,2867.5
5011_24,357600,4105.6
5011_24,357604,2641
5011_24,357608,1501.4
5011_24,357612,640.16
5011_24,357616,2188.1
5011_24,357620,3722.2
5011_24,357624,4608
5011_24,357628,2738.1
5011_24,357632,1148.1
5011_24,357636,83.008
5011_24,357640,1238.8
5011_24,357644,2361.2
5011_24,357648,3101.6
5011_24,357652,2169.6
5011_24,357656,1584.4
5011_24,357660,1384.9
5011_24,357664,2160
5011_24,357668,3022.3
5011_24,357672,3803.3
5011_24,357676,2975.5
5011_24,357680,2195.4
5011_24,357684,1223.6
5011_24,357688,2399.9
5011_24,357692,3533.5
5011_24,357696,4444.2
5011_24,357700,2415.7
5011_24,357704,1029.4
5011_24,357708,302.72
5011_24,357712,1456.7
5011_24,357716,2522.1
5011_24,357720,3301
5011_24,357724,2410.7
5011_24,357728,1714.1
5011_24,357732,1484
5011_24,357736,2437.1
5011_24,357740,3440.7
5011_24,357744,4092.2
5011_24,357748,2986.1
5011_24,357752,1913.3
5011_24,357756,1367
5011_24,357760,2204.5
5011_24,357764,3428.5
5011_24,357768,3884.1
5011_24,357772,2681.9
5011_24,357776,1783.6
5011_24,357780,1674.4
5011_24,357784,1875.2
5011_24,357788,3022.7
5011_24,357792,3569
5011_24,357796,2018.4
5011_24,357800,1321.7
5011_24,357804,1062.6
5011_24,357808,1924.1
5011_24,357812,3403.6
5011_24,357816,4040.2
5011_24,357820,2550
5011_24,357824,1264.9
5011_24,357828,411.4
5011_24,357832,1587
5011_24,357836,2703.6
5011_24,357840,3379.2
5011_24,357844,2101.8
5011_24,357848,1336
5011_24,357852,1043
5011_24,357856,1953.3
5011_24,357860,2818.2
5011_24,357864,3443.1
5011_24,357868,2502.8
5011_24,357872,1613.9
5011_24,357876,1252
5011_24,357880,2017.9
5011_24,357884,2787.1
5011_24,357888,3304.6
5011_24,357892,2666.1
5011_24,357896,2040.2
5011_24,357900,1611.9
5011_24,357904,2444.6
5011_24,357908,3316.1
5011_24,357912,3937.9
5011_24,357916,3232.2
5011_24,357920,2390.9
5011_24,357924,1272.6
5011_24,357928,2537.3
5011_24,357932,3889.6
5011_24,357936,4451.3
5011_24,357940,3499.1
5011_24,357944,1732.9
5011_24,357948,312.64
5011_24,357952,1954.6
5011_24,357956,3704.8
5011_24,357960,4506
5011_24,357964,3572.2
5011_24,357968,1767.3
5011_24,357972,291.29
5011_24,357976,1397.1
5011_24,357980,3189.1
