STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,StateOfCharge
5011_43,350844,0.00052886
5011_43,350848,0.00053266
5011_43,350852,0.00051863
5011_43,350856,0.00050625
5011_43,350860,0.00049901
5011_43,350864,0.00049966
5011_43,350868,0.0005053
5011_43,350872,0.00051032
5011_43,350876,0.00050105
5011_43,350880,0.00049575
5011_43,350884,0.00050088
5011_43,350888,0.00051023
5011_43,350892,0.00052471
5011_43,350896,0.00053267
5011_43,350900,0.00051472
5011_43,350904,0.00049463
5011_43,350908,0.00049797
5011_43,350912,0.00051005
5011_43,350916,0.0005239
5011_43,350920,0.00052514
5011_43,350924,0.00051458
5011_43,350928,0.00050651
5011_43,350932,0.00052354
5011_43,350936,0.00053835
5011_43,350940,0.00053711
5011_43,350944,0.00052706
5011_43,350948,0.00050592
5011_43,350952,0.00048185
5011_43,350956,0.00047528
5011_43,350960,0.00046887
5011_43,350964,0.00047105
5011_43,350968,0.00047428
5011_43,350972,0.00048181
5011_43,350976,0.00049224
5011_43,350980,0.00051952
5011_43,350984,0.00054941
5011_43,350988,0.00056006
5011_43,350992,0.00055542
5011_43,350996,0.00052472
5011_43,351000,0.00049793
5011_43,351004,0.00050573
5011_43,351008,0.0005063
5011_43,351012,0.00051433
5011_43,351016,0.00052958
5011_43,351020,0.00053278
5011_43,351024,0.00053036
5011_43,351028,0.0005446
5011_43,351032,0.00055357
5011_43,351036,0.00054371
5011_43,351040,0.00052973
5011_43,351044,0.00050991
5011_43,351048,0.0004899
5011_43,351052,0.00047956
5011_43,351056,0.00047322
5011_43,351060,0.00047814
5011_43,351064,0.00048895
5011_43,351068,0.00048548
5011_43,351072,0.00047976
5011_43,351076,0.00050431
5011_43,351080,0.00053187
5011_43,351084,0.00055396
5011_43,351088,0.0005586
5011_43,351092,0.0005527
5011_43,351096,0.00054164
5011_43,351100,0.00053314
5011_43,351104,0.00054768
5011_43,351108,0.00055189
5011_43,351112,0.00055473
5011_43,351116,0.0005473
5011_43,351120,0.00054034
5011_43,351124,0.00053209
5011_43,351128,0.00052961
5011_43,351132,0.00053574
5011_43,351136,0.00054449
5011_43,351140,0.00054429
5011_43,351144,0.00054562
5011_43,351148,0.00055393
5011_43,351152,0.00055242
5011_43,351156,0.00055215
5011_43,351160,0.00056476
5011_43,351164,0.00054326
5011_43,351168,0.0005194
5011_43,351172,0.0005187
5011_43,351176,0.0005082
5011_43,351180,0.00050629
5011_43,351184,0.00053077
5011_43,351188,0.00050657
5011_43,351192,0.00048435
5011_43,351196,0.00050622
5011_43,351200,0.00053588
5011_43,351204,0.00055649
5011_43,351208,0.00056473
5011_43,351212,0.00054117
5011_43,351216,0.0005126
5011_43,351220,0.00052822
5011_43,351224,0.00054247
5011_43,351228,0.00053332
5011_43,351232,0.00053488
5011_43,351236,0.00051132
5011_43,351240,0.00048516
5011_43,351244,0.00049449
5011_43,351248,0.00049185
5011_43,351252,0.00048745
5011_43,351256,0.00049138
5011_43,351260,0.00048835
5011_43,351264,0.00048356
5011_43,351268,0.00050267
5011_43,351272,0.00052971
5011_43,351276,0.00054887
5011_43,351280,0.00055888
5011_43,351284,0.00053739
5011_43,351288,0.00051434
5011_43,351292,0.00052325
5011_43,351296,0.00053023
5011_43,351300,0.00053058
5011_43,351304,0.00053914
5011_43,351308,0.00052706
5011_43,351312,0.00051725
5011_43,351316,0.00051852
5011_43,351320,0.00053258
5011_43,351324,0.00053353
5011_43,351328,0.00052818
5011_43,351332,0.00051862
5011_43,351336,0.00051106
5011_43,351340,0.00053866
5011_43,351344,0.00056649
5011_43,351348,0.000567
5011_43,351352,0.0005548
5011_43,351356,0.00052412
5011_43,351360,0.0004955
5011_43,351364,0.00049614
5011_43,351368,0.00051155
5011_43,351372,0.00052393
5011_43,351376,0.00053768
5011_43,351380,0.00053267
5011_43,351384,0.00052753
5011_43,351388,0.00054661
5011_43,351392,0.00056216
5011_43,351396,0.00055659
5011_43,351400,0.00054758
5011_43,351404,0.00051943
5011_43,351408,0.00049266
5011_43,351412,0.00049452
5011_43,351416,0.00051198
5011_43,351420,0.00053096
5011_43,351424,0.00053501
5011_43,351428,0.00051511
5011_43,351432,0.00049624
5011_43,351436,0.00051075
5011_43,351440,0.0005323
5011_43,351444,0.00055333
5011_43,351448,0.00055631
5011_43,351452,0.00052934
5011_43,351456,0.00050588
5011_43,351460,0.00053049
5011_43,351464,0.00055822
5011_43,351468,0.0005578
5011_43,351472,0.00054643
5011_43,351476,0.00052062
5011_43,351480,0.0004929
5011_43,351484,0.00049676
5011_43,351488,0.00050806
5011_43,351492,0.00053531
5011_43,351496,0.00054731
5011_43,351500,0.00052206
5011_43,351504,0.00049462
5011_43,351508,0.00049248
5011_43,351512,0.00051321
5011_43,351516,0.00053118
5011_43,351520,0.00054606
5011_43,351524,0.00052449
5011_43,351528,0.00050651
5011_43,351532,0.00052802
5011_43,351536,0.00054198
5011_43,351540,0.00055504
5011_43,351544,0.00054854
5011_43,351548,0.00052331
5011_43,351552,0.00050054
5011_43,351556,0.00051713
5011_43,351560,0.00053687
5011_43,351564,0.00054409
5011_43,351568,0.00054693
5011_43,351572,0.00052314
5011_43,351576,0.00049964
5011_43,351580,0.00051065
5011_43,351584,0.0005341
5011_43,351588,0.00055213
5011_43,351592,0.00055079
5011_43,351596,0.00052885
5011_43,351600,0.0005079
5011_43,351604,0.0005252
5011_43,351608,0.0005502
5011_43,351612,0.00055695
5011_43,351616,0.00054333
5011_43,351620,0.00051841
5011_43,351624,0.00049399
5011_43,351628,0.00050707
5011_43,351632,0.00052905
5011_43,351636,0.00053738
5011_43,351640,0.00053484
5011_43,351644,0.00051268
5011_43,351648,0.00049115
5011_43,351652,0.00050143
5011_43,351656,0.00052705
5011_43,351660,0.00053858
5011_43,351664,0.00054452
5011_43,351668,0.00052311
5011_43,351672,0.00049989
5011_43,351676,0.00050804
5011_43,351680,0.00052186
5011_43,351684,0.00053011
5011_43,351688,0.00052874
5011_43,351692,0.000511
5011_43,351696,0.00049211
5011_43,351700,0.00050952
5011_43,351704,0.00053222
5011_43,351708,0.0005442
5011_43,351712,0.00053896
5011_43,351716,0.00051472
5011_43,351720,0.00049388
5011_43,351724,0.00051475
5011_43,351728,0.00052702
5011_43,351732,0.00054107
5011_43,351736,0.00054412
5011_43,351740,0.00052497
5011_43,351744,0.00050969
5011_43,351748,0.00052022
5011_43,351752,0.00051869
5011_43,351756,0.00052742
5011_43,351760,0.00053041
5011_43,351764,0.00052659
5011_43,351768,0.00053229
5011_43,351772,0.00052898
5011_43,351776,0.00052122
5011_43,351780,0.00051247
5011_43,351784,0.00050851
5011_43,351788,0.00050752
5011_43,351792,0.00050538
5011_43,351796,0.00050283
5011_43,351800,0.00050799
5011_43,351804,0.00051635
5011_43,351808,0.00052589
5011_43,351812,0.00052534
5011_43,351816,0.0005245
5011_43,351820,0.0005285
5011_43,351824,0.00052699
5011_43,351828,0.00053825
5011_43,351832,0.00053588
5011_43,351836,0.00052104
5011_43,351840,0.00050888
5011_43,351844,0.00052242
5011_43,351848,0.00053141
5011_43,351852,0.00054766
5011_43,351856,0.00053895
5011_43,351860,0.00052248
5011_43,351864,0.00050978
5011_43,351868,0.0005141
5011_43,351872,0.00053076
5011_43,351876,0.00054311
5011_43,351880,0.00053908
5011_43,351884,0.00050912
5011_43,351888,0.0004911
5011_43,351892,0.00050078
5011_43,351896,0.00052596
5011_43,351900,0.00055478
5011_43,351904,0.00054292
5011_43,351908,0.00051794
5011_43,351912,0.00049387
5011_43,351916,0.00050883
5011_43,351920,0.00052901
5011_43,351924,0.00054933
5011_43,351928,0.00053606
5011_43,351932,0.00052323
5011_43,351936,0.00051114
5011_43,351940,0.00052826
5011_43,351944,0.00053985
5011_43,351948,0.00055853
5011_43,351952,0.00054879
5011_43,351956,0.00052457
5011_43,351960,0.00050191
5011_43,351964,0.00051592
5011_43,351968,0.00051282
5011_43,351972,0.00051233
5011_43,351976,0.00050017
5011_43,351980,0.00048124
5011_43,351984,0.00046559
5011_43,351988,0.00049759
5011_43,351992,0.00053377
5011_43,351996,0.00054218
5011_43,352000,0.00054161
5011_43,352004,0.00053271
5011_43,352008,0.00052928
5011_43,352012,0.00052874
5011_43,352016,0.00052597
5011_43,352020,0.00052259
5011_43,352024,0.00052031
5011_43,352028,0.00051071
5011_43,352032,0.00050342
5011_43,352036,0.00050491
5011_43,352040,0.0005007
5011_43,352044,0.00051132
5011_43,352048,0.00051141
5011_43,352052,0.00051448
5011_43,352056,0.00052022
5011_43,352060,0.00053674
5011_43,352064,0.00054546
5011_43,352068,0.00056691
5011_43,352072,0.00055296
5011_43,352076,0.00052565
5011_43,352080,0.0005165
5011_43,352084,0.00052514
5011_43,352088,0.00052752
5011_43,352092,0.00053906
5011_43,352096,0.00051737
5011_43,352100,0.00050675
5011_43,352104,0.00049407
5011_43,352108,0.00048867
5011_43,352112,0.00048796
5011_43,352116,0.00049815
5011_43,352120,0.00050236
5011_43,352124,0.00050114
5011_43,352128,0.00050192
5011_43,352132,0.00050706
5011_43,352136,0.00052228
5011_43,352140,0.0005421
5011_43,352144,0.00054054
5011_43,352148,0.00050814
5011_43,352152,0.00051622
5011_43,352156,0.00052334
5011_43,352160,0.00053655
5011_43,352164,0.00053141
5011_43,352168,0.00052822
5011_43,352172,0.00052379
5011_43,352176,0.00052279
5011_43,352180,0.00053208
5011_43,352184,0.00053143
5011_43,352188,0.00053309
5011_43,352192,0.00053277
5011_43,352196,0.00052774
5011_43,352200,0.00052113
5011_43,352204,0.00052722
5011_43,352208,0.00052974
5011_43,352212,0.00052461
5011_43,352216,0.00052496
5011_43,352220,0.00051198
5011_43,352224,0.00050168
5011_43,352228,0.00051206
5011_43,352232,0.00051967
5011_43,352236,0.00052596
5011_43,352240,0.00052039
5011_43,352244,0.00052769
5011_43,352248,0.00053285
5011_43,352252,0.00054381
5011_43,352256,0.00056619
5011_43,352260,0.00056263
5011_43,352264,0.00054088
5011_43,352268,0.00052222
5011_43,352272,0.00051106
5011_43,352276,0.00049865
5011_43,352280,0.00050198
5011_43,352284,0.000502
5011_43,352288,0.00049934
5011_43,352292,0.00049524
5011_43,352296,0.00049121
5011_43,352300,0.00050541
5011_43,352304,0.00052368
5011_43,352308,0.00054158
5011_43,352312,0.00053973
5011_43,352316,0.00053119
5011_43,352320,0.00052358
5011_43,352324,0.00052702
5011_43,352328,0.00052919
5011_43,352332,0.00052822
5011_43,352336,0.00052509
5011_43,352340,0.00051813
5011_43,352344,0.00051263
5011_43,352348,0.00051561
5011_43,352352,0.00052067
5011_43,352356,0.00053508
5011_43,352360,0.00052528
5011_43,352364,0.00051446
5011_43,352368,0.00050741
5011_43,352372,0.00051471
5011_43,352376,0.00052536
5011_43,352380,0.00053094
5011_43,352384,0.00051493
5011_43,352388,0.00052217
5011_43,352392,0.00053027
5011_43,352396,0.00052586
5011_43,352400,0.00052445
5011_43,352404,0.00053085
5011_43,352408,0.00052274
5011_43,352412,0.0005044
5011_43,352416,0.00049384
5011_43,352420,0.00050748
5011_43,352424,0.00052463
5011_43,352428,0.00053824
5011_43,352432,0.0005392
5011_43,352436,0.00052982
5011_43,352440,0.00052282
5011_43,352444,0.00052304
5011_43,352448,0.00051306
5011_43,352452,0.00050842
5011_43,352456,0.00050752
5011_43,352460,0.00050412
5011_43,352464,0.0005039
5011_43,352468,0.00050879
5011_43,352472,0.00052418
5011_43,352476,0.0005391
5011_43,352480,0.00053655
5011_43,352484,0.00051757
5011_43,352488,0.00052168
5011_43,352492,0.00051762
5011_43,352496,0.00051346
5011_43,352500,0.00052654
5011_43,352504,0.00052124
5011_43,352508,0.00051069
5011_43,352512,0.00050599
5011_43,352516,0.00050401
5011_43,352520,0.00049634
5011_43,352524,0.00050011
5011_43,352528,0.00050948
5011_43,352532,0.00052273
5011_43,352536,0.00053629
5011_43,352540,0.00054123
5011_43,352544,0.00054865
5011_43,352548,0.00055377
5011_43,352552,0.0005563
5011_43,352556,0.00055477
5011_43,352560,0.00055593
5011_43,352564,0.00054936
5011_43,352568,0.00054706
5011_43,352572,0.00054357
5011_43,352576,0.0005305
5011_43,352580,0.000538
5011_43,352584,0.00054663
5011_43,352588,0.00052906
5011_43,352592,0.00051669
5011_43,352596,0.00050651
5011_43,352600,0.00050957
5011_43,352604,0.00050442
5011_43,352608,0.00053153
5011_43,352612,0.00052573
5011_43,352616,0.00049756
5011_43,352620,0.00051011
5011_43,352624,0.00051772
5011_43,352628,0.0005201
5011_43,352632,0.00051452
5011_43,352636,0.00049787
5011_43,352640,0.00048794
5011_43,352644,0.00048687
5011_43,352648,0.00050101
5011_43,352652,0.00050107
5011_43,352656,0.00050551
5011_43,352660,0.00050733
5011_43,352664,0.00050467
5011_43,352668,0.00051096
5011_43,352672,0.00050802
5011_43,352676,0.00050136
5011_43,352680,0.00049913
5011_43,352684,0.00052422
5011_43,352688,0.00054292
5011_43,352692,0.00056609
5011_43,352696,0.00055127
5011_43,352700,0.00052531
5011_43,352704,0.00052024
5011_43,352708,0.00051366
5011_43,352712,0.00050487
5011_43,352716,0.00050028
5011_43,352720,0.00050943
5011_43,352724,0.0005209
5011_43,352728,0.00053048
5011_43,352732,0.0005196
5011_43,352736,0.00051138
5011_43,352740,0.00051106
5011_43,352744,0.00051585
5011_43,352748,0.00050983
5011_43,352752,0.00050181
5011_43,352756,0.00050506
5011_43,352760,0.00052283
5011_43,352764,0.00053862
5011_43,352768,0.00053304
5011_43,352772,0.00052382
5011_43,352776,0.00052072
5011_43,352780,0.00051989
5011_43,352784,0.00053093
5011_43,352788,0.00054572
5011_43,352792,0.0005456
5011_43,352796,0.00053964
5011_43,352800,0.00054426
5011_43,352804,0.00054131
5011_43,352808,0.00053606
5011_43,352812,0.00053388
5011_43,352816,0.00052745
5011_43,352820,0.00051775
5011_43,352824,0.00050925
5011_43,352828,0.00050968
5011_43,352832,0.0005137
5011_43,352836,0.00051976
5011_43,352840,0.00051198
5011_43,352844,0.00049313
5011_43,352848,0.00048016
5011_43,352852,0.00049
5011_43,352856,0.00051097
5011_43,352860,0.00051725
5011_43,352864,0.00052008
5011_43,352868,0.00051269
5011_43,352872,0.00050574
5011_43,352876,0.00050456
5011_43,352880,0.00049785
5011_43,352884,0.000499
5011_43,352888,0.00050312
5011_43,352892,0.00050586
5011_43,352896,0.00051246
5011_43,352900,0.00052712
5011_43,352904,0.00054965
5011_43,352908,0.00056214
5011_43,352912,0.00055789
5011_43,352916,0.00055112
5011_43,352920,0.00055182
5011_43,352924,0.00056627
5011_43,352928,0.00056674
5011_43,352932,0.00056708
5011_43,352936,0.00054636
5011_43,352940,0.00051588
5011_43,352944,0.000489
5011_43,352948,0.00050382
5011_43,352952,0.00053507
5011_43,352956,0.00056475
5011_43,352960,0.0005628
5011_43,352964,0.00054647
5011_43,352968,0.00053432
5011_43,352972,0.0005292
5011_43,352976,0.00053267
5011_43,352980,0.00053309
5011_43,352984,0.00051309
5011_43,352988,0.00050037
5011_43,352992,0.00048806
5011_43,352996,0.00049968
5011_43,353000,0.00051728
5011_43,353004,0.00052936
5011_43,353008,0.00051775
5011_43,353012,0.00050414
5011_43,353016,0.00049366
5011_43,353020,0.00049688
5011_43,353024,0.00049753
5011_43,353028,0.0005036
5011_43,353032,0.00049938
5011_43,353036,0.00048783
5011_43,353040,0.00048055
5011_43,353044,0.00049845
5011_43,353048,0.00051528
5011_43,353052,0.0005374
5011_43,353056,0.00053514
5011_43,353060,0.000526
5011_43,353064,0.00052306
5011_43,353068,0.00054125
5011_43,353072,0.00055996
5011_43,353076,0.00057712
5011_43,353080,0.00057248
5011_43,353084,0.00055194
5011_43,353088,0.00053156
5011_43,353092,0.00053912
5011_43,353096,0.00055579
5011_43,353100,0.0005478
5011_43,353104,0.00052585
5011_43,353108,0.00050004
5011_43,353112,0.00047697
5011_43,353116,0.00049519
5011_43,353120,0.00052319
5011_43,353124,0.00053792
5011_43,353128,0.00053002
5011_43,353132,0.00051068
5011_43,353136,0.00049099
5011_43,353140,0.00049713
5011_43,353144,0.00050648
5011_43,353148,0.00052655
5011_43,353152,0.00053116
5011_43,353156,0.00052477
5011_43,353160,0.00052455
5011_43,353164,0.00054242
5011_43,353168,0.00055581
5011_43,353172,0.00056258
5011_43,353176,0.0005421
5011_43,353180,0.00051853
5011_43,353184,0.00049801
5011_43,353188,0.00051158
5011_43,353192,0.00052359
5011_43,353196,0.00054257
5011_43,353200,0.00051934
5011_43,353204,0.00049396
5011_43,353208,0.00047112
5011_43,353212,0.00050175
5011_43,353216,0.00053022
5011_43,353220,0.00056211
5011_43,353224,0.0005361
5011_43,353228,0.00050848
5011_43,353232,0.00048405
5011_43,353236,0.00051259
5011_43,353240,0.00054146
5011_43,353244,0.00056683
5011_43,353248,0.0005444
5011_43,353252,0.00051833
5011_43,353256,0.00049383
5011_43,353260,0.00052242
5011_43,353264,0.00055011
5011_43,353268,0.00057203
5011_43,353272,0.00055543
5011_43,353276,0.00053599
5011_43,353280,0.000516
5011_43,353284,0.00051538
5011_43,353288,0.0005137
5011_43,353292,0.00051042
5011_43,353296,0.00051427
5011_43,353300,0.00051778
5011_43,353304,0.00052246
5011_43,353308,0.00051642
5011_43,353312,0.00050959
5011_43,353316,0.00051186
5011_43,353320,0.00050611
5011_43,353324,0.00049131
5011_43,353328,0.00048382
5011_43,353332,0.00050219
5011_43,353336,0.00052033
5011_43,353340,0.00054742
5011_43,353344,0.00054036
5011_43,353348,0.00052675
5011_43,353352,0.00051295
5011_43,353356,0.00052839
5011_43,353360,0.00054112
5011_43,353364,0.00055613
5011_43,353368,0.00055012
5011_43,353372,0.00053837
5011_43,353376,0.00053104
5011_43,353380,0.00053295
5011_43,353384,0.00053739
5011_43,353388,0.00054348
5011_43,353392,0.00053787
5011_43,353396,0.00052875
5011_43,353400,0.00052427
5011_43,353404,0.00052258
5011_43,353408,0.00052527
5011_43,353412,0.00053587
5011_43,353416,0.00052726
5011_43,353420,0.00051484
5011_43,353424,0.00050996
5011_43,353428,0.00052022
5011_43,353432,0.00052745
5011_43,353436,0.0005342
5011_43,353440,0.0005248
5011_43,353444,0.00051294
5011_43,353448,0.00049877
5011_43,353452,0.00051093
5011_43,353456,0.00051607
5011_43,353460,0.00052392
5011_43,353464,0.00050846
5011_43,353468,0.00049377
5011_43,353472,0.00048015
5011_43,353476,0.00050184
5011_43,353480,0.00053497
5011_43,353484,0.0005544
5011_43,353488,0.00054363
5011_43,353492,0.00052913
5011_43,353496,0.00051712
5011_43,353500,0.00052773
5011_43,353504,0.00053802
5011_43,353508,0.00053937
5011_43,353512,0.00052242
5011_43,353516,0.00050688
5011_43,353520,0.00049347
5011_43,353524,0.00050976
5011_43,353528,0.00052372
5011_43,353532,0.00054149
5011_43,353536,0.00052971
5011_43,353540,0.00051543
5011_43,353544,0.00050165
5011_43,353548,0.00051303
5011_43,353552,0.00052016
5011_43,353556,0.00052603
5011_43,353560,0.00051075
5011_43,353564,0.00049833
5011_43,353568,0.00049006
5011_43,353572,0.00051086
5011_43,353576,0.00053311
5011_43,353580,0.00055253
5011_43,353584,0.0005458
5011_43,353588,0.00053573
5011_43,353592,0.0005253
5011_43,353596,0.00053201
5011_43,353600,0.00053501
5011_43,353604,0.00053913
5011_43,353608,0.00052805
5011_43,353612,0.00051773
5011_43,353616,0.00050639
5011_43,353620,0.0005094
5011_43,353624,0.0005143
5011_43,353628,0.00052691
5011_43,353632,0.00051968
5011_43,353636,0.00051027
5011_43,353640,0.00050243
5011_43,353644,0.00052097
5011_43,353648,0.00052939
5011_43,353652,0.00053893
5011_43,353656,0.00052978
5011_43,353660,0.00052077
5011_43,353664,0.00051043
5011_43,353668,0.0005091
5011_43,353672,0.00050668
5011_43,353676,0.00051106
5011_43,353680,0.00051726
5011_43,353684,0.00051263
5011_43,353688,0.00051034
5011_43,353692,0.0005176
5011_43,353696,0.00052342
5011_43,353700,0.00052851
5011_43,353704,0.00051815
5011_43,353708,0.0005066
5011_43,353712,0.00049459
5011_43,353716,0.00050522
5011_43,353720,0.00051915
5011_43,353724,0.00053999
5011_43,353728,0.00052688
5011_43,353732,0.00051052
5011_43,353736,0.00049428
5011_43,353740,0.00050854
5011_43,353744,0.00052573
5011_43,353748,0.00054376
5011_43,353752,0.0005279
5011_43,353756,0.00051198
5011_43,353760,0.00049968
5011_43,353764,0.00052087
5011_43,353768,0.00054441
5011_43,353772,0.00055532
5011_43,353776,0.00054738
5011_43,353780,0.00053504
5011_43,353784,0.00051939
5011_43,353788,0.00051401
5011_43,353792,0.00051106
5011_43,353796,0.00051649
5011_43,353800,0.00050618
5011_43,353804,0.00049293
5011_43,353808,0.00048336
5011_43,353812,0.00049986
5011_43,353816,0.00051701
5011_43,353820,0.00053702
5011_43,353824,0.0005282
5011_43,353828,0.00051755
5011_43,353832,0.00050644
5011_43,353836,0.00052228
5011_43,353840,0.00053849
5011_43,353844,0.0005513
5011_43,353848,0.00054187
5011_43,353852,0.00053222
5011_43,353856,0.00052104
5011_43,353860,0.00051954
5011_43,353864,0.00052389
5011_43,353868,0.00052684
5011_43,353872,0.00053287
5011_43,353876,0.00053591
5011_43,353880,0.00053271
5011_43,353884,0.00052467
5011_43,353888,0.00051779
5011_43,353892,0.00051705
5011_43,353896,0.00052093
5011_43,353900,0.00052294
5011_43,353904,0.00052824
5011_43,353908,0.00052528
5011_43,353912,0.00052025
5011_43,353916,0.00051811
5011_43,353920,0.00051936
5011_43,353924,0.0005217
5011_43,353928,0.00052325
5011_43,353932,0.0005176
5011_43,353936,0.00050885
5011_43,353940,0.00050789
5011_43,353944,0.0005055
5011_43,353948,0.0005013
5011_43,353952,0.00050025
5011_43,353956,0.00050315
5011_43,353960,0.00051025
5011_43,353964,0.00051808
5011_43,353968,0.00051641
5011_43,353972,0.00051979
5011_43,353976,0.00052857
5011_43,353980,0.00052547
5011_43,353984,0.00051689
5011_43,353988,0.00051776
5011_43,353992,0.00051009
5011_43,353996,0.00049956
5011_43,354000,0.00048946
5011_43,354004,0.00049578
5011_43,354008,0.00049937
5011_43,354012,0.00051131
5011_43,354016,0.00051888
5011_43,354020,0.00052385
5011_43,354024,0.00052513
5011_43,354028,0.00052858
5011_43,354032,0.00052952
5011_43,354036,0.00054192
5011_43,354040,0.00054021
5011_43,354044,0.00052913
5011_43,354048,0.00052258
5011_43,354052,0.00052427
5011_43,354056,0.00054396
5011_43,354060,0.00055696
5011_43,354064,0.00054756
5011_43,354068,0.00053391
5011_43,354072,0.00052483
5011_43,354076,0.0005299
5011_43,354080,0.00053592
5011_43,354084,0.00054364
5011_43,354088,0.0005364
5011_43,354092,0.00052713
5011_43,354096,0.00051714
5011_43,354100,0.00050773
5011_43,354104,0.00050666
5011_43,354108,0.00051793
5011_43,354112,0.00050888
5011_43,354116,0.0004953
5011_43,354120,0.00047884
5011_43,354124,0.00049272
5011_43,354128,0.0004937
5011_43,354132,0.00050633
5011_43,354136,0.00050445
5011_43,354140,0.00049614
5011_43,354144,0.000485
5011_43,354148,0.00049983
5011_43,354152,0.00051114
5011_43,354156,0.00052894
5011_43,354160,0.00052327
5011_43,354164,0.00051525
5011_43,354168,0.00050988
5011_43,354172,0.00052284
5011_43,354176,0.00053926
5011_43,354180,0.00055504
5011_43,354184,0.00053333
5011_43,354188,0.00050977
5011_43,354192,0.00049507
5011_43,354196,0.00052155
5011_43,354200,0.00055032
5011_43,354204,0.00057479
5011_43,354208,0.00055999
5011_43,354212,0.00054357
5011_43,354216,0.00052731
5011_43,354220,0.00053146
5011_43,354224,0.00054057
5011_43,354228,0.0005509
5011_43,354232,0.00054207
5011_43,354236,0.00053468
5011_43,354240,0.00052845
5011_43,354244,0.00052184
5011_43,354248,0.00051427
5011_43,354252,0.00050696
5011_43,354256,0.00050318
5011_43,354260,0.00049495
5011_43,354264,0.00050311
5011_43,354268,0.00050121
5011_43,354272,0.00049836
5011_43,354276,0.00049811
5011_43,354280,0.00050008
5011_43,354284,0.00050063
5011_43,354288,0.00050672
5011_43,354292,0.00049722
5011_43,354296,0.00049608
5011_43,354300,0.00050173
5011_43,354304,0.00051949
5011_43,354308,0.00053152
5011_43,354312,0.00054016
5011_43,354316,0.00053398
5011_43,354320,0.00053843
5011_43,354324,0.00052904
5011_43,354328,0.00051102
5011_43,354332,0.00049634
5011_43,354336,0.00049859
5011_43,354340,0.0005082
5011_43,354344,0.00051594
5011_43,354348,0.00052634
5011_43,354352,0.00052463
5011_43,354356,0.00052157
5011_43,354360,0.00050926
5011_43,354364,0.00051849
5011_43,354368,0.00052637
5011_43,354372,0.00053831
5011_43,354376,0.00053332
5011_43,354380,0.00052753
5011_43,354384,0.00052195
5011_43,354388,0.00052789
5011_43,354392,0.00052873
5011_43,354396,0.00052678
5011_43,354400,0.00053176
5011_43,354404,0.00053098
5011_43,354408,0.00052233
5011_43,354412,0.0005083
5011_43,354416,0.00050064
5011_43,354420,0.00050913
5011_43,354424,0.00051602
5011_43,354428,0.00051967
5011_43,354432,0.00052619
5011_43,354436,0.00052733
5011_43,354440,0.00052113
5011_43,354444,0.00052734
5011_43,354448,0.00052419
5011_43,354452,0.00051391
5011_43,354456,0.00050489
5011_43,354460,0.00051243
5011_43,354464,0.00052224
5011_43,354468,0.00053289
5011_43,354472,0.00051321
5011_43,354476,0.000496
5011_43,354480,0.00048853
5011_43,354484,0.00050316
5011_43,354488,0.00052401
5011_43,354492,0.00054125
5011_43,354496,0.00053099
5011_43,354500,0.00051403
5011_43,354504,0.00050131
5011_43,354508,0.00051867
5011_43,354512,0.00054315
5011_43,354516,0.00055703
5011_43,354520,0.00054529
5011_43,354524,0.00052962
5011_43,354528,0.000524
5011_43,354532,0.00052118
5011_43,354536,0.00052574
5011_43,354540,0.00052774
5011_43,354544,0.00052311
5011_43,354548,0.00052138
5011_43,354552,0.00051889
5011_43,354556,0.00051703
5011_43,354560,0.00052691
5011_43,354564,0.00054124
5011_43,354568,0.00053748
5011_43,354572,0.00053481
5011_43,354576,0.00053451
5011_43,354580,0.00052699
5011_43,354584,0.00052281
5011_43,354588,0.00053798
5011_43,354592,0.00054169
5011_43,354596,0.00053379
5011_43,354600,0.00052971
5011_43,354604,0.00053873
5011_43,354608,0.00055036
5011_43,354612,0.00055892
5011_43,354616,0.00054277
5011_43,354620,0.00052312
5011_43,354624,0.00050655
5011_43,354628,0.00052768
5011_43,354632,0.00054265
5011_43,354636,0.00055318
5011_43,354640,0.00053885
5011_43,354644,0.00052404
5011_43,354648,0.00051014
5011_43,354652,0.00051473
5011_43,354656,0.00053896
5011_43,354660,0.00054617
5011_43,354664,0.00053424
5011_43,354668,0.00052187
5011_43,354672,0.00050895
5011_43,354676,0.00051264
5011_43,354680,0.0005315
5011_43,354684,0.00054877
5011_43,354688,0.00053872
5011_43,354692,0.00052643
5011_43,354696,0.00051207
5011_43,354700,0.00051171
5011_43,354704,0.0005114
5011_43,354708,0.00051896
5011_43,354712,0.00051097
5011_43,354716,0.00049516
5011_43,354720,0.00048085
5011_43,354724,0.00049982
5011_43,354728,0.00052454
5011_43,354732,0.00053993
5011_43,354736,0.00052569
5011_43,354740,0.00051107
5011_43,354744,0.00050071
5011_43,354748,0.00051441
5011_43,354752,0.00053494
5011_43,354756,0.00055148
5011_43,354760,0.00054686
5011_43,354764,0.00053832
5011_43,354768,0.00052985
5011_43,354772,0.00053414
5011_43,354776,0.00055866
5011_43,354780,0.0006037
5011_43,354784,0.00067499
5011_43,354788,0.00080138
5011_43,354792,0.0010343
5011_43,354796,0.00051895
5011_43,354800,0
5011_43,354804,0
5011_43,354808,0.00035128
5011_43,354812,0.00068463
5011_43,354816,0.0010343
5011_43,354820,0.00051425
5011_43,354824,0
5011_43,354828,0
5011_43,354832,0.00035038
5011_43,354836,0.00068352
