STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,ChargeStorage
5011_15,357640,4918.1
5011_15,357644,5492.9
5011_15,357648,5026.8
5011_15,357652,865.6
5011_15,357656,853.68
5011_15,357660,976.27
5011_15,357664,5036.4
5011_15,357668,5348.9
5011_15,357672,5084.5
5011_15,357676,949.12
5011_15,357680,932.61
5011_15,357684,1064.9
5011_15,357688,5004.4
5011_15,357692,5287.1
5011_15,357696,5047
5011_15,357700,1029.8
5011_15,357704,992.26
5011_15,357708,1121.6
5011_15,357712,4931.5
5011_15,357716,5335.8
5011_15,357720,5099.8
5011_15,357724,915.56
5011_15,357728,898.47
5011_15,357732,999.81
5011_15,357736,4457.4
5011_15,357740,6240.1
5011_15,357744,4318.9
5011_15,357748,606.73
5011_15,357752,603.01
5011_15,357756,657.95
5011_15,357760,4458.7
5011_15,357764,5942.2
5011_15,357768,4809.8
5011_15,357772,653.33
5011_15,357776,655.95
5011_15,357780,736.02
5011_15,357784,4683.8
5011_15,357788,5567.4
5011_15,357792,5142.9
5011_15,357796,975.03
5011_15,357800,964.49
5011_15,357804,1078.9
5011_15,357808,4817.1
5011_15,357812,5513.7
5011_15,357816,4958.4
5011_15,357820,984.1
5011_15,357824,967.17
5011_15,357828,1084.2
5011_15,357832,4909.8
5011_15,357836,5370.5
5011_15,357840,5051.1
5011_15,357844,948.71
5011_15,357848,920.49
5011_15,357852,1043.5
5011_15,357856,4923.1
5011_15,357860,5499.4
5011_15,357864,5056.3
5011_15,357868,836.5
5011_15,357872,819.78
5011_15,357876,891.06
5011_15,357880,4912.9
5011_15,357884,5452.7
5011_15,357888,5168.1
5011_15,357892,1024.6
5011_15,357896,973.35
5011_15,357900,1048.2
5011_15,357904,4314.1
5011_15,357908,5967.7
5011_15,357912,4856.4
5011_15,357916,756.79
5011_15,357920,708.7
5011_15,357924,794.99
5011_15,357928,2449.8
5011_15,357932,6690.2
5011_15,357936,5326.6
5011_15,357940,278.78
5011_15,357944,263.61
5011_15,357948,280.8
5011_15,357952,544.4
5011_15,357956,6917.6
5011_15,357960,5021.8
5011_15,357964,209.72
5011_15,357968,192.45
5011_15,357972,214.81
5011_15,357976,676.07
5011_15,357980,6488.6
5011_15,357984,5404.5
5011_15,357988,206.83
5011_15,357992,192.4
5011_15,357996,216.56
5011_15,358000,914
5011_15,358004,6174.7
5011_15,358008,4549.4
5011_15,358012,263.28
5011_15,358016,253.74
5011_15,358020,270.46
5011_15,358024,4084.2
5011_15,358028,6315.3
5011_15,358032,4632.3
5011_15,358036,963.19
5011_15,358040,913.87
5011_15,358044,994.13
5011_15,358048,3102.2
5011_15,358052,6008
5011_15,358056,5131.4
5011_15,358060,1086.2
5011_15,358064,1039.1
5011_15,358068,1132.8
5011_15,358072,3672.8
5011_15,358076,5972.4
5011_15,358080,4737.8
5011_15,358084,1100.3
5011_15,358088,1059.9
5011_15,358092,1151.6
5011_15,358096,4618.3
5011_15,358100,5895.5
5011_15,358104,4742.4
5011_15,358108,896.94
5011_15,358112,854.75
5011_15,358116,925.55
5011_15,358120,4183.7
5011_15,358124,6295.4
5011_15,358128,4398.3
5011_15,358132,810.47
5011_15,358136,771.96
5011_15,358140,838.74
5011_15,358144,4622.4
5011_15,358148,6131.3
5011_15,358152,4849.8
5011_15,358156,624.25
5011_15,358160,591.53
5011_15,358164,631.22
5011_15,358168,4753.6
5011_15,358172,6510.5
5011_15,358176,4058.9
5011_15,358180,153.03
5011_15,358184,150.03
5011_15,358188,155.13
5011_15,358192,246.2
5011_15,358196,3032.6
5011_15,358200,2091.1
5011_15,358204,155.31
5011_15,358208,151.13
5011_15,358212,155.49
5011_15,358216,3234.9
5011_15,358220,6678.4
5011_15,358224,5206.7
5011_15,358228,537.46
5011_15,358232,510.76
5011_15,358236,546.47
5011_15,358240,2720.8
5011_15,358244,5470.5
5011_15,358248,3563.1
5011_15,358252,531.77
5011_15,358256,514.15
5011_15,358260,555.41
5011_15,358264,2300.6
5011_15,358268,6763.2
5011_15,358272,4420.9
5011_15,358276,611.69
5011_15,358280,593.34
5011_15,358284,644.1
5011_15,358288,3730.1
5011_15,358292,6559.4
5011_15,358296,4562.3
5011_15,358300,712.75
5011_15,358304,680.03
5011_15,358308,709.48
5011_15,358312,3882.9
5011_15,358316,6420.7
5011_15,358320,4815.9
5011_15,358324,475.84
5011_15,358328,450.89
5011_15,358332,475.26
5011_15,358336,3348.6
5011_15,358340,6720.1
5011_15,358344,4700.6
5011_15,358348,254.98
5011_15,358352,244.47
5011_15,358356,251.51
5011_15,358360,1460
5011_15,358364,6884.9
5011_15,358368,5243.4
5011_15,358372,407.42
5011_15,358376,398.87
5011_15,358380,406.77
5011_15,358384,2268.3
5011_15,358388,6897.9
5011_15,358392,4386.9
5011_15,358396,227.62
5011_15,358400,219.58
5011_15,358404,227.85
5011_15,358408,1599.5
5011_15,358412,6257.2
5011_15,358416,2043.7
5011_15,358420,197.27
5011_15,358424,193.79
5011_15,358428,199.98
5011_15,358432,229.92
5011_15,358436,5370.1
5011_15,358440,3087.9
5011_15,358444,191.04
5011_15,358448,185.67
5011_15,358452,191.03
5011_15,358456,564.4
5011_15,358460,5376.1
5011_15,358464,2233.4
5011_15,358468,187.6
5011_15,358472,180.01
5011_15,358476,187.46
5011_15,358480,1101.6
5011_15,358484,6946.7
5011_15,358488,4500.5
5011_15,358492,272.32
5011_15,358496,259.98
5011_15,358500,270.82
5011_15,358504,2951.9
5011_15,358508,6821
5011_15,358512,4571.8
5011_15,358516,388.26
5011_15,358520,364.99
5011_15,358524,390.37
5011_15,358528,2808.3
5011_15,358532,6892.1
5011_15,358536,4288.2
5011_15,358540,142.23
5011_15,358544,138.78
5011_15,358548,139.98
5011_15,358552,1873.4
5011_15,358556,6983.2
5011_15,358560,626.7
5011_15,358564,136.17
5011_15,358568,132.16
5011_15,358572,134.01
5011_15,358576,1974.9
5011_15,358580,3882.1
5011_15,358584,2805.5
5011_15,358588,131.24
5011_15,358592,129.14
5011_15,358596,131.23
5011_15,358600,2155.5
5011_15,358604,6964.2
5011_15,358608,4670.8
5011_15,358612,204.76
5011_15,358616,194.68
5011_15,358620,202.31
5011_15,358624,2199.6
5011_15,358628,6933.8
5011_15,358632,5154.1
5011_15,358636,160.48
5011_15,358640,153.39
5011_15,358644,161.96
5011_15,358648,2299.7
5011_15,358652,6963
5011_15,358656,4652.4
5011_15,358660,106.13
5011_15,358664,101.48
5011_15,358668,108.25
5011_15,358672,2288.4
5011_15,358676,6989.2
5011_15,358680,4322.7
5011_15,358684,92.461
5011_15,358688,81.052
5011_15,358692,91.372
5011_15,358696,2069.3
5011_15,358700,6995.3
5011_15,358704,4490.7
5011_15,358708,0
5011_15,358712,0
5011_15,358716,0
5011_15,358720,1741.1
5011_15,358724,7024.2
5011_15,358728,4251.3
5011_15,358732,0
5011_15,358736,0
5011_15,358740,0
5011_15,358744,1160
5011_15,358748,7024.2
5011_15,358752,3988.6
5011_15,358756,0
5011_15,358760,0
5011_15,358764,0
5011_15,358768,1225.2
5011_15,358772,7024.2
5011_15,358776,4301.2
5011_15,358780,0
5011_15,358784,0
5011_15,358788,0
5011_15,358792,1288.2
5011_15,358796,7024.2
5011_15,358800,4568.6
5011_15,358804,0
5011_15,358808,0
5011_15,358812,0
5011_15,358816,1102.4
5011_15,358820,7024.2
5011_15,358824,4022.4
5011_15,358828,0
5011_15,358832,0
5011_15,358836,0
5011_15,358840,568.17
5011_15,358844,6302
5011_15,358848,2465.2
5011_15,358852,0
5011_15,358856,0
5011_15,358860,0
5011_15,358864,0
5011_15,358868,3840
5011_15,358872,2315.7
5011_15,358876,0
5011_15,358880,0
5011_15,358884,0
5011_15,358888,0
5011_15,358892,757.13
5011_15,358896,2590.9
5011_15,358900,0
5011_15,358904,0
5011_15,358908,0
5011_15,358912,0
5011_15,358916,7024.2
5011_15,358920,3638.7
5011_15,358924,0
5011_15,358928,0
5011_15,358932,0
5011_15,358936,0
5011_15,358940,3125.9
5011_15,358944,4389.1
5011_15,358948,0
5011_15,358952,0
5011_15,358956,0
5011_15,358960,0
5011_15,358964,7024.2
5011_15,358968,3902.5
5011_15,358972,0
5011_15,358976,0
5011_15,358980,0
5011_15,358984,0
5011_15,358988,7024.2
5011_15,358992,2092.5
5011_15,358996,0
5011_15,359000,0
5011_15,359004,0
5011_15,359008,0
5011_15,359012,3909.1
5011_15,359016,1457.2
5011_15,359020,0
5011_15,359024,0
5011_15,359028,0
5011_15,359032,0
5011_15,359036,2322
5011_15,359040,1372.8
5011_15,359044,0
5011_15,359048,0
5011_15,359052,0
5011_15,359056,154.55
5011_15,359060,7024.2
5011_15,359064,5378.4
5011_15,359068,0
5011_15,359072,0
5011_15,359076,0
5011_15,359080,0
5011_15,359084,7024.2
5011_15,359088,4843.8
5011_15,359092,0
5011_15,359096,0
5011_15,359100,0
5011_15,359104,198.04
5011_15,359108,7024.2
5011_15,359112,4497.5
5011_15,359116,0
5011_15,359120,0
5011_15,359124,0
5011_15,359128,0
5011_15,359132,7024.2
5011_15,359136,5014.8
5011_15,359140,0
5011_15,359144,0
5011_15,359148,0
5011_15,359152,0
5011_15,359156,3749.7
5011_15,359160,1383.3
5011_15,359164,0
5011_15,359168,0
5011_15,359172,0
5011_15,359176,0
5011_15,359180,3352.5
5011_15,359184,4014
5011_15,359188,0
5011_15,359192,0
5011_15,359196,0
5011_15,359200,0
5011_15,359204,7024.2
5011_15,359208,2356.3
5011_15,359212,0
5011_15,359216,0
5011_15,359220,0
5011_15,359224,0
5011_15,359228,6583.7
5011_15,359232,4323.9
5011_15,359236,0
5011_15,359240,0
5011_15,359244,0
5011_15,359248,496.16
5011_15,359252,7024.2
5011_15,359256,5079.5
5011_15,359260,0
5011_15,359264,0
5011_15,359268,0
5011_15,359272,0
5011_15,359276,741.19
5011_15,359280,1948.5
5011_15,359284,0
5011_15,359288,0
5011_15,359292,0
5011_15,359296,0
5011_15,359300,3929.2
5011_15,359304,3088.4
5011_15,359308,0
5011_15,359312,0
5011_15,359316,0
5011_15,359320,0
5011_15,359324,7024.2
5011_15,359328,5448.1
5011_15,359332,0
5011_15,359336,0
5011_15,359340,0
5011_15,359344,228.07
5011_15,359348,7024.2
5011_15,359352,4705
5011_15,359356,0
5011_15,359360,0
5011_15,359364,0
5011_15,359368,0
5011_15,359372,7024.2
5011_15,359376,5425.5
5011_15,359380,0
5011_15,359384,0
5011_15,359388,0
5011_15,359392,0
5011_15,359396,6897.5
5011_16,350664,2785.3
5011_16,350668,0
5011_16,350672,0
5011_16,350676,0
5011_16,350680,0
5011_16,350684,3351.1
5011_16,350688,22781
5011_16,350692,0
5011_16,350696,0
5011_16,350700,0
5011_16,350704,534.99
5011_16,350708,36811
5011_16,350712,26572
5011_16,350716,144.1
5011_16,350720,135.28
5011_16,350724,135.25
5011_16,350728,5462.8
5011_16,350732,36443
5011_16,350736,23129
5011_16,350740,203.9
5011_16,350744,190.21
5011_16,350748,192.55
5011_16,350752,5607.4
5011_16,350756,37152
5011_16,350760,33093
5011_16,350764,284.21
5011_16,350768,267.91
5011_16,350772,273.38
5011_16,350776,9042.1
5011_16,350780,37135
5011_16,350784,30622
5011_16,350788,271.04
5011_16,350792,251.01
5011_16,350796,277.45
5011_16,350800,9721.5
5011_16,350804,36681
5011_16,350808,31395
5011_16,350812,200.45
5011_16,350816,196.06
5011_16,350820,207.41
5011_16,350824,8319.4
5011_16,350828,37168
5011_16,350832,33982
5011_16,350836,171.84
5011_16,350840,158.07
5011_16,350844,182.3
5011_16,350848,10384
5011_16,350852,37191
5011_16,350856,31463
5011_16,350860,190.54
5011_16,350864,190.46
5011_16,350868,192.18
5011_16,350872,7381.9
5011_16,350876,37090
5011_16,350880,31050
5011_16,350884,151.29
5011_16,350888,151.74
5011_16,350892,163.22
5011_16,350896,360.91
5011_16,350900,35452
5011_16,350904,1176.9
5011_16,350908,159.61
5011_16,350912,150.68
5011_16,350916,151.99
5011_16,350920,4247.1
5011_16,350924,37174
5011_16,350928,30735
5011_16,350932,205.74
5011_16,350936,203.38
5011_16,350940,194.57
5011_16,350944,10826
5011_16,350948,37188
5011_16,350952,31879
5011_16,350956,124.42
5011_16,350960,115.84
5011_16,350964,119.43
5011_16,350968,4984
5011_16,350972,16414
5011_16,350976,17484
5011_16,350980,120.64
5011_16,350984,112.87
5011_16,350988,124.38
5011_16,350992,5585.9
5011_16,350996,37182
5011_16,351000,36354
5011_16,351004,223.65
5011_16,351008,208.25
5011_16,351012,227.04
5011_16,351016,10918
5011_16,351020,37180
5011_16,351024,31721
5011_16,351028,168.03
5011_16,351032,166.59
5011_16,351036,171.75
5011_16,351040,1974.6
5011_16,351044,37179
5011_16,351048,33383
5011_16,351052,139.37
5011_16,351056,135.61
5011_16,351060,149.97
5011_16,351064,7696.2
5011_16,351068,28983
5011_16,351072,12225
5011_16,351076,143.54
5011_16,351080,133.92
5011_16,351084,145.33
5011_16,351088,11302
5011_16,351092,36332
5011_16,351096,23003
5011_16,351100,148.6
5011_16,351104,140.56
5011_16,351108,149.07
5011_16,351112,12799
5011_16,351116,37063
5011_16,351120,31344
5011_16,351124,230.73
5011_16,351128,211.86
5011_16,351132,241.1
5011_16,351136,13442
5011_16,351140,37047
5011_16,351144,30357
5011_16,351148,338.18
5011_16,351152,322.79
5011_16,351156,365.31
5011_16,351160,3423.6
5011_16,351164,37130
5011_16,351168,37081
5011_16,351172,346.07
5011_16,351176,320.84
5011_16,351180,335.35
5011_16,351184,11548
5011_16,351188,36736
5011_16,351192,33969
5011_16,351196,442.06
5011_16,351200,448.27
5011_16,351204,471.13
5011_16,351208,11643
5011_16,351212,37008
5011_16,351216,32293
5011_16,351220,199.26
5011_16,351224,194.86
5011_16,351228,204.07
5011_16,351232,5488.5
5011_16,351236,37161
5011_16,351240,35140
5011_16,351244,173.59
5011_16,351248,162.97
5011_16,351252,158.34
5011_16,351256,11272
5011_16,351260,37141
5011_16,351264,32061
5011_16,351268,202.09
5011_16,351272,197.96
5011_16,351276,217.21
5011_16,351280,11415
5011_16,351284,37153
5011_16,351288,26188
5011_16,351292,232.36
5011_16,351296,222.02
5011_16,351300,242.7
5011_16,351304,4244.6
5011_16,351308,36011
5011_16,351312,20242
5011_16,351316,227.38
5011_16,351320,214.28
5011_16,351324,220.03
5011_16,351328,12189
5011_16,351332,36848
5011_16,351336,32948
5011_16,351340,376.63
5011_16,351344,370.66
5011_16,351348,394
5011_16,351352,14083
5011_16,351356,36569
5011_16,351360,31075
5011_16,351364,348.98
5011_16,351368,350.05
5011_16,351372,381.96
5011_16,351376,17895
5011_16,351380,36997
5011_16,351384,25790
5011_16,351388,336.13
5011_16,351392,332.6
5011_16,351396,384.43
5011_16,351400,7796.7
5011_16,351404,37122
5011_16,351408,35148
5011_16,351412,193.04
5011_16,351416,185.26
5011_16,351420,211.93
5011_16,351424,2925.3
5011_16,351428,36155
5011_16,351432,21014
5011_16,351436,186.36
5011_16,351440,165.41
5011_16,351444,180.48
5011_16,351448,14058
5011_16,351452,36245
5011_16,351456,32473
5011_16,351460,666.78
5011_16,351464,671.88
5011_16,351468,742.53
5011_16,351472,10896
5011_16,351476,36690
5011_16,351480,28045
5011_16,351484,813.35
5011_16,351488,751.96
5011_16,351492,765.13
5011_16,351496,7814.5
5011_16,351500,36795
5011_16,351504,36655
5011_16,351508,503.48
5011_16,351512,501.43
5011_16,351516,569.92
5011_16,351520,13500
5011_16,351524,36939
5011_16,351528,27465
5011_16,351532,421.06
5011_16,351536,395.88
5011_16,351540,412.42
5011_16,351544,10786
5011_16,351548,36568
5011_16,351552,35001
5011_16,351556,586.14
5011_16,351560,586.03
5011_16,351564,604
5011_16,351568,11945
5011_16,351572,36154
5011_16,351576,34803
5011_16,351580,497.09
5011_16,351584,502.6
5011_16,351588,505.97
5011_16,351592,14473
5011_16,351596,35994
5011_16,351600,32680
5011_16,351604,611.31
5011_16,351608,618.37
5011_16,351612,629.2
5011_16,351616,16693
5011_16,351620,35232
5011_16,351624,31559
5011_16,351628,622.79
5011_16,351632,615.51
5011_16,351636,637.5
5011_16,351640,16982
5011_16,351644,34976
5011_16,351648,31571
5011_16,351652,738.73
5011_16,351656,734.42
5011_16,351660,735.13
5011_16,351664,18426
5011_16,351668,35073
5011_16,351672,29910
5011_16,351676,752.3
5011_16,351680,751.64
5011_16,351684,784.68
5011_16,351688,18827
5011_16,351692,36130
5011_16,351696,27700
5011_16,351700,501.52
5011_16,351704,499.79
5011_16,351708,516.21
5011_16,351712,14052
5011_16,351716,35828
5011_16,351720,33701
5011_16,351724,272.24
5011_16,351728,247.59
5011_16,351732,283.38
5011_16,351736,15369
5011_16,351740,37095
5011_16,351744,28299
5011_16,351748,204.29
5011_16,351752,178.2
5011_16,351756,213.96
5011_16,351760,23533
5011_16,351764,36844
5011_16,351768,21565
5011_16,351772,37.905
5011_16,351776,36.652
5011_16,351780,39.52
5011_16,351784,20574
5011_16,351788,29223
5011_16,351792,10955
5011_16,351796,38.706
5011_16,351800,36.697
5011_16,351804,39.737
5011_16,351808,25493
5011_16,351812,26295
5011_16,351816,26868
5011_16,351820,45.602
5011_16,351824,42.754
5011_16,351828,46.116
5011_16,351832,99.706
5011_16,351836,25308
5011_16,351840,31302
5011_16,351844,47.462
5011_16,351848,44.818
5011_16,351852,47.508
5011_16,351856,21623
5011_16,351860,33769
5011_16,351864,26651
5011_16,351868,2.5186
5011_16,351872,2.479
5011_16,351876,2.4765
5011_16,351880,16168
5011_16,351884,34167
5011_16,351888,33884
5011_16,351892,227.94
5011_16,351896,219.32
5011_16,351900,223.16
5011_16,351904,18769
5011_16,351908,33047
5011_16,351912,32583
5011_16,351916,361.39
5011_16,351920,359.91
5011_16,351924,360.07
5011_16,351928,20526
5011_16,351932,34119
5011_16,351936,29535
5011_16,351940,330.15
5011_16,351944,338.4
5011_16,351948,329.2
5011_16,351952,20117
5011_16,351956,34289
5011_16,351960,29567
5011_16,351964,453
5011_16,351968,448.84
5011_16,351972,443.02
5011_16,351976,22414
5011_16,351980,35248
5011_16,351984,26185
5011_16,351988,43.188
5011_16,351992,40.997
5011_16,351996,43.59
5011_16,352000,352.61
5011_16,352004,19108
5011_16,352008,15024
5011_16,352012,40.273
5011_16,352016,40.053
5011_16,352020,40.845
5011_16,352024,54.918
5011_16,352028,943.42
5011_16,352032,50.764
5011_16,352036,40.882
5011_16,352040,40.481
5011_16,352044,41.121
5011_16,352048,4776.8
5011_16,352052,37176
5011_16,352056,32368
5011_16,352060,39.095
5011_16,352064,37.602
5011_16,352068,41.243
5011_16,352072,20268
5011_16,352076,32976
5011_16,352080,31296
5011_16,352084,5.5726
5011_16,352088,5.4966
5011_16,352092,5.6461
5011_16,352096,19934
5011_16,352100,33133
5011_16,352104,31206
5011_16,352108,13.748
5011_16,352112,13.84
5011_16,352116,13.951
5011_16,352120,592.76
5011_16,352124,11374
5011_16,352128,17482
5011_16,352132,13.666
5011_16,352136,13.365
5011_16,352140,13.707
5011_16,352144,21014
5011_16,352148,33866
5011_16,352152,29460
5011_16,352156,302.73
5011_16,352160,271.18
5011_16,352164,307.13
5011_16,352168,21724
5011_16,352172,34234
5011_16,352176,27764
5011_16,352180,16.293
5011_16,352184,16.227
5011_16,352188,16.662
5011_16,352192,17.84
5011_16,352196,24550
5011_16,352200,9534.8
5011_16,352204,16.108
5011_16,352208,15.88
5011_16,352212,16.74
5011_16,352216,20875
5011_16,352220,36709
5011_16,352224,21696
5011_16,352228,25.513
5011_16,352232,19.249
5011_16,352236,26.301
5011_16,352240,22774
5011_16,352244,33532
5011_16,352248,28238
5011_16,352252,137.36
5011_16,352256,129.89
5011_16,352260,151.73
5011_16,352264,4272.8
5011_16,352268,37050
5011_16,352272,32969
5011_16,352276,15.026
5011_16,352280,14.894
5011_16,352284,15.301
5011_16,352288,29906
5011_16,352292,22599
5011_16,352296,16547
5011_16,352300,12.785
5011_16,352304,12.546
5011_16,352308,13.019
5011_16,352312,6764
5011_16,352316,28796
5011_16,352320,6320.4
5011_16,352324,12.886
5011_16,352328,12.478
5011_16,352332,13.006
5011_16,352336,22337
5011_16,352340,34298
5011_16,352344,10284
5011_16,352348,13.148
5011_16,352352,12.793
5011_16,352356,13.451
5011_16,352360,22235
5011_16,352364,31762
5011_16,352368,30601
5011_16,352372,76.017
5011_16,352376,67.375
5011_16,352380,80.703
5011_16,352384,26411
5011_16,352388,33957
5011_16,352392,23994
5011_16,352396,97.299
5011_16,352400,86.447
5011_16,352404,104.39
5011_16,352408,21846
5011_16,352412,31727
5011_16,352416,31182
5011_16,352420,91.588
5011_16,352424,78.007
5011_16,352428,97.055
5011_16,352432,11491
5011_16,352436,37210
5011_16,352440,28480
5011_16,352444,15.027
5011_16,352448,14.732
5011_16,352452,15.146
5011_16,352456,5562.6
5011_16,352460,25352
5011_16,352464,16417
5011_16,352468,15.049
5011_16,352472,14.959
5011_16,352476,15.05
5011_16,352480,22540
5011_16,352484,32046
5011_16,352488,26305
5011_16,352492,438.87
5011_16,352496,386.99
5011_16,352500,410.66
5011_16,352504,29571
5011_16,352508,27451
5011_16,352512,26816
5011_16,352516,52.002
5011_16,352520,21.799
5011_16,352524,54.222
5011_16,352528,29049
5011_16,352532,37222
5011_16,352536,12808
5011_16,352540,5.6969
5011_16,352544,5.5459
5011_16,352548,5.7667
5011_16,352552,20445
5011_16,352556,32475
5011_16,352560,30748
5011_16,352564,209
5011_16,352568,176.98
5011_16,352572,220.33
5011_16,352576,25000
5011_16,352580,32454
5011_16,352584,26291
5011_16,352588,629.22
5011_16,352592,617.87
5011_16,352596,652.73
5011_16,352600,22670
5011_16,352604,32740
5011_16,352608,27935
5011_16,352612,799.07
5011_16,352616,791.03
5011_16,352620,850.08
5011_16,352624,19929
5011_16,352628,36281
5011_16,352632,25650
5011_16,352636,76.813
5011_16,352640,50.476
5011_16,352644,81.222
5011_16,352648,15455
5011_16,352652,28378
5011_16,352656,26159
5011_16,352660,82.727
5011_16,352664,57.053
5011_16,352668,82.708
5011_16,352672,26797
5011_16,352676,35119
5011_16,352680,22074
5011_16,352684,16.276
5011_16,352688,15.7
5011_16,352692,16.486
5011_16,352696,8361.3
5011_16,352700,37240
5011_16,352704,12271
5011_16,352708,11.548
5011_16,352712,11.483
5011_16,352716,11.601
5011_16,352720,1736
5011_16,352724,1177.5
5011_16,352728,306.68
5011_16,352732,11.539
5011_16,352736,11.491
5011_16,352740,11.592
5011_16,352744,27079
5011_16,352748,34917
5011_16,352752,20693
5011_16,352756,86.018
5011_16,352760,37.795
5011_16,352764,91.795
5011_16,352768,12327
5011_16,352772,37056
5011_16,352776,31861
5011_16,352780,18.421
5011_16,352784,17.345
5011_16,352788,18.947
5011_16,352792,23.775
5011_16,352796,26525
5011_16,352800,29185
5011_16,352804,19.576
5011_16,352808,18.492
5011_16,352812,20.659
5011_16,352816,12638
5011_16,352820,35210
5011_16,352824,35076
5011_16,352828,840.42
5011_16,352832,719.34
5011_16,352836,892.96
5011_16,352840,33006
5011_16,352844,35458
5011_16,352848,14239
5011_16,352852,105.68
5011_16,352856,101.74
5011_16,352860,116.85
5011_16,352864,16919
5011_16,352868,3022.3
5011_16,352872,925.53
5011_16,352876,104.83
5011_16,352880,103.58
5011_16,352884,115.3
5011_16,352888,7797.4
5011_16,352892,21396
5011_16,352896,9569.4
5011_16,352900,99.689
5011_16,352904,97.768
5011_16,352908,109.47
5011_16,352912,12068
5011_16,352916,29507
5011_16,352920,27996
5011_16,352924,264.74
5011_16,352928,252.35
5011_16,352932,284.13
5011_16,352936,23104
5011_16,352940,30887
5011_16,352944,30355
5011_16,352948,1093.3
5011_16,352952,1090.4
5011_16,352956,1168.5
5011_16,352960,22498
5011_16,352964,30771
5011_16,352968,30301
5011_16,352972,1169.5
5011_16,352976,1153.1
5011_16,352980,1228.8
5011_16,352984,22904
5011_16,352988,30242
5011_16,352992,30312
5011_16,352996,992.03
5011_16,353000,973.78
5011_16,353004,1044.9
5011_16,353008,28557
5011_16,353012,33827
5011_16,353016,21250
5011_16,353020,505.79
5011_16,353024,505.59
5011_16,353028,624.41
5011_16,353032,33034
5011_16,353036,23529
5011_16,353040,19455
5011_16,353044,281.18
5011_16,353048,293.9
5011_16,353052,338.69
5011_16,353056,19801
5011_16,353060,12319
5011_16,353064,14900
5011_16,353068,315.9
5011_16,353072,299.84
5011_16,353076,313.98
5011_16,353080,22708
5011_16,353084,31215
5011_16,353088,30469
5011_16,353092,927.98
5011_16,353096,943.59
5011_16,353100,1008.3
5011_16,353104,25586
5011_16,353108,32057
5011_16,353112,26740
5011_16,353116,346.07
5011_16,353120,364.87
5011_16,353124,410.89
5011_16,353128,7594.5
5011_16,353132,5709
5011_16,353136,12005
5011_16,353140,388.45
5011_16,353144,364.54
5011_16,353148,369.4
5011_16,353152,23025
5011_16,353156,32891
5011_16,353160,28400
5011_16,353164,974.3
5011_16,353168,925.84
5011_16,353172,1073.1
5011_16,353176,27435
5011_16,353180,33634
5011_16,353184,22605
5011_16,353188,998.81
5011_16,353192,951.63
5011_16,353196,1089.4
5011_16,353200,21630
5011_16,353204,31202
5011_16,353208,31059
5011_16,353212,1088.3
5011_16,353216,1072.1
5011_16,353220,1200.9
5011_16,353224,25475
5011_16,353228,31957
5011_16,353232,26430
5011_16,353236,1132.5
5011_16,353240,1139.9
5011_16,353244,1236.1
5011_16,353248,25178
5011_16,353252,32018
5011_16,353256,26547
5011_16,353260,1060.6
5011_16,353264,1069.7
5011_16,353268,1135.4
5011_16,353272,26590
5011_16,353276,32564
5011_16,353280,24608
5011_16,353284,365.73
5011_16,353288,380.44
5011_16,353292,407.01
5011_16,353296,12162
5011_16,353300,35167
5011_16,353304,33633
5011_16,353308,405.31
5011_16,353312,395.47
5011_16,353316,438.48
5011_16,353320,26243
5011_16,353324,31972
5011_16,353328,25607
5011_16,353332,667.51
5011_16,353336,629.89
5011_16,353340,771.09
5011_16,353344,21419
5011_16,353348,29848
5011_16,353352,30641
5011_16,353356,855.21
5011_16,353360,794.77
5011_16,353364,900.33
5011_16,353368,27353
5011_16,353372,29103
5011_16,353376,27159
5011_16,353380,601.34
5011_16,353384,580.5
5011_16,353388,679.9
5011_16,353392,30172
5011_16,353396,34336
5011_16,353400,18435
5011_16,353404,525.95
5011_16,353408,537.09
5011_16,353412,633.72
5011_16,353416,27686
5011_16,353420,22583
5011_16,353424,30507
5011_16,353428,626.89
5011_16,353432,640.51
5011_16,353436,725.7
5011_16,353440,9365.9
5011_16,353444,32261
5011_16,353448,21233
5011_16,353452,658.01
5011_16,353456,617.17
5011_16,353460,627.81
5011_16,353464,25289
5011_16,353468,31534
5011_16,353472,26856
5011_16,353476,1070.2
5011_16,353480,1061.2
5011_16,353484,1129.9
5011_16,353488,25649
5011_16,353492,29096
5011_16,353496,28506
5011_16,353500,1142.9
5011_16,353504,1111.1
5011_16,353508,1177
5011_16,353512,27145
5011_16,353516,28491
5011_16,353520,27319
5011_16,353524,1318.9
5011_16,353528,1319.5
5011_16,353532,1371.7
5011_16,353536,25595
5011_16,353540,30018
5011_16,353544,27122
5011_16,353548,1218.7
5011_16,353552,1235.1
5011_16,353556,1278.6
5011_16,353560,25775
5011_16,353564,28813
5011_16,353568,28604
5011_16,353572,1181.1
5011_16,353576,1186.2
5011_16,353580,1250
5011_16,353584,24374
5011_16,353588,32997
5011_16,353592,25130
5011_16,353596,1243.6
5011_16,353600,1240.2
5011_16,353604,1326.4
5011_16,353608,26265
5011_16,353612,30006
5011_16,353616,26323
5011_16,353620,1313.4
5011_16,353624,1317
5011_16,353628,1402.1
5011_16,353632,24850
5011_16,353636,30964
5011_16,353640,26830
5011_16,353644,1357
5011_16,353648,1356.5
5011_16,353652,1437
5011_16,353656,26066
