STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,ChargeStorage
5011_6,355200,1187.4
5011_6,355204,0
5011_6,355208,0
5011_6,355212,0
5011_6,355216,5381.4
5011_6,355220,2721
5011_6,355224,1023.2
5011_6,355228,0
5011_6,355232,0
5011_6,355236,0
5011_6,355240,5871.2
5011_6,355244,2769.5
5011_6,355248,770.23
5011_6,355252,0
5011_6,355256,0
5011_6,355260,0
5011_6,355264,5516.8
5011_6,355268,2533.7
5011_6,355272,962.73
5011_6,355276,0
5011_6,355280,0
5011_6,355284,0
5011_6,355288,6003.4
5011_6,355292,2279.6
5011_6,355296,730.12
5011_6,355300,0
5011_6,355304,0
5011_6,355308,0
5011_6,355312,6003.4
5011_6,355316,2357.2
5011_6,355320,485.78
5011_6,355324,0
5011_6,355328,0
5011_6,355332,0
5011_6,355336,6003.4
5011_6,355340,2272.6
5011_6,355344,0
5011_6,355348,0
5011_6,355352,0
5011_6,355356,0
5011_6,355360,6003.4
5011_6,355364,3009.7
5011_6,355368,0
5011_6,355372,0
5011_6,355376,0
5011_6,355380,0
5011_6,355384,5195.6
5011_6,355388,1039.1
5011_6,355392,926.7
5011_6,355396,0
5011_6,355400,0
5011_6,355404,0
5011_6,355408,5287.2
5011_6,355412,1613
5011_6,355416,0
5011_6,355420,0
5011_6,355424,0
5011_6,355428,0
5011_6,355432,5189.1
5011_6,355436,1911.2
5011_6,355440,203.51
5011_6,355444,0
5011_6,355448,0
5011_6,355452,0
5011_6,355456,2303.7
5011_6,355460,2409.4
5011_6,355464,1007.4
5011_6,355468,0
5011_6,355472,0
5011_6,355476,0
5011_6,355480,5638.4
5011_6,355484,924.19
5011_6,355488,0
5011_6,355492,0
5011_6,355496,0
5011_6,355500,0
5011_6,355504,6003.4
5011_6,355508,1977.3
5011_6,355512,901.82
5011_6,355516,0
5011_6,355520,0
5011_6,355524,0
5011_6,355528,5562
5011_6,355532,94.548
5011_6,355536,0
5011_6,355540,0
5011_6,355544,0
5011_6,355548,0
5011_6,355552,5453.8
5011_6,355556,1708.3
5011_6,355560,117.29
5011_6,355564,0
5011_6,355568,0
5011_6,355572,0
5011_6,355576,3281.1
5011_6,355580,2432
5011_6,355584,82.585
5011_6,355588,0
5011_6,355592,0
5011_6,355596,0
5011_6,355600,5193.4
5011_6,355604,2382.2
5011_6,355608,0
5011_6,355612,0
5011_6,355616,0
5011_6,355620,0
5011_6,355624,619.36
5011_6,355628,3536.2
5011_6,355632,1686.7
5011_6,355636,0
5011_6,355640,0
5011_6,355644,0
5011_6,355648,4316.2
5011_6,355652,2877.5
5011_6,355656,250.93
5011_6,355660,0
5011_6,355664,0
5011_6,355668,0
5011_6,355672,4170.7
5011_6,355676,2351.1
5011_6,355680,2491.3
5011_6,355684,0
5011_6,355688,0
5011_6,355692,0
5011_6,355696,4984.6
5011_6,355700,1650.5
5011_6,355704,2396.6
5011_6,355708,17.112
5011_6,355712,17.121
5011_6,355716,18.823
5011_6,355720,3498.9
5011_6,355724,2265.7
5011_6,355728,1972.6
5011_6,355732,17.508
5011_6,355736,17.733
5011_6,355740,19.243
5011_6,355744,4669.3
5011_6,355748,2653.3
5011_6,355752,1648.7
5011_6,355756,18.599
5011_6,355760,18.996
5011_6,355764,20.499
5011_6,355768,5123.2
5011_6,355772,2990.8
5011_6,355776,1263.7
5011_6,355780,16.493
5011_6,355784,16.754
5011_6,355788,18.899
5011_6,355792,4342.7
5011_6,355796,1558.7
5011_6,355800,242.68
5011_6,355804,16.735
5011_6,355808,16.929
5011_6,355812,18.423
5011_6,355816,2261.2
5011_6,355820,2017.3
5011_6,355824,1052
5011_6,355828,17.43
5011_6,355832,17.531
5011_6,355836,18.997
5011_6,355840,5610.4
5011_6,355844,2866.8
5011_6,355848,1390.9
5011_6,355852,98.66
5011_6,355856,104.41
5011_6,355860,149.3
5011_6,355864,5753.1
5011_6,355868,2719
5011_6,355872,493.86
5011_6,355876,17.736
5011_6,355880,18.078
5011_6,355884,20.286
5011_6,355888,4975.6
5011_6,355892,1761.1
5011_6,355896,307.45
5011_6,355900,16.726
5011_6,355904,17.091
5011_6,355908,20.888
5011_6,355912,5220.7
5011_6,355916,2407.1
5011_6,355920,17.598
5011_6,355924,15.526
5011_6,355928,15.927
5011_6,355932,18.532
5011_6,355936,4177.4
5011_6,355940,2442.5
5011_6,355944,19.875
5011_6,355948,15.59
5011_6,355952,15.948
5011_6,355956,18.313
5011_6,355960,4719.8
5011_6,355964,2483.9
5011_6,355968,17.882
5011_6,355972,15.529
5011_6,355976,15.902
5011_6,355980,18.038
5011_6,355984,4385.7
5011_6,355988,2373
5011_6,355992,57.481
5011_6,355996,16.91
5011_6,356000,17.268
5011_6,356004,20.183
5011_6,356008,5976.9
5011_6,356012,1849.7
5011_6,356016,1184.9
5011_6,356020,18.943
5011_6,356024,19.111
5011_6,356028,20.591
5011_6,356032,5383.6
5011_6,356036,2908.7
5011_6,356040,668.9
5011_6,356044,17.975
5011_6,356048,18.393
5011_6,356052,19.932
5011_6,356056,5472.5
5011_6,356060,2623.2
5011_6,356064,22.27
5011_6,356068,18.221
5011_6,356072,18.588
5011_6,356076,20.057
5011_6,356080,3107.4
5011_6,356084,3757
5011_6,356088,1570.6
5011_6,356092,18.375
5011_6,356096,18.753
5011_6,356100,20.019
5011_6,356104,4743.3
5011_6,356108,2753.8
5011_6,356112,1268
5011_6,356116,18.406
5011_6,356120,18.82
5011_6,356124,20.017
5011_6,356128,5906.7
5011_6,356132,2255
5011_6,356136,861.6
5011_6,356140,19.896
5011_6,356144,20.558
5011_6,356148,22.971
5011_6,356152,5806.9
5011_6,356156,2906.2
5011_6,356160,770.2
5011_6,356164,22.089
5011_6,356168,23.115
5011_6,356172,29.451
5011_6,356176,5978.6
5011_6,356180,2095.3
5011_6,356184,977.01
5011_6,356188,25.688
5011_6,356192,26.429
5011_6,356196,33.216
5011_6,356200,5634
5011_6,356204,3584.7
5011_6,356208,704.4
5011_6,356212,18.698
5011_6,356216,18.905
5011_6,356220,20.459
5011_6,356224,5865.5
5011_6,356228,2618.4
5011_6,356232,20.399
5011_6,356236,18.2
5011_6,356240,18.462
5011_6,356244,20.371
5011_6,356248,1903.5
5011_6,356252,3149
5011_6,356256,2939.4
5011_6,356260,17.956
5011_6,356264,18.266
5011_6,356268,19.566
5011_6,356272,5958.2
5011_6,356276,2261.9
5011_6,356280,1056.9
5011_6,356284,18.301
5011_6,356288,18.777
5011_6,356292,20.444
5011_6,356296,1539.8
5011_6,356300,5676.2
5011_6,356304,1718.2
5011_6,356308,18.389
5011_6,356312,18.767
5011_6,356316,20.135
5011_6,356320,4156.3
5011_6,356324,3483.5
5011_6,356328,2000.7
5011_6,356332,38.03
5011_6,356336,40.502
5011_6,356340,54.31
5011_6,356344,5391.4
5011_6,356348,3080.9
5011_6,356352,1793.4
5011_6,356356,226.93
5011_6,356360,247.67
5011_6,356364,351.01
5011_6,356368,5351.3
5011_6,356372,3518.8
5011_6,356376,1671.8
5011_6,356380,134.17
5011_6,356384,149.35
5011_6,356388,191.83
5011_6,356392,5540
5011_6,356396,3492.9
5011_6,356400,1285.6
5011_6,356404,20.951
5011_6,356408,22.23
5011_6,356412,27.662
5011_6,356416,5667.4
5011_6,356420,3432.3
5011_6,356424,935.72
5011_6,356428,98.987
5011_6,356432,110.74
5011_6,356436,136.74
5011_6,356440,5596.6
5011_6,356444,3499.1
5011_6,356448,791.17
5011_6,356452,93.856
5011_6,356456,101.59
5011_6,356460,139.56
5011_6,356464,5312.1
5011_6,356468,3340.8
5011_6,356472,1373.5
5011_6,356476,130.2
5011_6,356480,141.39
5011_6,356484,171.18
5011_6,356488,5860.7
5011_6,356492,2206.2
5011_6,356496,725
5011_6,356500,129.75
5011_6,356504,138
5011_6,356508,174.99
5011_6,356512,4947.6
5011_6,356516,3047.9
5011_6,356520,155.88
5011_6,356524,147.55
5011_6,356528,153.34
5011_6,356532,181.13
5011_6,356536,4491.7
5011_6,356540,2790.5
5011_6,356544,1883.8
5011_6,356548,149.91
5011_6,356552,156.11
5011_6,356556,179.56
5011_6,356560,5544.7
5011_6,356564,2819.6
5011_6,356568,779.23
5011_6,356572,123.77
5011_6,356576,130.3
5011_6,356580,148.67
5011_6,356584,4281.4
5011_6,356588,3183.8
5011_6,356592,1489.2
5011_6,356596,114.13
5011_6,356600,121.46
5011_6,356604,142.2
5011_6,356608,5098
5011_6,356612,2943.1
5011_6,356616,1137.4
5011_6,356620,116.01
5011_6,356624,124.56
5011_6,356628,146.2
5011_6,356632,1327.3
5011_6,356636,3861.2
5011_6,356640,3109
5011_6,356644,128.28
5011_6,356648,136.23
5011_6,356652,155.12
5011_6,356656,4566.1
5011_6,356660,3590.6
5011_6,356664,2548.8
5011_6,356668,578.58
5011_6,356672,655.07
5011_6,356676,874.01
5011_6,356680,2964.2
5011_6,356684,2700.8
5011_6,356688,4069.6
5011_6,356692,718.71
5011_6,356696,767.41
5011_6,356700,1041.3
5011_6,356704,5180.2
5011_6,356708,2685.1
5011_6,356712,2524.2
5011_6,356716,491.69
5011_6,356720,560.56
5011_6,356724,725.83
5011_6,356728,5480
5011_6,356732,3179.3
5011_6,356736,1288.8
5011_6,356740,168.95
5011_6,356744,181.38
5011_6,356748,212.04
5011_6,356752,4211.2
5011_6,356756,3519.8
5011_6,356760,1371.4
5011_6,356764,170.68
5011_6,356768,183.28
5011_6,356772,210.86
5011_6,356776,5248.7
5011_6,356780,3345
5011_6,356784,1428.8
5011_6,356788,308.36
5011_6,356792,340.88
5011_6,356796,450.19
5011_6,356800,4945.7
5011_6,356804,3684.2
5011_6,356808,1066.9
5011_6,356812,419.19
5011_6,356816,483.85
5011_6,356820,691.32
5011_6,356824,4437.9
5011_6,356828,3782
5011_6,356832,2793.4
5011_6,356836,827.8
5011_6,356840,1010.8
5011_6,356844,1390.8
5011_6,356848,4292.7
5011_6,356852,3645.9
5011_6,356856,2947
5011_6,356860,1085.5
5011_6,356864,1227.2
5011_6,356868,1620.2
5011_6,356872,4370.8
5011_6,356876,3557.9
5011_6,356880,2768.1
5011_6,356884,973.32
5011_6,356888,1169.9
5011_6,356892,1486.5
5011_6,356896,4568.4
5011_6,356900,3583
5011_6,356904,2490
5011_6,356908,668.82
5011_6,356912,829.78
5011_6,356916,1085.5
5011_6,356920,4775.8
5011_6,356924,3794.7
5011_6,356928,2247.9
5011_6,356932,655.1
5011_6,356936,799.27
5011_6,356940,1024.1
5011_6,356944,4604.3
5011_6,356948,2845.9
5011_6,356952,2802.3
5011_6,356956,777.68
5011_6,356960,968.81
5011_6,356964,1301.5
5011_6,356968,4204.7
5011_6,356972,3766.5
5011_6,356976,3036.1
5011_6,356980,989.21
5011_6,356984,1184.9
5011_6,356988,1457.4
5011_6,356992,4257.3
5011_6,356996,3120.4
5011_6,357000,3043.9
5011_6,357004,1045.8
5011_6,357008,1160.6
5011_6,357012,1480.7
5011_6,357016,4196.1
5011_6,357020,3639.5
5011_6,357024,2856.5
5011_6,357028,1126.2
5011_6,357032,1182.7
5011_6,357036,1502.7
5011_6,357040,4419.5
5011_6,357044,3524
5011_6,357048,2541
5011_6,357052,863.74
5011_6,357056,1028.7
5011_6,357060,1322.1
5011_6,357064,4791.4
5011_6,357068,3600.3
5011_6,357072,1950.1
5011_6,357076,583.95
5011_6,357080,722.91
5011_6,357084,966.26
5011_6,357088,4992.2
5011_6,357092,3777.4
5011_6,357096,1714.9
5011_6,357100,585.49
5011_6,357104,745.6
5011_6,357108,1020.2
5011_6,357112,4854.6
5011_6,357116,3575.8
5011_6,357120,2194.9
5011_6,357124,650.16
5011_6,357128,829.13
5011_6,357132,1111.6
5011_6,357136,4965.6
5011_6,357140,3705.6
5011_6,357144,2100.3
5011_6,357148,572.24
5011_6,357152,683.61
5011_6,357156,887.13
5011_6,357160,4014
5011_6,357164,3895.6
5011_6,357168,1962.6
5011_6,357172,556.71
5011_6,357176,630.83
5011_6,357180,820.35
5011_6,357184,5241.7
5011_6,357188,4015.7
5011_6,357192,1397.9
5011_6,357196,232.13
5011_6,357200,246.07
5011_6,357204,293.86
5011_6,357208,4950.4
5011_6,357212,4445
5011_6,357216,450.99
5011_6,357220,212.88
5011_6,357224,230.12
5011_6,357228,277.44
5011_6,357232,3989.5
5011_6,357236,4885.8
5011_6,357240,1215.8
5011_6,357244,362.81
5011_6,357248,409.58
5011_6,357252,516.5
5011_6,357256,4973.2
5011_6,357260,4116.5
5011_6,357264,1459.1
5011_6,357268,195.29
5011_6,357272,210.8
5011_6,357276,249.46
5011_6,357280,5285.4
5011_6,357284,3755.1
5011_6,357288,489.7
5011_6,357292,163.58
5011_6,357296,172.34
5011_6,357300,208.94
5011_6,357304,3055
5011_6,357308,2275.4
5011_6,357312,851.46
5011_6,357316,169.48
5011_6,357320,176.69
5011_6,357324,205.99
5011_6,357328,3266.7
5011_6,357332,3926.1
5011_6,357336,1448.1
5011_6,357340,298.19
5011_6,357344,311.49
5011_6,357348,390.86
5011_6,357352,4304
5011_6,357356,3873.1
5011_6,357360,2879.1
5011_6,357364,1047.2
5011_6,357368,1136.2
5011_6,357372,1487.6
5011_6,357376,4319.5
5011_6,357380,3785.7
5011_6,357384,2733.9
5011_6,357388,929.76
5011_6,357392,1012.1
5011_6,357396,1255.1
5011_6,357400,3830.6
5011_6,357404,4218.6
5011_6,357408,2441.7
5011_6,357412,864.3
5011_6,357416,984
5011_6,357420,1194
5011_6,357424,4152.7
5011_6,357428,3934.1
5011_6,357432,2785.7
5011_6,357436,989.79
5011_6,357440,1113.5
5011_6,357444,1370.1
5011_6,357448,4176.2
5011_6,357452,3782.1
5011_6,357456,2808.5
5011_6,357460,1072
5011_6,357464,1232.5
5011_6,357468,1510.9
5011_6,357472,4262.2
5011_6,357476,4014.8
5011_6,357480,2713.1
5011_6,357484,303.66
5011_6,357488,322.48
5011_6,357492,372.95
5011_6,357496,3349.8
5011_6,357500,5487.6
5011_6,357504,763.42
5011_6,357508,200.23
5011_6,357512,203.07
5011_6,357516,231.95
5011_6,357520,1701.3
5011_6,357524,4350.3
5011_6,357528,2436
5011_6,357532,206.65
5011_6,357536,207.14
5011_6,357540,232.49
5011_6,357544,3605.4
5011_6,357548,4109.5
5011_6,357552,3211
5011_6,357556,1023.6
5011_6,357560,1071.1
5011_6,357564,1283.8
5011_6,357568,3887.1
5011_6,357572,4054.9
5011_6,357576,2896.7
5011_6,357580,1010.7
5011_6,357584,1135.2
5011_6,357588,1430.9
5011_6,357592,3216
5011_6,357596,4097.4
5011_6,357600,3350.8
5011_6,357604,1139.7
5011_6,357608,1231
5011_6,357612,1492.8
5011_6,357616,3875.3
5011_6,357620,3836.7
5011_6,357624,2991.5
5011_6,357628,1088.3
5011_6,357632,1161.8
5011_6,357636,1389.9
5011_6,357640,3937.5
5011_6,357644,3738
5011_6,357648,3139.6
5011_6,357652,1128.2
5011_6,357656,1246.9
5011_6,357660,1509.9
5011_6,357664,3877.6
5011_6,357668,3689.8
5011_6,357672,3151.3
5011_6,357676,1233.7
5011_6,357680,1278.4
5011_6,357684,1544.8
5011_6,357688,3982.9
5011_6,357692,3900.8
5011_6,357696,2858
5011_6,357700,1178.4
5011_6,357704,1180.6
5011_6,357708,1476.9
5011_6,357712,4216.8
5011_6,357716,3909.9
5011_6,357720,2790.3
5011_6,357724,1005.4
5011_6,357728,1078.4
5011_6,357732,1288.5
5011_6,357736,5057.9
5011_6,357740,3288.9
5011_6,357744,1803.2
5011_6,357748,642.17
5011_6,357752,671.07
5011_6,357756,799.49
5011_6,357760,2342.5
5011_6,357764,2907.3
5011_6,357768,3191
5011_6,357772,629.49
5011_6,357776,686.13
5011_6,357780,837.77
5011_6,357784,4301.1
5011_6,357788,3234.1
5011_6,357792,3053.2
5011_6,357796,1066.6
5011_6,357800,1199.2
5011_6,357804,1495.1
5011_6,357808,3812.7
5011_6,357812,4019.1
5011_6,357816,3035
5011_6,357820,1157
5011_6,357824,1232.2
5011_6,357828,1465.9
5011_6,357832,3974.9
5011_6,357836,3832
5011_6,357840,2940.4
5011_6,357844,1160.7
5011_6,357848,1187.4
5011_6,357852,1465.8
5011_6,357856,4086.2
5011_6,357860,4003.3
5011_6,357864,2828.5
5011_6,357868,1084.4
5011_6,357872,1104.7
5011_6,357876,1381.6
5011_6,357880,3038.7
5011_6,357884,3854.3
5011_6,357888,3400
5011_6,357892,1136.8
5011_6,357896,1192.9
5011_6,357900,1356.9
5011_6,357904,3918.8
5011_6,357908,3903.6
5011_6,357912,3025.8
5011_6,357916,1124.4
5011_6,357920,1207.3
5011_6,357924,1416.5
5011_6,357928,3957.7
5011_6,357932,4039.5
5011_6,357936,2944.2
5011_6,357940,765.3
5011_6,357944,794.91
5011_6,357948,918.19
5011_6,357952,3942.8
5011_6,357956,4900.2
5011_6,357960,1986.1
5011_6,357964,571.39
5011_6,357968,602.84
5011_6,357972,695.86
5011_6,357976,3952.4
5011_6,357980,4753
5011_6,357984,1378.4
5011_6,357988,554.49
5011_6,357992,585.79
5011_6,357996,684.59
5011_6,358000,4388.5
5011_6,358004,5082.2
5011_6,358008,1376.7
5011_6,358012,661.97
5011_6,358016,680.13
5011_6,358020,825.42
5011_6,358024,4100.9
5011_6,358028,4222.6
5011_6,358032,2678.1
5011_6,358036,1189.7
5011_6,358040,1198.6
5011_6,358044,1471.4
5011_6,358048,4021.2
5011_6,358052,3935.8
5011_6,358056,2703.7
5011_6,358060,1175.1
5011_6,358064,1251.2
5011_6,358068,1485
5011_6,358072,4098.3
5011_6,358076,4015.2
5011_6,358080,2443.5
5011_6,358084,1139.4
5011_6,358088,1259.9
5011_6,358092,1500.6
5011_6,358096,4164.7
5011_6,358100,4166.3
5011_6,358104,2049.9
5011_6,358108,1128.4
5011_6,358112,1220
5011_6,358116,1513.6
5011_6,358120,4074.7
5011_6,358124,4107.5
5011_6,358128,2411.2
5011_6,358132,1080.6
5011_6,358136,1199.1
5011_6,358140,1425.5
5011_6,358144,3915.7
5011_6,358148,4221.4
5011_6,358152,2731.8
5011_6,358156,1107.8
5011_6,358160,1175.9
5011_6,358164,1391.4
5011_6,358168,4195.9
5011_6,358172,4309.4
5011_6,358176,2741.5
5011_6,358180,235.22
5011_6,358184,229.78
5011_6,358188,241.83
5011_6,358192,4202.8
5011_6,358196,1806.5
5011_6,358200,642.34
5011_6,358204,234.78
5011_6,358208,235.35
5011_6,358212,256.67
5011_6,358216,4148.8
5011_6,358220,4551.5
5011_6,358224,2832.6
5011_6,358228,990.97
5011_6,358232,1017.7
5011_6,358236,1176.7
5011_6,358240,1680
5011_6,358244,5021.1
5011_6,358248,2851.5
5011_6,358252,953.61
5011_6,358256,1005.1
5011_6,358260,1167.8
5011_6,358264,3139.9
5011_6,358268,4754.2
5011_6,358272,2643
5011_6,358276,1096.6
5011_6,358280,1165.8
5011_6,358284,1302.3
5011_6,358288,3941.7
5011_6,358292,4293.7
5011_6,358296,2608.2
5011_6,358300,1042.5
5011_6,358304,1143.2
5011_6,358308,1211.4
5011_6,358312,3943.7
5011_6,358316,4393
5011_6,358320,2515.1
5011_6,358324,1081.5
5011_6,358328,1115.7
5011_6,358332,1287.9
5011_6,358336,3892.6
5011_6,358340,4377.3
5011_6,358344,2689.4
5011_6,358348,952.2
5011_6,358352,946.74
5011_6,358356,1058.3
5011_6,358360,3651.5
5011_6,358364,4580.5
5011_6,358368,2510.9
5011_6,358372,1006.2
5011_6,358376,983.94
5011_6,358380,1159.8
5011_6,358384,3940.8
5011_6,358388,4656.9
5011_6,358392,2418.2
5011_6,358396,857.01
5011_6,358400,906.66
5011_6,358404,1054.7
5011_6,358408,3823.3
5011_6,358412,4873.9
5011_6,358416,2474.3
5011_6,358420,684.09
5011_6,358424,719.94
5011_6,358428,792.53
5011_6,358432,4168.2
5011_6,358436,5038.4
5011_6,358440,1696
5011_6,358444,546.24
5011_6,358448,555.81
5011_6,358452,636.54
5011_6,358456,3518.8
5011_6,358460,4830.9
5011_6,358464,1642.7
5011_6,358468,499.99
5011_6,358472,505.93
5011_6,358476,578.29
5011_6,358480,2700.1
5011_6,358484,5609.4
5011_6,358488,1656.9
5011_6,358492,584.56
5011_6,358496,563.34
5011_6,358500,616.72
5011_6,358504,2854.1
5011_6,358508,4556.1
5011_6,358512,2344.3
5011_6,358516,611.5
5011_6,358520,607.33
5011_6,358524,711.81
5011_6,358528,3898.7
5011_6,358532,5475.7
5011_6,358536,1579.1
5011_6,358540,677.82
5011_6,358544,676.1
5011_6,358548,741.87
5011_6,358552,3668.8
5011_6,358556,5407.5
5011_6,358560,1849.6
5011_6,358564,460.58
5011_6,358568,466.5
5011_6,358572,503.56
5011_6,358576,2989
5011_6,358580,5294.8
5011_6,358584,1263.2
5011_6,358588,438.24
5011_6,358592,449.24
5011_6,358596,502.78
5011_6,358600,1881.5
5011_6,358604,5667.3
5011_6,358608,1215.4
5011_6,358612,439.35
5011_6,358616,444.21
5011_6,358620,480.2
5011_6,358624,2370.3
5011_6,358628,5838.2
5011_6,358632,1913.8
5011_6,358636,329.82
5011_6,358640,327.08
5011_6,358644,346.69
5011_6,358648,2681.7
5011_6,358652,5891.9
5011_6,358656,1214.7
5011_6,358660,215.58
5011_6,358664,223.52
5011_6,358668,234.52
5011_6,358672,2090.5
5011_6,358676,5902.1
5011_6,358680,1633.4
5011_6,358684,278.14
5011_6,358688,267.57
5011_6,358692,285.42
5011_6,358696,2244.3
5011_6,358700,5890.3
5011_6,358704,1369.5
5011_6,358708,286.49
5011_6,358712,275.32
5011_6,358716,299.3
5011_6,358720,2849.3
5011_6,358724,5923.4
5011_6,358728,971.4
5011_6,358732,0
5011_6,358736,0
5011_6,358740,0
5011_6,358744,1839.2
5011_6,358748,6003.4
5011_6,358752,1113.3
5011_6,358756,0
5011_6,358760,0
5011_6,358764,0
5011_6,358768,1760.8
5011_6,358772,5989.2
5011_6,358776,1250.5
5011_6,358780,49.745
5011_6,358784,50.476
5011_6,358788,54.061
5011_6,358792,1581.6
5011_6,358796,5986.4
5011_6,358800,1338.6
5011_6,358804,13.524
5011_6,358808,14.042
5011_6,358812,14.624
5011_6,358816,1667.8
5011_6,358820,5945.7
5011_6,358824,1237.1
5011_6,358828,0
5011_6,358832,0
5011_6,358836,0
5011_6,358840,1793.5
5011_6,358844,6003.4
5011_6,358848,1210
5011_6,358852,0
5011_6,358856,0
5011_6,358860,0
5011_6,358864,1630.2
5011_6,358868,6003.4
5011_6,358872,1379.6
5011_6,358876,0
5011_6,358880,0
5011_6,358884,0
5011_6,358888,1722.8
5011_6,358892,6003.4
5011_6,358896,1286.9
5011_6,358900,0
5011_6,358904,0
5011_6,358908,0
5011_6,358912,1513.6
5011_6,358916,6003.4
5011_6,358920,1458.2
5011_6,358924,0
5011_6,358928,0
5011_6,358932,0
5011_6,358936,1354.6
5011_6,358940,6003.4
5011_6,358944,1557.3
5011_6,358948,0
5011_6,358952,0
5011_6,358956,0
5011_6,358960,1474.5
5011_6,358964,6003.4
5011_6,358968,1535.3
5011_6,358972,0
5011_6,358976,0
5011_6,358980,0
5011_6,358984,1588.9
5011_6,358988,5972
5011_6,358992,1126.7
5011_6,358996,0
5011_6,359000,0
5011_6,359004,0
5011_6,359008,1093.3
5011_6,359012,6003.4
5011_6,359016,1335.7
5011_6,359020,0
5011_6,359024,0
5011_6,359028,0
5011_6,359032,0
5011_6,359036,3651.2
5011_6,359040,1951
5011_6,359044,0
5011_6,359048,0
5011_6,359052,0
5011_6,359056,1019.3
5011_6,359060,6003.4
5011_6,359064,1990.5
5011_6,359068,0
5011_6,359072,0
5011_6,359076,0
5011_6,359080,1238.5
5011_6,359084,5981
5011_6,359088,1358.3
5011_6,359092,0
5011_6,359096,0
5011_6,359100,0
5011_6,359104,1253
5011_6,359108,5581.5
5011_6,359112,1269
5011_6,359116,0
5011_6,359120,0
5011_6,359124,0
5011_6,359128,1075.2
5011_6,359132,6003.4
5011_6,359136,1934.5
5011_6,359140,0
5011_6,359144,0
5011_6,359148,0
5011_6,359152,1131.8
5011_6,359156,6003.4
5011_6,359160,1857.1
5011_6,359164,0
5011_6,359168,0
5011_6,359172,0
5011_6,359176,2591.3
5011_6,359180,1335
5011_6,359184,1564.5
5011_6,359188,0
5011_6,359192,0
5011_6,359196,0
5011_6,359200,1297.4
5011_6,359204,6003.4
5011_6,359208,1712.3
5011_6,359212,0
5011_6,359216,0
5011_6,359220,0
5011_6,359224,1012.9
5011_6,359228,6003.4
5011_6,359232,1961
5011_6,359236,0
5011_6,359240,0
5011_6,359244,0
5011_6,359248,1276.6
5011_6,359252,6003.4
5011_6,359256,1733.1
5011_6,359260,0
5011_6,359264,0
5011_6,359268,0
5011_6,359272,1078.3
5011_6,359276,6003.4
5011_6,359280,1395.5
5011_6,359284,0
5011_6,359288,0
5011_6,359292,0
5011_6,359296,0
5011_6,359300,650.9
5011_6,359304,4017.5
5011_6,359308,0
5011_6,359312,0
5011_6,359316,0
5011_6,359320,414.88
5011_6,359324,2446.4
5011_6,359328,2196.6
5011_6,359332,0
5011_6,359336,0
5011_6,359340,0
5011_6,359344,956.39
5011_6,359348,6003.4
5011_6,359352,1923.8
5011_6,359356,0
5011_6,359360,0
5011_6,359364,0
5011_6,359368,1289.1
5011_6,359372,6003.4
5011_6,359376,1720.6
5011_6,359380,0
5011_6,359384,0
5011_6,359388,0
5011_6,359392,1663.3
5011_6,359396,6003.4
5011_7,350664,4313.5
5011_7,350668,34.049
5011_7,350672,34.338
5011_7,350676,33.187
5011_7,350680,10147
5011_7,350684,16925
5011_7,350688,8683.5
5011_7,350692,33.423
5011_7,350696,32.016
5011_7,350700,35.255
5011_7,350704,4308.6
5011_7,350708,11518
5011_7,350712,8996.9
5011_7,350716,180.77
5011_7,350720,177.51
5011_7,350724,177.53
5011_7,350728,12712
5011_7,350732,16683
5011_7,350736,8963.8
5011_7,350740,537.76
5011_7,350744,538.26
5011_7,350748,539.11
5011_7,350752,13894
5011_7,350756,16200
5011_7,350760,9205.5
5011_7,350764,748.34
5011_7,350768,748.9
5011_7,350772,751.42
5011_7,350776,13554
5011_7,350780,15581
5011_7,350784,10787
5011_7,350788,868.01
5011_7,350792,865
5011_7,350796,893.17
5011_7,350800,12752
5011_7,350804,15878
5011_7,350808,9557.3
5011_7,350812,903.38
5011_7,350816,884.79
5011_7,350820,894.26
5011_7,350824,13061
5011_7,350828,15198
5011_7,350832,11393
5011_7,350836,983.39
5011_7,350840,962.6
5011_7,350844,982.9
5011_7,350848,12359
5011_7,350852,15614
5011_7,350856,11422
5011_7,350860,689.82
5011_7,350864,691.05
5011_7,350868,692.09
5011_7,350872,13951
5011_7,350876,16109
5011_7,350880,9388.2
5011_7,350884,676.72
5011_7,350888,678.06
5011_7,350892,686.54
5011_7,350896,11931
5011_7,350900,16448
5011_7,350904,9702.7
5011_7,350908,760.45
5011_7,350912,762.16
5011_7,350916,764.53
5011_7,350920,12948
5011_7,350924,15219
5011_7,350928,12087
5011_7,350932,874.26
5011_7,350936,881.12
5011_7,350940,878.02
5011_7,350944,13432
5011_7,350948,15727
5011_7,350952,10812
5011_7,350956,207.9
5011_7,350960,208.94
5011_7,350964,214.24
5011_7,350968,1860.1
5011_7,350972,16849
5011_7,350976,1672.7
5011_7,350980,215.6
5011_7,350984,212.84
5011_7,350988,218.49
5011_7,350992,14459
5011_7,350996,15954
5011_7,351000,7932
5011_7,351004,1155.4
5011_7,351008,1146
5011_7,351012,1174.3
5011_7,351016,12574
5011_7,351020,14878
5011_7,351024,12232
5011_7,351028,829.66
5011_7,351032,836.63
5011_7,351036,838.35
5011_7,351040,13226
5011_7,351044,15663
5011_7,351048,10714
5011_7,351052,742.85
5011_7,351056,760.13
5011_7,351060,776.89
5011_7,351064,5729.1
