scenario_index,New Tx
0.5,0.25369452499246686
1.0,0.2370007446836509
2.0,0.3205140846629616
5.0,0.6030333005895835
7.0,0.7026173659868926
10.0,0.8177806361959536
15.0,0.8939475697037242
22.43,1.0
40.0,1.1579705308096526
70.0,1.2485473076906615
102.0,1.3059518913576498
