,Wind,Solar
0.5,0.6996497367862117,0.9493314093576899
1.0,0.8303610734022554,0.9273764480866613
2.0,0.8573890122995815,0.926605693599048
5.0,0.954395786140182,0.9587257534626337
7.0,0.9894446731446096,0.9889297085133306
10.0,0.9912751294690756,0.9947345075268758
15.0,0.9935897128264229,0.9976671267975047
22.43,1.0,1.0
40.0,1.036468136507046,0.9975370028802912
70.0,1.1096825416808935,0.9850648173686662
102.0,1.1401883439583722,0.98136331660245
