scenario_index,<10h Storage (GW),10 - 20h Storage (GW),20+h Storage (GW)
1.0,1.0503040906119359,0.15117442452480157,0.12002401475546136
0.75,1.0528847530413907,0.09980502432426198,0.11575175581766968
0.5,0.9474404821126047,0.15034461416674322,0.11447825969336634
0.35,0.9582302957929901,0.15805201860952733,0.0
0.15,0.959275825531359,0.07810806356790624,0.0
0.0,0.9222323430081478,0.07776765699185222,0.0
