scenario_index,New Tx
0.0909,2.0024555529105923
0.15,1.164519133838649
0.187,1.0
0.21,0.9509743035902791
0.25,0.8810445843880645
0.3,0.7725462612773406
0.4,0.809793808654187
0.5,1.4023852554728484
0.6,2.4168170562364275
