,Wind,Solar
0.0909,0.496365933005326,1.1411488592624495
0.15,0.8090342109522833,1.0538187971386128
0.187,1.0,1.0
0.21,1.117628858286448,0.9666836958819363
0.25,1.3332197764236395,0.919618495274175
0.3,1.6263663147932745,0.8723847439951475
0.4,2.2582184858987167,0.778706839726959
0.5,2.9645835933391997,0.681562106127047
0.6,3.7882523611203136,0.5806182894505374
