,gen_load_zone,value,OnlinePowerCapacityMW,zone_demand_mw,percent_power,size
0,AZ_APS_E,3.6063724474526326,0.8687400000000001,0.677179,128.28808926443378,6.949920000000001
1,AZ_APS_N,3.6434526728788628,1.2234e-06,1.9852100000000001,6.162572221578573e-05,9.7872e-06
2,AZ_APS_SW,8.514566036049123,8.9489,1.66439,537.6684551096798,71.5912
3,AZ_NM_N,5.003459337065224,3.1798,1.01265,314.00780131338564,25.4384
4,AZ_NW,8.131911018602837,2.3061,1.26929,181.68424867445577,18.4488
5,AZ_PHX,5.414388089913319,6.1259,18.4103,33.274308403448075,49.0072
6,AZ_SE,7.8121201597499565,17.277,7.72699,223.59288675150353,138.216
7,CAN_ALB,18.135531799238994,16.557,20.6636,80.12640585377184,132.456
8,CAN_BC,7.099962476547843,1.3325,21.4118,6.223204027685669,10.66
9,CA_IID,7.600165220983064,7.5051000000000005,1.1753,638.5688760316516,60.040800000000004
10,CA_LADWP,8.203061031681049,0.6350800000000001,8.17927,7.764507101489497,5.080640000000001
11,CA_PGE_BAY,7.212838463532986,5.3994,13.703299999999999,39.40218779418097,43.1952
12,CA_PGE_CEN,6.693956984196222,8.9409,9.052389999999999,98.76839155184433,71.5272
13,CA_PGE_N,7.605487962723272,15.452,7.20401,214.491651177608,123.61599999999999
14,CA_PGE_S,6.832273006306155,7.1676,3.27027,219.17456356814577,57.3408
15,CA_SCE_CEN,7.692550588111465,38.003,5.9158599999999995,642.3918077844979,304.024
16,CA_SCE_S,7.748044552565263,9.1667,30.4017,30.151932293259915,73.3336
17,CA_SCE_SE,6.887288300564532,3.0822,0.11531699999999999,2672.8062644709803,24.6576
18,CA_SCE_VLY,6.250474383301707,1.8445,1.61612,114.13137638294187,14.756
19,CA_SDGE,4.260831182941736,2.9452,12.602200000000002,23.370522607163824,23.5616
20,CA_SMUD,6.447721909602469,1.1018,4.559850000000001,24.163075539765554,8.8144
21,CO_DEN,4.306054368656398,1.4089e-06,1.06116,0.0001327697990877907,1.12712e-05
22,CO_E,4.938771393995275,0.6941200000000001,3.12142,22.237315068142067,5.552960000000001
23,CO_NW,7.25156283681828,0.64946,0.682547,95.15242173799021,5.19568
24,CO_SW,7.978123352662099,1.1382,0.8966770000000001,126.93534015035515,9.1056
25,ID_E,7.765766878744826,3.2378000000000005,2.2132300000000003,146.29297452140085,25.902400000000004
26,ID_S_OR_E,8.56200589418534,4.275399999999999,5.66265,75.50175271295241,34.203199999999995
27,MEX_BAJA,7.506706197938726,14.166,5.419020000000001,261.4125801344154,113.328
28,MT_NE,6.847775551102204,0.12475,0.716573,17.40925209294796,0.9979999999999999
29,MT_NW,4.626071983253428,0.59236,1.20606,49.11530106296536,4.73888
30,MT_SE,4.267551220747966,6.3158e-07,0.7117859999999999,8.873172554672332e-05,5.05264e-06
31,MT_SW,4.2608928605599035,0.052259,1.07799,4.847818625404688,0.418072
32,NM_N,10.819050645842317,0.044051,2.5736100000000004,1.7116424011408098,0.352408
33,NM_S_TX_EPE,8.220650402011438,3.6193000000000004,2.95528,122.46893695352048,28.954400000000003
34,NV_N,7.98540086452981,12.261000000000001,3.1018600000000003,395.2789616552649,98.08800000000001
35,NV_S,7.622010147378594,16.556,10.6396,155.60735365991204,132.448
36,OR_E,5.616170294005346,1.0475999999999999,1.0744,97.50558451228592,8.380799999999999
37,OR_PDX,4.277399940476847,9.0721e-07,7.13222,1.2719882448942967e-05,7.25768e-06
38,OR_W,7.212835554594361,7.3982,6.28821,117.65192320231034,59.18560000000001
39,OR_WA_BPA,7.197213097000109,2.7701e-07,2.73057,1.0144768308448419e-05,2.21608e-06
40,UT_N,10.819347878206665,1.6684,6.55224,25.46304775160861,13.3472
41,UT_S,6.603196479520286,8.271600000000001,1.32086,626.2283663673668,66.17280000000001
42,WA_ID_AVA,7.107721901621325,1.4556000000000001e-07,4.17824,3.483763498506549e-06,1.1644800000000001e-06
43,WA_N_CEN,7.069536903039073,1.382e-07,2.6116,5.291775156991882e-06,1.1056e-06
44,WA_SEATAC,5.00341436069918,0.98115,10.0462,9.766379327506918,7.849199999999999
45,WA_W,4.273514188827414,1.1206e-05,6.16482,0.00018177335266885328,8.9648e-05
46,WY_NE,7.212778679422568,0.81949,0.9689420000000001,84.57575376028699,6.5559199999999995
47,WY_NW,7.212808439305124,0.9365700000000001,0.318342,294.2024615036659,7.492560000000001
48,WY_SE,8.38653421633554,0.906,1.09947,82.40333979099022,7.248
49,WY_SW,10.819069673781716,0.19863999999999998,0.335503,59.206624083838285,1.5891199999999999
