scenario_index,Storage Energy Capacity (TWh)
0.5,18.469436617164824
1.0,11.42949322357516
2.0,9.406023383508959
5.0,3.3941818130953822
7.0,1.521119491026877
10.0,1.2171378477168904
15.0,1.0879444458550027
22.43,1.0
40.0,0.8853689810497909
70.0,0.8095653479027825
102.0,0.7798403653010512
